MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	1.63E-03	2.81E-03	7.11E-04	9.28E-04	3.05E-04	4.38E-04
1:Del:C:1	1.31E-03	2.81E-03	1.80E-04	2.61E-08	4.27E-04	9.35E-05
1:Del:C:2	2.22E-04	4.13E-04	1.77E-04	0.00E+00	3.57E-04	4.07E-09
1:Del:C:3	2.47E-04	5.16E-04	0.00E+00	1.36E-04	4.70E-04	9.72E-09
1:Del:C:4	2.96E-04	4.83E-04	3.93E-04	2.66E-04	1.92E-04	5.08E-04
1:Del:C:5	2.82E-05	4.80E-04	1.30E-04	2.23E-04	2.39E-04	4.63E-04
1:Del:T:0	1.16E-03	1.93E-03	1.11E-03	2.00E-04	1.04E-03	1.47E-03
1:Del:T:1	4.29E-04	9.84E-04	6.04E-04	3.51E-04	7.15E-04	7.06E-04
1:Del:T:2	5.03E-04	1.80E-03	7.27E-04	6.50E-04	8.90E-04	1.49E-03
1:Del:T:3	8.30E-04	2.89E-03	6.41E-04	1.75E-04	4.07E-04	1.66E-03
1:Del:T:4	0.00E+00	9.36E-04	0.00E+00	5.44E-04	0.00E+00	1.45E-03
1:Del:T:5	3.44E-07	8.81E-08	4.64E-08	6.30E-08	1.93E-07	4.04E-03
1:Ins:C:0	2.83E-04	0.00E+00	2.43E-04	1.67E-04	0.00E+00	7.95E-09
1:Ins:C:1	3.47E-04	3.69E-04	1.47E-03	3.26E-08	9.61E-05	1.47E-04
1:Ins:C:2	3.90E-04	1.08E-07	3.00E-03	9.44E-08	3.41E-07	1.21E-07
1:Ins:C:3	5.16E-05	4.90E-05	3.94E-05	2.30E-09	2.06E-04	3.50E-05
1:Ins:C:4	1.57E-04	2.86E-04	2.01E-04	1.45E-04	6.58E-04	7.45E-04
1:Ins:C:5	2.84E-04	5.07E-04	3.32E-04	3.12E-04	4.92E-04	8.43E-04
1:Ins:T:0	4.49E-04	2.04E-04	5.25E-04	3.56E-04	2.63E-04	5.27E-04
1:Ins:T:1	5.82E-04	7.62E-04	1.51E-04	0.00E+00	3.20E-08	1.88E-04
1:Ins:T:2	1.16E-04	2.96E-04	0.00E+00	3.19E-05	4.94E-04	3.10E-04
1:Ins:T:3	2.66E-04	2.05E-04	3.29E-05	1.38E-04	5.51E-04	0.00E+00
1:Ins:T:4	2.51E-04	3.88E-04	5.01E-04	1.12E-04	8.23E-04	2.39E-04
1:Ins:T:5	3.65E-04	6.02E-04	2.92E-04	1.54E-04	1.66E-03	3.67E-08
2:Del:R:0	3.98E-04	6.85E-04	5.37E-04	5.07E-04	5.03E-04	3.31E-04
2:Del:R:1	5.76E-04	4.66E-04	0.00E+00	2.77E-04	4.94E-04	7.78E-04
2:Del:R:2	1.79E-05	1.85E-04	1.12E-04	6.43E-05	2.46E-04	4.61E-04
2:Del:R:3	2.50E-08	4.41E-08	3.94E-08	3.24E-08	6.29E-05	1.14E-04
2:Del:R:4	3.46E-09	6.82E-09	1.04E-08	1.06E-04	8.90E-09	1.60E-04
2:Del:R:5	7.66E-05	0.00E+00	6.67E-05	1.04E-04	1.26E-08	1.53E-08
3:Del:R:0	7.42E-04	2.72E-04	4.57E-04	4.39E-04	0.00E+00	6.27E-09
3:Del:R:1	4.28E-04	4.02E-04	9.62E-05	3.17E-04	4.00E-04	9.55E-04
3:Del:R:2	1.72E-08	4.56E-08	1.90E-08	2.61E-03	3.06E-08	3.30E-08
3:Del:R:3	9.02E-08	1.19E-04	6.77E-08	3.47E-08	7.44E-08	5.85E-08
3:Del:R:4	2.77E-09	8.25E-09	7.04E-09	5.95E-09	1.37E-08	6.10E-09
3:Del:R:5	2.82E-08	6.55E-08	6.73E-08	4.98E-08	8.17E-05	4.94E-08
4:Del:R:0	3.94E-04	2.81E-04	2.59E-04	2.32E-04	1.23E-04	8.30E-05
4:Del:R:1	5.49E-05	2.97E-04	1.45E-04	0.00E+00	2.90E-04	3.18E-04
4:Del:R:2	5.46E-05	8.60E-05	1.40E-46	9.72E-05	1.12E-08	1.25E-04
4:Del:R:3	7.08E-05	7.32E-08	3.39E-04	1.73E-08	8.17E-05	5.43E-08
4:Del:R:4	5.24E-05	4.89E-08	5.81E-08	3.35E-05	5.75E-08	5.01E-08
