Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	52	19	5	120	0	14	51
V2	23	10	9	12	14	0	0
V3	6	67	16	4	9	12	34
V4	5	2	19	167	107	86	0
V5	154	0	58	0	81	82	97
V6	105	34	0	18	0	11	27
V7	67	423	32	79	38	11	0
V8	27	137	63	70	15	10	19
V9	230	15	45	86	30	133	18
V10	10	29	35	56	25	17	47
V11	57	66	0	19	0	1	35
V12	19	30	98	94	60	0	11
V13	2	11	11	65	61	4	53
V14	16	0	4	28	251	42	108
V15	119	37	2	0	1	6	14
V16	228	0	1	0	16	40	13
V17	3	79	0	0	0	55	21
V18	0	84	16	14	4	116	0
V19	12	73	7	52	5	40	0
V20	13	33	13	8	300	71	0
V21	39	11	192	11	57	0	56
V22	1	1	65	4	6	0	6
V23	186	1	145	54	40	20	0
V24	36	50	26	104	28	4	0
V25	23	111	0	0	1	3	0
V26	278	9	9	38	105	21	23
V27	15	66	1	0	0	67	20
V28	12	176	97	0	71	108	22
V29	6	0	10	0	2	10	0
V30	1	10	63	0	0	150	19
V31	17	0	4	14	133	9	107
V32	28	31	0	0	0	8	25
V33	2	25	92	26	14	0	2
V34	15	112	6	46	2	20	23
V35	13	71	11	5	0	16	0
V36	7	38	0	21	0	75	91
V37	9	11	88	19	0	88	16
V38	0	22	9	4	30	36	0
V39	27	59	116	1	14	18	0
V40	15	14	1	256	15	7	0
V41	1	26	32	30	78	3	13
V42	255	111	18	61	0	122	14
V43	18	6	63	0	9	65	0
V44	16	6	167	2	42	22	0
V45	27	13	1	40	0	13	13
V46	4	36	71	6	32	10	0
V47	5	18	7	6	12	0	20
V48	4	0	61	99	64	12	108
V49	0	133	17	0	0	36	17
V50	1	152	0	2	24	14	0
V51	2	99	34	46	9	3	0
V52	15	4	128	15	7	26	34
V53	199	10	3	7	9	46	0
V54	12	36	278	70	2	44	0
V55	23	19	36	5	14	0	0
V56	28	20	64	61	29	5	3
V57	0	0	116	69	8	43	12
V58	29	6	13	171	18	7	0
V59	0	0	7	46	6	14	96
V60	0	2	57	0	11	0	5
V61	0	231	46	31	46	63	19
V62	0	91	162	21	0	3	90
V63	147	151	5	80	40	0	85
V64	25	1	33	41	0	4	0
V65	6	118	6	4	79	0	19
V66	4	95	2	33	6	7	0
V67	6	8	0	0	3	3	4
V68	145	40	255	51	0	5	0
V69	44	0	6	24	30	68	34
V70	0	120	8	0	0	13	2
V71	0	134	4	1	0	171	27
V72	83	22	10	36	9	15	15
V73	1	23	24	1	0	104	2
V74	0	14	0	27	76	52	34
V75	49	10	35	1	196	3	10
V76	178	4	141	5	20	0	21
V77	76	9	2	3	0	12	0
V78	8	4	8	128	58	49	0
V79	8	52	21	2	0	99	0
V80	167	69	5	103	36	25	35
V81	0	0	37	0	177	6	91
V82	21	1	15	25	0	0	29
V83	815	2	341	167	51	74	9
V84	40	1	4	5	7	28	4
V85	33	39	6	0	32	0	14
V86	38	106	13	74	0	3	0
V87	14	0	24	0	188	48	0
V88	27	108	25	24	126	138	0
V89	3	10	147	11	126	33	0
V90	235	115	8	172	88	33	111
V91	19	0	3	81	37	121	23
V92	132	35	8	0	77	8	0
V93	0	15	34	90	19	8	83
V94	82	50	48	97	34	5	22
V95	7	0	86	11	41	0	77
V96	237	14	4	92	2	7	62
V97	83	12	17	4	3	25	0
V98	92	57	111	3	89	0	0
V99	8	35	101	134	38	4	86
V100	2	6	6	18	3	32	0
