MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	0.001750526949763298	1.4012984643248171e-46	0.00593641417544859	0.013439355324953795	0.22568129599094391	0.16933961361719624	0.3644407898187637	0.4608802169561386	0.006133209366817027	0.060791662690826344	0.042170763594003804	0.18953524716198444	0.020528311212547123	0.0747400674968958	0.03257130552083254	0.017157975118607283
1:Del:C:1	0.0	0.00015106270835758552	0.00012079372536391019	0.012628249451518058	0.013422541177533276	0.0068120670136522675	0.041826017573475836	0.06596002260048409	0.020312441903661237	1.3131128298482508e-06	0.05209345126436347	0.03396804872900248	0.13972218036651612	0.15656436532735823	0.0003570800647139549	2.0588347979355603e-05
1:Del:C:2	3.2621640855268196e-08	1.7373477942683736e-05	0.00038688147906214	7.522805239901231e-05	0.0013205825388094006	0.0002202852160991142	0.001693308589483422	0.001586136926925974	0.0037583854583544962	0.013701159567622767	0.008601604995783418	0.0022575096717531553	0.0028157267084736757	0.0016758615776325315	0.0027373680844902993	3.6962987337574305e-08
1:Del:C:3	0.0011544131790287792	0.0004755573017064307	0.0	0.0013720724660799988	0.0007584115955978632	0.0011269786024399764	0.007090063967189053	0.015722559532150626	0.0006770245847292245	0.0022409832062749045	0.009641331678722054	0.014334482414028571	0.023278880428483716	0.0420606717467308	0.0032063636950397266	0.004568235748638472
1:Del:C:4	0.0033942497961334086	0.0	0.0	8.216701985475083e-08	0.0010525466582706144	0.0031204995398177006	0.006483994172728558	0.012115163635462523	6.633326120208949e-06	0.02580432671777544	7.181592081906274e-07	0.0007306447878420386	0.010204877165443804	0.01644904974450583	0.00022154650650918484	0.0034410459047649056
1:Del:C:5	0.012239447591434782	0.0017229081942396363	4.212644325960468e-05	0.0	3.0565161068807356e-08	1.4277331672474248e-08	0.0005443830508738756	0.0021303324494510887	0.0	0.03129155709439715	0.010931608779355884	0.0007584877160638825	0.0016088249253925825	1.3931729654359514e-07	0.0066662487286834	0.04859780940694236
1:Del:T:0	0.009757591637156792	3.797213430516422e-05	0.00018283685774349577	0.011978147947229446	0.011364640307328954	0.017781299111413774	0.11939250975847245	0.0333807647228241	0.041872850991785525	0.0008713321907862337	0.10875982977449894	0.036736235953867435	0.03405712759122252	0.06552950330078602	0.02687067734077573	0.00587459335706626
1:Del:T:1	3.859278479012573e-08	3.4329449505321462e-09	1.341419974210112e-07	0.007780945766717196	0.0007923314742527054	0.0017315901076017325	0.011707024089992047	0.07106340676546097	0.013733605854213238	0.005553127697402261	0.019383808970451354	0.022392306497897606	0.012284971936605871	0.048620405264045985	0.012985233962535859	0.0037149966926628723
1:Del:T:2	0.009520596382208169	0.0015294020064175128	0.0003617523529101163	3.925777564290911e-05	0.002005141414701939	0.008633808384183794	0.11331133767962456	0.0413179675117135	0.0001026913640089333	0.004172346647828817	0.011067333165556192	0.022887707874178886	0.011968105798587203	0.058299522614106536	0.01582170808687806	0.010744871222414076
1:Del:T:3	0.008526277076452971	0.0	5.365323158912361e-05	0.010738734254846349	0.023539487458765506	1.4012984643248171e-46	0.161439860612154	0.01912460494786501	0.006415106006897986	0.022603003680706023	0.02163251586025581	0.006355957686901092	0.09578839056193829	0.24345571100711821	0.006843170616775751	0.02676819581701011
1:Del:T:4	0.03872764399275184	0.0020012136083096266	0.0	0.0008341458626091481	0.023576699853401807	0.000897268857806921	0.07308751088567078	0.05247662728652358	0.0	0.023111132392659783	0.007017829897813499	0.011798634193837643	0.26518801487982274	0.05918169384822249	0.02093923483043909	0.034838964138180016
1:Del:T:5	0.8683200001716613	1.1085113555964199e-07	2.5684688097271645e-06	1.7600916635274189e-07	0.024062888280849393	1.7604527329240228e-07	1.016563331290854e-06	2.1165077583873427e-07	7.012244111592736e-07	0.06752701243380906	3.1766575148139964e-07	2.71933754447673e-07	0.03816871872068077	0.001919243515166613	0.3928148806095123	0.5664800330996513
1:Ins:C:0	4.3418716266785395e-05	1.6354562930587236e-07	6.251411761581949e-08	0.003190721594774004	9.206673432515799e-08	0.0	1.2901591972536152e-08	1.2035554561862227e-07	0.0047581186162346965	3.9825496287448916e-07	0.0004237184738826727	0.0006109122837614223	3.3431833266206468e-06	0.0004476379068947267	0.0026015292176502667	3.147089046251494e-07
