MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	1.82E-09	2.80E-46	4.04E-08	1.96E-03	3.51E-02	2.94E-02	2.96E-03	2.57E-03	4.00E-06	1.26E-06	2.10E-02	1.84E-02	2.33E-02	6.76E-03	5.76E-02	2.33E-06	9.45E-46	6.06E-02	2.86E-06	2.76E-02
1:Del:C:1	1.76E-08	1.22E-03	0.00E+00	1.93E-04	1.38E-02	2.67E-03	0.00E+00	7.26E-03	1.79E-02	7.24E-03	2.72E-02	2.83E-03	4.72E-02	1.34E-03	3.39E-02	3.17E-02	1.51E-02	6.14E-03	1.40E-46	1.65E-02
1:Del:C:2	1.31E-08	1.62E-08	7.95E-08	1.45E-08	5.84E-07	1.41E-03	1.42E-04	2.00E-03	3.64E-03	1.27E-06	8.62E-04	9.81E-46	1.30E-02	3.50E-03	2.91E-04	8.44E-08	6.46E-03	9.16E-03	2.97E-07	1.16E-02
1:Del:C:3	0.00E+00	3.94E-04	0.00E+00	0.00E+00	3.31E-03	1.35E-02	4.39E-03	1.40E-46	3.07E-03	4.23E-03	5.14E-03	1.00E-02	5.96E-03	5.53E-03	1.00E-02	1.21E-02	2.07E-03	1.42E-05	8.69E-03	7.53E-03
1:Del:C:4	4.59E-04	1.04E-03	4.38E-05	3.23E-03	2.66E-03	0.00E+00	0.00E+00	3.71E-03	0.00E+00	3.89E-08	9.15E-03	1.36E-02	4.71E-02	6.88E-03	9.52E-04	2.82E-03	1.53E-03	8.60E-04	2.32E-02	2.34E-03
1:Del:C:5	4.81E-06	8.30E-04	1.30E-05	3.04E-08	1.91E-03	8.39E-04	0.00E+00	1.49E-03	7.49E-03	2.18E-03	0.00E+00	1.00E-03	4.69E-03	3.65E-02	2.42E-03	4.39E-03	8.53E-03	2.97E-07	4.28E-02	6.70E-03
1:Del:T:0	1.10E-04	0.00E+00	2.36E-04	0.00E+00	2.27E-03	7.92E-03	6.54E-04	3.81E-03	4.59E-02	7.68E-03	2.01E-02	4.41E-02	1.48E-02	2.06E-02	1.96E-02	3.04E-03	1.83E-05	1.67E-02	1.02E-02	2.09E-02
1:Del:T:1	9.90E-09	0.00E+00	9.36E-08	1.51E-04	3.63E-03	1.22E-07	2.96E-04	1.52E-05	1.06E-02	0.00E+00	2.90E-02	1.07E-02	5.00E-02	4.28E-08	4.96E-02	3.86E-07	0.00E+00	3.64E-03	3.05E-07	3.45E-03
1:Del:T:2	0.00E+00	8.47E-04	0.00E+00	4.32E-04	1.11E-02	0.00E+00	1.65E-03	4.00E-03	5.49E-02	5.33E-03	1.22E-02	3.32E-02	4.32E-02	2.93E-03	3.43E-02	1.99E-03	2.48E-02	3.83E-02	0.00E+00	5.29E-03
1:Del:T:3	4.45E-04	1.65E-03	3.57E-10	1.06E-02	1.43E-02	6.14E-03	2.51E-03	1.18E-03	3.91E-02	6.14E-03	3.14E-02	6.51E-02	0.00E+00	1.75E-02	3.83E-02	1.24E-02	1.78E-02	1.00E-02	5.40E-03	5.43E-03
1:Del:T:4	4.75E-05	2.64E-03	9.99E-05	6.01E-03	1.44E-02	1.40E-46	3.12E-03	1.40E-46	2.04E-02	5.21E-03	6.85E-02	5.15E-02	1.06E-02	1.39E-02	1.14E-02	8.54E-03	2.61E-02	2.27E-02	4.48E-02	3.15E-02
1:Del:T:5	1.88E-07	4.76E-03	2.59E-04	1.69E-03	2.80E-46	3.50E-07	3.40E-07	8.92E-46	6.62E-46	7.87E-08	2.05E-02	7.09E-03	2.94E-07	6.07E-02	9.17E-07	2.15E-02	3.27E-06	1.46E-06	5.06E-07	1.06E-01
1:Ins:C:0	5.34E-05	2.41E-08	0.00E+00	2.07E-04	8.36E-08	6.50E-05	2.45E-04	1.40E-03	7.99E-08	3.87E-04	0.00E+00	0.00E+00	3.10E-04	5.21E-04	0.00E+00	3.86E-05	5.80E-04	1.95E-07	2.94E-07	1.28E-04
1:Ins:C:1	0.00E+00	0.00E+00	1.71E-07	6.49E-08	0.00E+00	2.19E-04	0.00E+00	8.55E-04	9.37E-04	1.85E-03	1.48E-07	1.13E-08	2.61E-04	1.84E-06	5.46E-05	3.79E-04	1.10E-03	2.40E-03	1.24E-03	2.84E-03
