MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	3.88E-03	1.01E-02	2.26E-03	1.77E-03	4.68E-08	5.16E-02	3.99E-02	5.53E-02	1.01E-02	1.15E-02	1.75E-03	2.76E-02	1.56E-02
1:Del:C:1	0.00E+00	8.11E-04	1.40E-04	3.83E-03	5.64E-04	1.42E-02	1.74E-02	8.06E-03	7.55E-03	9.23E-03	2.11E-02	9.70E-03	2.52E-02
1:Del:C:2	5.17E-08	5.32E-08	3.65E-05	4.11E-04	8.96E-06	1.01E-03	3.81E-03	1.52E-03	2.47E-03	8.87E-04	5.55E-04	1.70E-03	2.50E-03
1:Del:C:3	3.55E-04	1.83E-04	0.00E+00	1.24E-03	6.64E-04	2.12E-03	7.27E-03	9.25E-03	1.19E-03	1.83E-03	1.57E-03	4.10E-03	1.29E-02
1:Del:C:4	4.73E-04	3.27E-04	1.90E-05	3.34E-05	0.00E+00	5.25E-03	4.12E-03	5.98E-03	7.10E-04	5.54E-04	1.34E-03	2.92E-04	3.66E-03
1:Del:C:5	2.28E-03	6.08E-08	0.00E+00	0.00E+00	8.92E-04	7.93E-03	7.35E-04	6.42E-03	5.45E-04	9.34E-04	6.80E-03	0.00E+00	2.19E-02
1:Del:T:0	1.68E-03	0.00E+00	1.93E-04	4.49E-03	3.77E-04	2.55E-02	1.87E-02	1.14E-02	3.93E-02	2.81E-03	7.57E-03	2.67E-02	1.02E-02
1:Del:T:1	0.00E+00	2.83E-04	1.03E-04	1.99E-03	5.16E-08	9.84E-03	1.13E-02	9.55E-03	4.44E-03	2.50E-04	2.35E-03	4.84E-03	3.36E-07
1:Del:T:2	2.25E-03	1.40E-46	1.19E-04	4.72E-04	3.60E-04	1.52E-02	1.53E-02	1.78E-02	4.59E-02	3.73E-03	5.66E-03	6.28E-03	7.82E-03
1:Del:T:3	4.07E-03	0.00E+00	1.27E-04	2.25E-03	0.00E+00	1.86E-02	2.09E-02	1.65E-02	5.11E-03	3.34E-03	4.96E-03	2.45E-02	3.97E-02
1:Del:T:4	5.30E-03	9.18E-04	0.00E+00	0.00E+00	5.64E-04	1.23E-02	1.23E-02	1.39E-02	0.00E+00	1.75E-02	7.86E-03	3.50E-03	4.43E-02
1:Del:T:5	1.21E-02	9.56E-08	3.83E-04	1.31E-08	3.72E-04	1.14E-02	1.93E-07	1.38E-06	2.90E-03	1.93E-07	1.12E-01	4.80E-02	6.79E-02
1:Ins:C:0	1.14E-05	1.02E-08	4.89E-08	5.68E-04	3.56E-08	7.95E-08	9.32E-08	1.03E-03	3.53E-04	1.43E-07	8.61E-05	2.43E-03	3.28E-04
1:Ins:C:1	1.13E-07	7.12E-05	1.23E-07	6.14E-04	4.33E-08	0.00E+00	1.43E-07	1.51E-03	1.70E-03	2.41E-08	3.28E-04	1.49E-03	7.73E-04
1:Ins:C:2	2.77E-07	9.87E-08	2.06E-08	3.62E-04	3.12E-08	1.18E-03	4.05E-04	2.43E-03	6.35E-04	4.18E-04	3.32E-04	1.76E-03	2.14E-03
1:Ins:C:3	2.98E-05	2.28E-08	3.62E-08	1.73E-08	1.41E-04	7.30E-04	6.46E-04	1.71E-04	1.61E-08	1.18E-04	1.18E-04	1.41E-04	2.59E-07
1:Ins:C:4	3.24E-04	2.37E-04	3.48E-08	3.36E-04	3.95E-04	1.04E-03	1.18E-04	5.78E-03	3.58E-04	4.35E-04	1.78E-03	3.17E-03	2.75E-03
1:Ins:C:5	1.22E-03	4.66E-04	4.51E-04	1.97E-04	3.08E-03	5.12E-03	5.22E-05	2.31E-04	7.95E-04	2.48E-02	9.84E-03	3.78E-03	1.22E-02
