Samples	ID83A	ID83B
V1	1.41E+01	1.41E+01
V2	1.56E+01	1.56E+01
V3	2.69E+01	2.69E+01
V4	8.85E+00	8.85E+00
V5	8.47E+00	8.47E+00
V6	2.60E+01	2.60E+01
V7	1.92E+00	1.92E+00
V8	2.49E+01	2.49E+01
V9	2.92E+00	2.92E+00
V10	4.38E+00	4.38E+00
V11	5.50E+00	5.50E+00
V12	2.55E+01	2.55E+01
V13	4.38E+01	4.38E+01
V14	1.16E+01	1.16E+01
V15	7.73E+00	7.73E+00
V16	2.05E+01	2.05E+01
V17	9.57E+00	9.57E+00
V18	9.19E+00	9.19E+00
V19	3.62E+01	3.62E+01
V20	1.44E+01	1.44E+01
V21	3.54E+00	3.54E+00
V22	1.87E+00	1.87E+00
V23	1.37E+01	1.37E+01
V24	1.73E+01	1.73E+01
V25	2.38E+00	2.38E+00
V26	3.27E+00	3.27E+00
V27	2.32E+01	2.32E+01
V28	2.09E+00	2.09E+00
V29	1.75E+01	1.75E+01
V30	1.70E+01	1.70E+01
V31	2.61E+00	2.61E+00
V32	4.04E+00	4.04E+00
V33	4.19E+00	4.19E+00
V34	1.99E+00	1.99E+00
V35	1.35E+01	1.35E+01
V36	1.76E+00	1.76E+00
V37	8.97E-01	8.97E-01
V38	7.30E+00	7.30E+00
V39	8.37E+00	8.37E+00
V40	2.00E+01	2.00E+01
V41	2.58E+01	2.58E+01
V42	2.08E+00	2.08E+00
V43	3.94E+00	3.94E+00
V44	2.76E+00	2.76E+00
V45	5.88E+00	5.88E+00
V46	1.88E+01	1.88E+01
V47	4.87E+00	4.87E+00
V48	5.92E+00	5.92E+00
V49	1.09E+01	1.09E+01
V50	1.44E+01	1.44E+01
V51	1.66E+00	1.66E+00
V52	2.00E+00	2.00E+00
V53	1.27E+01	1.27E+01
V54	2.14E+00	2.14E+00
V55	6.63E+00	6.63E+00
V56	1.86E+01	1.86E+01
V57	3.65E+00	3.65E+00
V58	1.22E+01	1.22E+01
V59	1.80E+01	1.80E+01
V60	1.63E+00	1.63E+00
V61	3.76E+01	3.76E+01
V62	3.22E+00	3.22E+00
V63	2.15E+01	2.15E+01
V64	3.06E+01	3.06E+01
V65	8.25E+00	8.25E+00
V66	3.89E+00	3.89E+00
V67	6.54E+00	6.54E+00
V68	1.72E+01	1.72E+01
V69	9.65E+00	9.65E+00
V70	9.80E+00	9.80E+00
V71	3.64E+00	3.64E+00
V72	6.67E+00	6.67E+00
V73	6.30E+00	6.30E+00
V74	1.17E+01	1.17E+01
V75	3.81E+00	3.81E+00
V76	2.97E+01	2.97E+01
V77	2.77E+00	2.75E+00
V78	4.03E+00	4.03E+00
V79	1.08E+01	1.08E+01
V80	2.81E+01	2.81E+01
V81	1.51E+01	1.51E+01
V82	6.53E+00	6.53E+00
V83	5.21E+00	5.21E+00
V84	0.00E+00	0.00E+00
V85	1.23E+01	1.23E+01
V86	5.04E+00	5.04E+00
V87	7.81E+00	7.81E+00
V88	1.18E+01	1.18E+01
V89	3.79E+00	3.79E+00
V90	1.69E+01	1.69E+01
V91	3.56E+00	3.56E+00
V92	1.39E+00	1.39E+00
V93	7.45E+00	7.45E+00
V94	2.58E+01	2.58E+01
V95	7.78E+00	7.78E+00
V96	1.04E+01	1.04E+01
V97	1.41E+01	1.41E+01
V98	2.15E+01	2.15E+01
V99	5.33E+00	5.33E+00
V100	4.04E+01	4.04E+01
