Samples	ID83A	ID83B
V1	148	284
V2	267	67
V3	53	279
V4	228	142
V5	67	211
V6	554	565
V7	75	17
V8	321	80
V9	6	201
V10	167	81
V11	73	69
V12	509	12
V13	98	536
V14	15	369
V15	159	148
V16	0	397
V17	201	95
V18	459	60
V19	202	224
V20	0	494
V21	171	30
V22	168	18
V23	67	161
V24	236	217
V25	397	11
V26	455	0
V27	99	218
V28	46	54
V29	1	276
V30	99	357
V31	80	143
V32	77	376
V33	152	45
V34	71	7
V35	132	144
V36	340	0
V37	86	0
V38	566	142
V39	169	0
V40	360	193
V41	264	23
V42	79	0
V43	357	118
V44	193	5
V45	171	456
V46	228	72
V47	11	337
V48	218	88
V49	267	75
V50	306	59
V51	0	214
V52	93	22
V53	56	383
V54	65	7
V55	299	127
V56	220	0
V57	110	159
V58	532	0
V59	293	281
V60	327	0
V61	55	347
V62	211	9
V63	361	244
V64	508	227
V65	104	129
V66	111	214
V67	119	10
V68	414	248
V69	178	23
V70	227	131
V71	357	29
V72	16	144
V73	10	99
V74	397	167
V75	48	30
V76	829	7
V77	9	217
V78	168	111
V79	146	105
V80	102	393
V81	72	175
V82	137	0
V83	78	165
V84	429	0
V85	433	15
V86	138	149
V87	309	275
V88	47	117
V89	161	189
V90	150	503
V91	245	0
V92	0	293
V93	0	215
V94	276	253
V95	252	25
V96	213	113
V97	158	364
V98	18	321
V99	23	229
V100	117	384
