Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	1	5	3	0	2	6	0	0	0	10
V2	28	40	134	19	8	47	23	40	6	14
V3	0	148	28	3	9	42	12	8	2	0
V4	47	1	26	4	13	5	0	18	0	1
V5	47	2	14	191	25	0	0	4	61	57
V6	8	0	92	22	7	16	179	1	1	0
V7	0	5	1	0	200	0	0	0	0	138
V8	9	98	32	3	5	41	27	4	0	6
V9	3	31	0	42	50	29	71	6	98	11
V10	0	17	145	0	116	16	5	0	0	83
V11	0	79	57	58	56	0	27	17	0	0
V12	16	313	49	5	58	0	11	5	59	0
V13	108	40	44	18	13	15	28	31	1	0
V14	20	254	19	0	0	15	5	3	0	0
V15	2	0	0	6	54	10	46	19	7	2
V16	5	13	222	126	0	107	151	50	0	0
V17	229	35	70	15	3	28	0	54	0	19
V18	1275	11	43	0	14	52	55	13	8	1
V19	11	1	0	8	34	49	40	17	30	8
V20	27	4	11	6	77	20	114	0	0	47
V21	65	27	7	1	2	0	27	4	9	0
V22	25	30	0	27	0	86	0	59	0	19
V23	65	0	18	33	59	122	75	71	116	4
V24	5	131	2	29	0	0	8	10	0	0
V25	24	23	2	0	25	0	17	0	7	13
V26	50	73	0	15	7	82	0	24	0	8
V27	14	5	8	30	0	101	5	147	0	0
V28	1	15	26	4	0	0	0	32	0	2
V29	43	8	10	121	49	3	0	85	0	0
V30	42	63	34	38	6	0	0	26	0	6
V31	28	187	5	96	2	17	0	74	5	35
V32	45	26	59	111	13	35	32	101	0	3
V33	102	13	1	38	0	4	0	74	24	7
V34	7	31	76	5	3	42	0	26	25	6
V35	24	45	4	90	183	0	62	207	19	242
V36	9	3	51	11	20	9	0	5	0	3
V37	5	78	89	12	1	30	57	43	3	0
V38	27	209	50	67	2	1	21	2	21	14
V39	0	172	78	9	73	228	8	19	90	4
V40	52	46	36	79	2	11	0	32	9	22
V41	7	14	121	0	0	79	15	0	20	7
V42	9	34	14	23	137	0	0	20	57	37
V43	97	52	23	2	76	78	0	1	25	35
V44	149	44	0	9	2	10	37	0	26	0
V45	8	7	141	20	44	130	183	0	6	0
V46	37	1	0	0	67	18	0	5	27	9
V47	3	9	28	5	157	52	2	31	2	42
V48	41	18	126	124	41	0	0	17	44	0
V49	18	0	7	4	0	2	0	5	0	0
V50	13	39	104	58	6	0	0	52	54	24
V51	11	47	0	7	53	0	21	12	24	0
V52	7	9	23	40	51	47	48	13	16	9
V53	32	7	161	0	52	11	17	0	58	22
V54	20	7	16	0	52	94	0	4	49	5
V55	46	24	17	143	19	21	0	178	16	0
V56	35	245	3	341	32	300	80	0	0	67
V57	8	34	29	80	0	196	127	4	6	0
V58	3	1	7	32	7	15	0	64	66	0
V59	125	48	10	1	21	0	15	1	16	0
V60	71	150	16	92	60	0	2	0	15	6
V61	21	62	0	46	106	0	0	50	8	0
V62	9	45	0	79	17	22	68	44	0	0
V63	29	96	0	0	58	0	3	0	0	17
V64	98	53	93	1	32	9	29	4	8	107
V65	241	26	35	123	0	8	23	11	0	7
V66	168	2	0	2	54	114	2	0	145	41
V67	2	27	12	0	1	12	0	1	2	0
V68	118	3	0	0	0	6	4	0	2	0
V69	6	2	16	2	1	12	0	14	0	7
V70	2	31	33	1	0	51	88	0	0	0
V71	2	0	99	0	158	0	1	0	0	0
V72	10	7	0	25	65	2	1	12	29	9
V73	0	16	44	6	0	21	51	7	0	5
V74	29	23	193	24	25	1	0	28	17	16
V75	41	0	9	1	8	0	21	3	15	0
V76	66	132	18	0	6	454	89	0	0	0
V77	3	63	17	0	25	6	9	0	8	3
V78	7	41	77	13	79	0	0	6	59	71
V79	23	4	469	39	133	0	0	16	0	0
V80	16	21	15	0	2	28	65	0	0	0
V81	105	0	0	61	35	2	0	48	18	0
V82	109	65	0	3	0	1	0	0	0	0
V83	8	32	29	0	0	23	0	0	7	0
V84	9	17	57	7	14	2	0	35	0	18
V85	0	1	34	12	1	39	3	15	0	1
V86	62	333	52	0	4	6	0	1	0	4
V87	85	52	2	0	71	0	8	2	46	2
V88	27	43	45	194	44	4	0	116	20	13
V89	59	10	0	83	158	11	15	3	39	55
V90	24	0	0	4	39	19	43	0	28	38
V91	60	37	15	0	23	0	17	3	14	29
V92	6	3	18	106	6	13	5	45	9	13
V93	0	80	75	0	0	0	15	17	2	0
V94	17	47	1	2	3	3	5	4	0	0
V95	15	7	41	0	0	11	46	0	10	0
V96	51	30	24	3	40	19	14	0	0	50
V97	41	1	1	22	4	10	0	0	1	13
V98	5	22	6	198	8	0	3	8	7	0
V99	5	130	44	1	0	0	2	1	0	9
V100	15	66	0	25	40	0	3	49	0	21
