Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	2.67E-01	8.88E-01	6.86E-01	0.00E+00	5.33E-01	1.02E+00	1.32E+00	5.00E-01	1.80E+00	1.45E+00
V2	1.42E+00	1.61E+00	4.06E+00	6.39E+00	2.40E+00	4.70E+00	4.44E+00	5.12E+00	4.88E+00	2.48E+00
V3	0.00E+00	3.45E+00	3.33E+00	8.46E-01	1.04E+00	3.88E+00	4.07E+00	9.64E-01	2.97E+00	8.46E-01
V4	2.13E+00	4.58E-01	2.25E+00	2.68E+00	1.51E+00	8.57E-01	9.07E-01	2.97E+00	2.11E+00	2.21E+00
V5	2.36E+00	4.73E-01	1.67E+00	6.61E+00	7.82E+00	2.67E-01	1.62E+00	6.32E+00	8.94E+00	9.85E+00
V6	1.09E+00	1.35E+00	9.47E+00	2.80E+00	2.23E+00	1.80E+01	1.72E+01	2.98E+00	1.12E+01	1.96E+00
V7	6.23E-01	7.46E-01	2.13E-01	0.00E+00	1.97E+01	2.21E-01	2.96E+00	8.80E+00	2.03E+01	1.87E+01
V8	9.80E-01	3.01E+00	3.55E+00	5.59E-01	1.32E+00	6.75E+00	7.43E+00	7.63E-01	3.06E+00	1.50E+00
V9	1.26E+00	1.69E+00	4.22E-01	4.51E+00	8.83E+00	9.07E+00	8.43E+00	3.38E+00	1.06E+01	6.59E+00
V10	0.00E+00	5.81E-01	1.55E+01	0.00E+00	1.43E+01	1.50E+00	2.01E+00	2.41E+00	1.97E+01	1.02E+01
V11	0.00E+00	4.73E+00	2.66E+00	3.60E+00	5.23E+00	2.30E+00	6.93E+00	4.68E+00	2.46E+00	1.90E+00
V12	8.00E-01	3.53E+00	5.71E+00	7.77E-01	7.20E+00	4.71E-01	5.29E+00	4.68E+00	8.03E+00	3.54E+00
V13	4.12E+00	3.17E+00	2.43E+00	3.37E+00	1.17E+00	3.57E+00	3.50E+00	1.74E+00	3.24E+00	9.60E-01
V14	9.71E-01	2.85E+00	1.88E+00	2.00E-01	2.69E-01	2.38E+00	3.72E+00	3.14E-01	1.67E+00	0.00E+00
V15	6.50E-01	0.00E+00	2.67E-01	2.93E+00	3.95E+00	5.29E+00	5.22E+00	2.83E+00	4.09E+00	1.87E+00
V16	4.23E-01	2.62E+00	5.25E+00	1.09E+01	2.06E+00	2.51E+01	2.14E+01	1.11E+01	4.50E+00	4.30E+00
V17	4.38E+00	1.91E+00	4.37E+00	6.52E+00	1.44E+00	2.29E+00	3.74E+00	6.94E+00	6.25E+00	4.18E+00
V18	5.75E+00	1.48E+00	1.98E+00	0.00E+00	2.87E+00	1.04E+01	1.14E+01	3.54E+00	8.95E+00	1.93E+00
V19	1.37E+00	4.58E-01	4.52E-01	3.21E+00	5.70E+00	8.42E+00	8.26E+00	3.50E+00	6.09E+00	4.85E+00
V20	1.19E+00	1.66E+00	1.20E+00	7.18E-01	8.60E+00	1.22E+01	1.27E+01	2.18E+00	8.04E+00	7.55E+00
V21	1.90E+00	2.15E+00	7.63E-01	5.58E-01	1.80E+00	3.44E+00	2.17E+00	5.21E-01	1.86E+00	1.16E+00
V22	1.65E+00	3.59E+00	3.79E-01	8.25E+00	9.36E-01	6.22E+00	6.39E+00	7.20E+00	3.88E+00	3.17E+00
V23	2.60E+00	1.00E+00	1.50E+00	6.31E+00	1.46E+01	1.10E+01	9.31E+00	7.84E+00	1.77E+01	7.59E+00
V24	4.82E-01	1.77E+00	3.89E-01	4.27E+00	1.53E-01	9.68E-01	7.72E-01	2.77E+00	3.00E-01	2.40E+00
V25	1.61E+00	1.21E+00	5.93E-01	0.00E+00	3.70E+00	6.50E-01	1.43E+00	2.20E+00	4.18E+00	3.39E+00
V26	1.78E+00	2.45E+00	0.00E+00	3.19E+00	1.78E+00	4.21E+00	3.75E+00	3.45E+00	1.57E+00	2.13E+00
V27	2.15E+00	9.17E-01	1.30E+00	1.86E+01	8.62E-01	1.17E+01	1.28E+01	2.06E+01	3.00E-01	1.51E+00
V28	2.21E-01	1.01E+00	2.57E+00	3.28E+00	4.42E-01	2.21E-01	1.33E-01	2.89E+00	4.04E+00	1.07E+00
V29	1.64E+00	4.58E-01	1.41E+00	1.31E+01	2.00E+00	6.86E-01	8.85E-01	1.39E+01	2.45E+00	3.94E+00
V30	1.76E+00	2.83E+00	3.08E+00	4.21E+00	1.65E+00	0.00E+00	8.95E-01	2.75E+00	2.80E+00	1.62E+00
V31	1.65E+00	2.55E+00	1.10E+00	1.07E+01	1.57E+00	1.98E+00	1.25E+00	1.15E+01	5.05E+00	1.05E+01
V32	2.35E+00	1.33E+00	4.62E+00	1.29E+01	3.90E+00	5.02E+00	4.59E+00	1.25E+01	5.53E+00	3.50E+00
V33	3.70E+00	1.34E+00	5.04E-01	1.36E+01	5.00E-01	1.34E+00	6.53E-01	1.08E+01	5.18E+00	4.73E+00
V34	7.42E-01	1.63E+00	3.07E+00	4.67E+00	2.29E+00	3.64E+00	3.80E+00	4.98E+00	4.23E+00	4.65E+00
V35	1.65E+00	3.82E+00	1.13E+00	1.91E+01	4.07E+01	1.11E+00	2.36E+01	1.94E+01	5.41E+01	4.43E+01
V36	7.00E-01	5.33E-01	1.92E+00	1.62E+00	1.96E+00	1.20E+00	7.67E-01	1.47E+00	7.18E-01	1.76E+00
V37	5.97E-01	3.24E+00	3.21E+00	7.06E+00	1.91E+00	7.61E+00	8.42E+00	6.43E+00	2.16E+00	6.09E+00
V38	1.34E+00	2.75E+00	2.49E+00	5.54E+00	1.96E+00	1.71E+00	2.43E+00	3.54E+00	4.85E+00	2.48E+00
V39	3.96E-01	3.44E+00	7.68E+00	2.04E+00	1.08E+01	1.51E+01	1.34E+01	2.54E+00	8.36E+00	3.96E+00
V40	2.16E+00	2.18E+00	3.02E+00	5.67E+00	2.15E+00	1.82E+00	1.51E+00	5.70E+00	3.65E+00	5.23E+00
V41	1.12E+00	1.39E+00	4.06E+00	7.30E-01	1.30E+00	7.42E+00	7.42E+00	5.97E-01	2.87E+00	1.83E+00
