Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	82	152	0	21	26	0	0	8	4	1	5	18	11
V2	6	10	101	11	0	6	22	0	19	9	31	0	0
V3	69	0	14	13	42	35	5	0	23	18	25	11	10
V4	3	19	536	0	0	10	254	0	0	6	0	43	0
V5	217	1	168	12	36	4	125	33	3	4	8	34	0
V6	6	151	12	0	41	0	7	37	0	2	0	4	0
V7	91	38	5	0	49	1	1	27	0	4	5	4	13
V8	48	1	0	79	0	51	3	0	73	47	0	0	0
V9	11	24	22	24	1	59	9	22	3	20	4	5	6
V10	1	97	52	0	16	9	31	30	0	1	2	4	0
V11	3	21	34	5	110	0	2	79	0	1	0	71	0
V12	2	23	0	59	10	0	0	6	64	8	50	9	4
V13	73	8	197	0	4	1	46	0	0	3	3	17	0
V14	15	0	29	31	0	28	3	0	20	43	38	6	0
V15	2	2	0	1	23	0	0	7	6	0	4	4	2
V16	0	1	98	12	27	0	11	0	17	0	52	2	0
V17	0	34	4	51	11	103	7	25	16	92	1	0	5
V18	0	0	1	0	3	21	1	10	0	0	7	0	0
V19	3	58	23	44	4	22	4	6	6	0	0	0	1
V20	43	141	2	118	17	26	4	2	36	19	34	2	0
V21	119	13	0	53	23	148	0	7	34	59	0	5	0
V22	49	49	108	1	26	0	40	47	4	13	41	34	0
V23	0	239	33	142	0	97	19	0	27	10	36	0	2
V24	13	19	4	4	38	0	1	18	4	0	0	4	29
V25	41	50	10	84	101	43	3	13	45	6	48	4	0
V26	26	34	12	6	48	56	11	4	11	0	24	18	24
V27	91	0	16	32	0	0	26	0	25	0	36	20	0
V28	3	41	55	20	0	0	6	0	1	0	6	0	0
V29	0	125	0	36	170	164	3	13	28	6	17	35	9
V30	16	25	11	81	27	38	4	0	268	9	55	8	0
V31	13	7	57	21	2	0	17	0	4	0	0	0	0
V32	0	119	4	2	56	0	3	7	0	0	4	0	0
V33	22	10	107	6	0	44	23	0	13	19	95	4	0
V34	121	0	21	84	0	1	41	0	48	9	22	0	1
V35	36	0	111	267	0	95	83	0	28	52	167	0	3
V36	0	27	0	5	8	0	0	11	1	7	3	1	2
V37	242	164	0	20	16	58	8	25	6	70	0	2	76
V38	65	0	2	13	24	5	0	30	0	2	3	4	3
V39	0	135	2	1	8	21	0	10	0	18	0	0	0
V40	68	30	7	0	44	20	2	25	0	21	0	6	0
V41	20	24	103	55	0	8	168	0	19	33	1	0	0
V42	1	25	2	0	57	4	7	13	0	6	0	23	2
V43	1	17	1	0	6	34	1	2	1	28	0	14	11
V44	7	58	22	21	13	29	12	27	21	0	19	9	6
V45	30	5	69	11	25	168	29	0	1	29	19	0	4
V46	3	34	12	26	5	86	8	1	14	47	18	1	0
V47	0	51	56	0	23	38	60	46	0	34	7	9	0
V48	1	64	32	39	0	51	43	17	22	57	21	0	0
V49	0	181	52	0	128	0	24	53	7	0	34	32	0
V50	26	29	113	0	17	105	33	59	0	87	16	10	0
V51	114	23	0	5	26	8	2	108	0	1	1	2	24
V52	66	21	22	35	19	0	7	13	11	0	31	16	41
V53	9	4	142	1	0	13	24	5	0	12	0	5	5
V54	2	25	6	16	9	13	1	0	13	0	8	0	0
V55	365	2	9	15	0	0	12	7	19	1	10	34	22
V56	103	15	24	28	22	4	90	75	27	0	0	8	32
V57	11	0	10	71	0	53	5	1	23	9	0	0	0
V58	212	32	34	282	2	7	13	4	52	1	0	17	0
V59	11	86	5	20	18	0	2	0	4	0	5	3	0
V60	96	10	78	9	183	0	25	43	7	0	56	32	0
V61	49	122	3	152	20	2	0	16	45	0	0	22	27
V62	21	7	0	18	5	0	3	4	4	3	2	4	3
V63	21	0	142	150	92	6	67	30	122	3	40	10	0
V64	50	11	2	1	31	70	5	34	0	17	0	0	0
V65	79	7	140	73	90	51	56	28	10	72	0	11	16
V66	0	124	0	2	0	2	0	2	0	1	0	4	1
V67	7	9	3	0	66	173	5	94	0	46	0	40	0
V68	0	33	26	64	0	0	7	0	32	0	15	0	5
V69	361	0	9	130	53	60	8	5	51	36	0	0	111
V70	22	1	56	9	7	1	15	5	4	0	0	6	11
V71	11	2	11	37	3	28	9	0	0	24	0	1	0
V72	2	0	14	6	36	9	10	22	0	14	0	8	0
V73	15	38	27	33	203	0	21	9	3	12	0	34	2
V74	69	8	82	13	1	5	68	0	1	6	9	10	0
V75	63	21	20	16	0	2	27	0	9	11	49	0	0
V76	9	15	60	0	8	38	52	7	0	12	0	0	0
V77	0	0	59	10	38	16	104	25	6	19	24	13	0
V78	0	77	45	27	0	47	29	5	9	29	8	3	1
V79	10	0	234	45	71	33	28	0	5	54	35	0	0
V80	88	2	5	56	2	5	1	0	29	0	38	0	3
V81	20	97	1	163	48	5	0	31	23	0	95	18	0
V82	3	99	0	8	13	31	2	8	6	26	15	4	0
V83	0	5	8	15	47	5	0	35	11	2	0	4	4
V84	34	0	0	4	12	0	0	16	7	0	13	4	0
V85	19	6	109	0	41	1	262	5	0	17	3	35	0
V86	1	3	0	61	0	0	1	0	32	0	12	1	0
V87	120	2	51	0	1	1	6	0	0	2	0	0	15
V88	0	14	5	45	6	0	19	11	16	0	23	3	3
V89	40	200	4	48	15	43	1	5	42	7	0	0	0
V90	43	45	11	0	144	2	5	85	0	3	0	25	2
V91	5	123	10	9	87	39	4	5	17	12	26	0	1
V92	20	47	81	7	4	0	33	0	0	19	1	4	15
V93	2	4	31	46	33	47	4	3	0	73	0	0	0
V94	0	12	49	0	0	12	12	0	0	2	0	5	0
