Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	36	3	13	41	5	25	21	17	6	15	8	0	0
V2	4	86	7	2	8	0	39	0	4	0	2	11	0
V3	50	19	5	18	73	2	12	1	7	4	1	2	0
V4	148	121	1	3	32	1	9	0	16	0	0	0	4
V5	12	14	10	30	16	47	80	5	2	50	0	0	0
V6	4	2	0	26	27	14	21	1	0	2	0	0	0
V7	0	0	43	0	7	2	4	0	3	0	0	0	0
V8	16	6	1	2	39	7	16	3	3	21	13	0	4
V9	0	0	25	12	11	3	35	12	0	0	20	0	0
V10	0	116	0	119	0	10	9	4	0	17	0	9	19
V11	82	15	22	0	6	25	0	12	31	1	6	14	2
V12	58	9	67	0	24	3	9	11	0	0	36	2	3
V13	11	8	20	0	9	6	6	15	9	0	19	0	6
V14	184	11	10	0	43	32	1	12	107	28	1	7	26
V15	2	150	0	0	17	0	0	2	0	0	13	0	35
V16	65	72	110	10	3	73	49	119	10	18	32	0	0
V17	224	2	8	6	77	2	11	1	16	0	0	0	33
V18	125	29	15	20	0	81	0	12	23	21	2	52	27
V19	6	99	23	0	3	38	2	16	9	0	8	0	0
V20	290	176	3	0	0	9	11	5	32	0	5	1	18
V21	46	61	4	91	9	21	4	1	18	108	0	100	17
V22	51	82	8	0	0	15	35	6	2	4	11	18	1
V23	45	8	10	4	16	2	1	5	18	0	1	0	4
V24	667	61	3	5	74	36	0	0	60	15	0	0	14
V25	27	13	28	31	8	0	16	12	9	2	38	0	0
V26	141	108	0	17	34	39	28	0	8	1	0	53	11
V27	33	122	24	4	2	0	9	18	8	3	9	0	0
V28	9	0	23	297	2	111	76	13	32	80	0	73	34
V29	11	10	2	158	20	50	292	1	2	3	0	0	0
V30	51	188	2	2	25	5	0	1	7	5	2	4	0
V31	494	13	23	118	132	8	38	17	1	4	5	31	0
V32	10	219	2	5	0	2	0	0	5	5	6	0	3
V33	96	116	26	0	2	0	0	29	0	7	10	0	10
V34	1	3	3	106	0	12	0	0	0	5	0	3	0
V35	0	25	5	26	10	29	27	9	0	31	12	2	66
V36	10	205	2	5	0	107	0	0	37	84	15	6	0
V37	3	6	14	0	27	22	0	7	16	35	0	0	0
V38	22	35	0	22	28	37	0	0	0	15	0	9	3
V39	0	78	32	0	0	34	0	11	3	7	11	31	0
V40	68	0	35	3	6	3	12	20	12	19	11	4	0
V41	106	0	57	174	1	32	0	29	5	4	33	10	0
V42	45	0	9	20	66	188	13	3	36	69	0	66	10
V43	9	19	6	3	0	54	8	15	15	31	0	21	0
V44	10	0	131	3	7	1	14	125	3	1	5	7	2
V45	17	14	63	0	5	3	1	31	6	3	46	0	0
V46	8	2	3	0	30	0	0	1	0	0	0	0	6
V47	134	47	127	41	0	21	36	37	12	0	43	32	0
V48	15	6	4	0	5	29	0	0	19	22	3	1	29
V49	117	21	3	0	23	0	0	0	20	2	2	5	0
V50	91	169	71	75	24	8	19	17	1	0	4	12	76
V51	97	4	6	30	19	160	8	1	16	5	6	75	0
V52	51	15	32	165	21	0	132	4	3	44	17	0	0
V53	0	0	0	16	0	41	8	1	0	5	0	22	0
V54	10	0	33	0	94	149	0	16	37	17	0	15	11
V55	81	170	32	0	67	41	10	12	0	7	28	44	0
V56	1	13	0	0	5	3	2	0	0	0	1	6	0
V57	0	71	16	0	0	14	0	4	0	10	18	11	0
V58	36	4	12	2	27	4	0	8	3	1	2	9	1
V59	17	8	16	32	8	5	7	8	6	3	6	0	0
V60	56	23	8	2	20	2	14	3	1	11	4	0	17
V61	103	11	25	17	40	2	27	19	12	0	15	0	0
V62	56	99	100	0	1	3	0	53	12	1	56	6	22
V63	97	5	28	2	8	63	0	7	6	69	0	0	15
V64	8	5	36	12	22	13	9	17	10	22	10	14	0
V65	202	34	55	0	83	0	0	42	17	11	60	0	1
V66	59	88	41	0	83	1	0	2	0	0	57	0	0
V67	29	19	3	102	3	2	152	8	4	29	5	0	0
V68	33	24	18	0	0	29	0	11	58	22	20	31	0
V69	0	173	6	0	0	22	0	1	5	11	0	4	29
V70	28	17	5	3	0	111	0	7	12	17	21	0	0
V71	55	6	8	13	51	0	40	4	8	4	2	0	0
V72	0	31	65	0	1	0	8	35	0	4	37	0	0
V73	103	32	23	34	0	0	24	1	38	0	6	22	4
V74	91	44	4	27	30	0	46	0	18	7	0	0	60
V75	173	10	1	4	24	9	19	0	23	17	2	22	13
V76	61	35	119	0	0	96	1	30	88	67	33	3	0
V77	128	34	84	1	3	13	9	40	47	6	64	0	0
V78	46	54	18	0	37	7	0	7	10	13	6	0	22
V79	33	98	0	44	15	4	24	4	9	7	0	0	0
V80	45	80	23	1	0	0	2	17	7	1	6	8	7
V81	2	135	84	3	4	3	0	71	12	1	0	11	3
V82	454	19	42	0	108	12	0	109	98	2	140	0	0
V83	0	0	37	2	1	4	2	16	9	0	0	0	0
V84	50	61	46	4	24	7	0	37	21	0	7	0	19
V85	118	27	0	18	166	8	57	3	0	13	0	0	20
V86	34	1	15	10	4	11	11	11	0	2	6	0	15
V87	70	28	91	27	94	7	12	32	6	3	26	0	0
V88	39	7	32	15	75	0	42	8	0	0	23	0	0
V89	32	53	114	10	0	10	7	39	12	0	25	37	0
V90	33	96	15	0	81	29	0	4	3	16	18	0	30
V91	0	1	7	49	0	8	7	10	2	9	26	0	11
V92	213	193	20	10	37	17	21	6	53	1	17	15	15
V93	43	89	1	11	0	8	1	0	5	0	0	5	0
V94	35	66	0	18	16	7	9	0	12	0	1	0	0
V95	4	2	21	53	76	11	0	43	7	12	14	3	0
V96	61	9	0	58	0	20	3	4	3	11	0	1	0
V97	73	238	0	0	30	63	0	0	0	11	0	0	56
V98	98	207	34	2	0	11	0	4	9	1	0	0	0
V99	18	22	0	2	3	0	0	0	6	0	0	0	2
V100	87	31	11	100	46	1	0	6	25	0	5	0	11
