De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID1 (100.00%), 4.52,  0.94, 0.049, 1.00, 1.00
Signature 83-B, Signature 83-B, 0, 0, 0, 1, 1
Signature 83-C, Signature ID8 (100.00%), 20.38,  9.14, 0.073, 1.00, 1.00
Signature 83-D, Signature ID2 (100.00%), 7.29,  1.56, 0.030, 1.00, 1.00
Signature 83-E, Signature ID9 (100.00%), 9.55,  4.94, 0.106, 1.00, 1.00
Signature 83-F, Signature 83-F, 0, 0, 0, 1, 1
