MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	8.27E-04	3.63E-04	1.01E-03	5.58E-03	4.09E-02	1.61E-03	3.40E-02	9.34E-03	2.21E-02	2.76E-02
1:Del:C:1	1.57E-08	5.90E-04	1.40E-46	3.58E-03	1.31E-02	2.61E-04	5.26E-04	9.43E-03	3.36E-02	1.19E-02
1:Del:C:2	0.00E+00	1.00E-04	8.22E-05	7.16E-04	7.87E-04	4.76E-04	1.66E-03	1.37E-03	9.93E-04	2.32E-03
1:Del:C:3	2.50E-04	0.00E+00	2.96E-04	5.38E-04	1.21E-03	9.74E-04	1.13E-03	2.81E-03	2.94E-03	3.66E-03
1:Del:C:4	2.71E-04	8.49E-05	1.84E-05	3.70E-04	1.38E-03	4.29E-04	1.10E-03	4.47E-03	2.41E-03	3.09E-03
1:Del:C:5	4.09E-04	0.00E+00	1.09E-03	3.36E-04	0.00E+00	3.91E-04	8.95E-04	4.59E-04	1.49E-03	2.60E-03
1:Del:T:0	5.23E-04	1.92E-04	6.62E-04	4.20E-03	1.59E-02	4.20E-04	8.52E-03	4.75E-03	2.29E-02	3.78E-02
1:Del:T:1	1.54E-04	0.00E+00	1.29E-07	2.67E-03	3.53E-03	1.19E-03	4.99E-03	5.65E-03	1.59E-02	1.69E-02
1:Del:T:2	2.48E-04	0.00E+00	1.29E-03	1.50E-03	1.28E-02	4.94E-04	1.85E-02	2.87E-02	2.35E-02	3.68E-02
1:Del:T:3	6.62E-04	1.16E-08	3.85E-03	0.00E+00	1.58E-02	9.81E-04	8.39E-03	1.43E-02	3.74E-02	2.01E-02
1:Del:T:4	2.55E-04	1.10E-03	4.39E-03	0.00E+00	7.88E-03	8.37E-03	5.70E-02	3.11E-02	1.95E-02	2.42E-02
1:Del:T:5	1.79E-07	3.02E-07	1.24E-02	7.56E-04	1.68E-03	4.66E-07	3.18E-03	6.53E-03	7.37E-02	5.25E-07
1:Ins:C:0	1.09E-04	4.46E-08	1.04E-08	8.25E-04	1.09E-04	1.64E-09	1.12E-08	9.72E-04	1.92E-03	7.39E-04
1:Ins:C:1	0.00E+00	1.55E-04	4.93E-04	6.25E-04	8.69E-09	1.13E-03	2.05E-03	7.27E-04	1.91E-03	4.21E-04
1:Ins:C:2	1.14E-05	1.69E-08	1.76E-08	1.77E-04	1.50E-04	1.15E-08	1.07E-04	2.18E-04	2.43E-05	1.13E-04
1:Ins:C:3	1.47E-03	4.01E-04	8.62E-09	2.06E-04	0.00E+00	3.55E-02	7.69E-02	0.00E+00	7.90E-07	1.60E-07
