NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.961	17.355	12.441	10.112	0.09	0.992	50000.0
2	56.996	17.778	13.063	10.497	0.087	0.992	50000.0
3	55.846	17.133	12.903	10.2	0.083	0.992	40000.0
4	57.595	17.766	12.994	10.207	0.089	0.993	50000.0
5	58.513	18.073	13.636	10.608	0.088	0.993	70000.0
6	54.354	17.271	12.23	9.938	0.087	0.993	50000.0
7	57.494	18.206	13.061	10.729	0.087	0.991	60000.0
8	55.477	17.6	13.176	10.87	0.087	0.991	50000.0
9	55.29	17.51	12.646	10.47	0.086	0.992	40000.0
10	52.522	16.733	12.11	10.2	0.086	0.992	80000.0
