NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	35.387	15.115	8.681	9.115	0.083	0.994	70000.0
2	35.968	15.671	8.54	9.255	0.085	0.994	50000.0
3	36.626	15.752	9.088	9.769	0.085	0.993	40000.0
4	35.218	15.476	8.579	9.475	0.086	0.993	40000.0
5	36.371	15.849	9.055	9.644	0.084	0.993	50000.0
6	36.618	15.744	9.173	9.602	0.083	0.994	20000.0
7	38.588	16.984	9.517	10.116	0.088	0.993	20000.0
8	37.119	16.36	9.133	9.979	0.091	0.993	30000.0
9	38.743	16.364	9.745	9.88	0.085	0.994	50000.0
10	38.162	16.655	9.476	10.106	0.086	0.993	90000.0
