NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.608	20.941	14.193	12.653	0.109	0.989	50000.0
2	59.388	21.638	14.624	13.554	0.111	0.987	70000.0
3	58.191	21.004	13.848	12.679	0.115	0.989	40000.0
4	54.921	20.092	13.318	12.241	0.109	0.99	50000.0
5	56.65	19.816	13.476	11.899	0.107	0.991	50000.0
6	57.363	20.751	13.988	12.727	0.107	0.989	60000.0
7	55.219	20.149	13.252	12.255	0.107	0.989	70000.0
8	56.798	20.22	13.441	12.064	0.107	0.991	40000.0
9	57.436	20.839	13.592	12.455	0.106	0.99	60000.0
10	58.579	20.795	14.027	12.75	0.111	0.988	40000.0
