Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	162	66	25	6	2
V2	22	26	11	9	0
V3	23	11	84	19	11
V4	250	6	0	20	110
V5	58	201	0	70	143
V6	19	126	43	0	7
V7	103	69	446	32	0
V8	95	31	150	65	0
V9	80	254	17	46	160
V10	106	17	37	39	20
V11	27	69	82	0	0
V12	155	21	33	103	0
V13	155	8	17	15	12
V14	282	31	3	10	123
V15	0	133	43	3	0
V16	0	248	0	1	49
V17	0	6	91	0	61
V18	0	0	90	15	129
V19	56	13	80	6	34
V20	217	13	36	20	152
V21	70	52	17	219	8
V22	10	1	2	70	0
V23	68	203	1	153	21
V24	132	38	52	26	0
V25	0	23	115	0	0
V26	105	317	11	12	38
V27	0	19	75	0	75
V28	26	15	208	105	132
V29	0	6	0	10	12
V30	0	2	12	58	171
V31	184	36	2	9	53
V32	0	39	46	0	7
V33	36	2	27	96	0
V34	63	19	130	6	6
V35	1	14	80	12	9
V36	39	21	60	0	112
V37	2	12	13	92	112
V38	18	0	25	10	48
V39	0	30	67	122	16
V40	279	16	13	0	0
V41	100	2	31	37	13
V42	28	280	126	18	129
V43	0	18	7	60	76
V44	19	18	7	177	34
V45	48	32	15	1	11
V46	25	5	41	75	13
V47	25	8	25	9	1
V48	226	17	6	73	26
V49	0	1	155	18	29
V50	17	1	174	0	1
V51	55	2	103	33	0
V52	25	21	7	141	35
V53	0	209	11	3	51
V54	63	14	40	283	42
V55	12	25	22	38	0
V56	90	30	22	67	1
V57	79	2	1	118	48
V58	197	30	5	12	0
V59	124	6	2	10	27
V60	7	0	2	63	3
V61	64	1	266	49	56
V62	55	7	119	186	0
V63	148	174	179	7	0
V64	43	27	1	33	0
V65	73	8	143	8	0
V66	39	5	101	2	0
V67	4	7	8	0	5
V68	34	156	44	262	0
V69	46	54	1	7	98
V70	0	0	134	9	0
V71	0	1	146	2	188
V72	47	94	26	11	12
V73	0	1	23	20	111
V74	95	1	19	2	86
V75	149	58	10	45	42
V76	7	203	6	153	0
V77	0	79	10	2	11
V78	176	9	3	9	58
V79	0	8	53	19	102
V80	147	190	80	6	17
V81	184	6	0	56	65
V82	43	28	3	17	0
V83	142	892	2	356	67
V84	2	45	1	4	37
V85	24	41	49	8	2
V86	74	38	110	12	0
V87	125	15	0	31	103
V88	83	29	122	28	186
V89	91	3	11	160	65
V90	301	281	141	11	28
V91	105	23	0	3	153
V92	41	150	41	10	18
V93	174	5	24	39	7
V94	138	92	57	51	0
V95	82	18	2	109	11
V96	120	274	20	4	0
V97	0	87	13	17	27
V98	55	104	65	123	5
V99	230	19	46	111	0
V100	15	2	7	6	37
