MutationType	ID83A	ID83B	ID83C
1:Del:C:0	2.54E-02	2.72E-02	2.56E-03
1:Del:C:1	6.90E-03	7.03E-03	1.42E-03
1:Del:C:2	2.03E-04	2.12E-04	2.02E-04
1:Del:C:3	6.87E-04	7.34E-04	3.06E-04
1:Del:C:4	7.54E-04	9.86E-04	2.73E-04
1:Del:C:5	1.05E-03	1.07E-03	1.11E-03
1:Del:T:0	6.70E-03	7.29E-03	1.79E-03
1:Del:T:1	2.28E-03	6.02E-03	9.37E-04
1:Del:T:2	3.71E-03	1.66E-02	2.60E-03
1:Del:T:3	7.00E-03	8.25E-03	1.12E-03
1:Del:T:4	5.10E-03	6.38E-03	2.31E-03
1:Del:T:5	5.33E-02	5.88E-02	6.01E-02
1:Ins:C:0	1.59E-04	6.44E-05	1.29E-04
1:Ins:C:1	1.62E-04	1.52E-04	1.40E-04
1:Ins:C:2	7.35E-05	6.94E-05	8.41E-05
1:Ins:C:3	4.77E-05	7.39E-05	3.56E-08
1:Ins:C:4	8.20E-05	1.39E-04	1.24E-04
1:Ins:C:5	6.55E-04	6.78E-04	1.02E-03
1:Ins:T:0	9.79E-04	9.51E-04	4.39E-04
1:Ins:T:1	8.92E-04	9.13E-04	2.88E-04
1:Ins:T:2	9.23E-05	1.10E-04	1.60E-04
1:Ins:T:3	2.25E-04	7.43E-05	3.02E-04
1:Ins:T:4	7.97E-04	1.39E-04	9.06E-04
1:Ins:T:5	3.95E-02	2.80E-03	4.97E-02
2:Del:R:0	8.86E-04	9.89E-04	2.79E-04
2:Del:R:1	1.06E-03	7.24E-04	9.51E-04
2:Del:R:2	2.02E-04	2.40E-04	4.48E-04
2:Del:R:3	8.50E-05	5.20E-05	9.96E-05
2:Del:R:4	7.54E-05	6.53E-05	9.19E-05
2:Del:R:5	9.58E-05	3.72E-05	1.81E-05
3:Del:R:0	5.74E-04	4.15E-04	5.64E-04
3:Del:R:1	3.77E-04	4.19E-04	4.20E-04
3:Del:R:2	1.81E-04	2.01E-04	2.69E-04
3:Del:R:3	8.93E-05	3.65E-05	6.49E-05
3:Del:R:4	6.01E-09	7.84E-09	6.14E-09
3:Del:R:5	6.01E-09	7.84E-09	6.14E-09
4:Del:R:0	2.94E-04	2.04E-04	2.00E-04
4:Del:R:1	2.23E-04	2.39E-04	2.76E-04
4:Del:R:2	8.79E-05	1.33E-04	1.10E-04
4:Del:R:3	6.01E-09	7.84E-09	6.14E-09
4:Del:R:4	6.01E-09	7.84E-09	6.14E-09
4:Del:R:5	5.27E-05	1.20E-05	9.63E-05
5:Del:R:0	1.36E-02	1.13E-02	1.27E-02
5:Del:R:1	2.40E-04	1.88E-04	2.03E-04
5:Del:R:2	6.00E-05	7.65E-05	4.40E-09
5:Del:R:3	7.65E-08	1.14E-07	3.30E-05
5:Del:R:4	1.40E-05	3.04E-05	1.42E-05
5:Del:R:5	2.07E-05	4.89E-08	3.29E-05
2:Ins:R:0	9.38E-05	5.35E-05	9.33E-05
2:Ins:R:1	1.32E-04	9.47E-05	1.45E-04
2:Ins:R:2	7.05E-05	1.51E-04	8.13E-05
2:Ins:R:3	1.15E-04	5.87E-05	7.25E-06
2:Ins:R:4	1.12E-04	1.43E-04	1.98E-04
2:Ins:R:5	7.88E-04	1.14E-03	6.40E-04
3:Ins:R:0	7.20E-05	3.34E-05	8.61E-05
3:Ins:R:1	1.94E-04	1.40E-04	2.01E-04
3:Ins:R:2	3.43E-05	1.26E-05	2.93E-05
3:Ins:R:3	6.01E-09	7.84E-09	6.14E-09
3:Ins:R:4	2.51E-03	2.93E-02	4.00E-02
3:Ins:R:5	7.11E-05	3.71E-05	3.87E-05
4:Ins:R:0	1.03E-04	8.73E-06	5.57E-05
4:Ins:R:1	2.27E-04	1.21E-04	1.72E-04
4:Ins:R:2	2.72E-05	2.09E-05	5.08E-08
4:Ins:R:3	4.87E-08	4.46E-08	6.07E-05
4:Ins:R:4	3.40E-05	2.41E-06	1.75E-05
4:Ins:R:5	2.88E-04	1.88E-04	2.94E-04
5:Ins:R:0	4.45E-05	1.83E-05	3.23E-05
5:Ins:R:1	7.61E-04	1.40E-02	1.82E-02
5:Ins:R:2	6.01E-09	7.84E-09	6.14E-09
5:Ins:R:3	2.89E-05	3.94E-05	1.10E-05
5:Ins:R:4	2.73E-05	4.04E-08	1.12E-05
5:Ins:R:5	6.39E-05	9.87E-06	4.63E-05
2:Del:M:1	3.92E-04	4.76E-04	2.99E-04
3:Del:M:1	3.59E-04	5.76E-04	3.05E-04
3:Del:M:2	2.59E-04	2.39E-04	3.98E-04
4:Del:M:1	3.16E-04	2.58E-04	2.61E-04
4:Del:M:2	2.00E-04	1.30E-04	2.00E-04
4:Del:M:3	1.27E-04	1.74E-04	2.59E-04
5:Del:M:1	1.61E-02	1.32E-02	1.41E-02
5:Del:M:2	7.23E-03	6.23E-03	6.40E-03
5:Del:M:3	2.58E-03	2.36E-03	1.97E-03
5:Del:M:4	1.06E-03	8.93E-04	1.07E-03
5:Del:M:5	8.34E-04	6.07E-04	7.55E-04
