NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.703	16.359	10.031	10.062	0.1	0.992	60000.0
2	43.987	16.428	10.041	10.059	0.095	0.992	40000.0
3	48.855	18.046	11.542	11.322	0.103	0.991	40000.0
4	50.502	18.706	12.412	11.851	0.102	0.989	40000.0
5	47.579	18.273	11.208	11.226	0.107	0.989	70000.0
6	45.352	16.984	10.479	10.539	0.098	0.991	60000.0
7	42.908	16.375	9.865	9.987	0.098	0.992	50000.0
8	45.031	17.211	10.355	10.803	0.103	0.991	60000.0
9	46.835	17.789	11.096	11.334	0.103	0.99	60000.0
10	48.1	17.968	11.698	11.378	0.1	0.989	40000.0
