Samples	ID83A	ID83B	ID83C	ID83D
V66	1.66E+00	6.47E+00	0.00E+00	6.75E+00
V67	3.29E+00	3.56E+00	0.00E+00	2.79E+00
V68	1.04E+00	1.31E+00	1.53E+00	9.46E-01
V69	9.63E+00	7.15E-01	4.54E+00	1.21E+01
V70	1.47E+00	8.58E+00	1.20E+00	9.74E+00
V71	2.39E+00	1.70E+00	2.15E+00	1.90E+00
V72	1.79E+00	1.00E-01	1.74E+00	4.07E-01
V73	9.75E+00	1.50E+00	5.08E+00	1.10E+01
V74	1.87E+00	1.09E+00	1.56E+00	1.14E+00
V75	3.49E+00	2.09E+00	1.38E+00	2.56E+00
V76	3.02E+00	2.26E+00	3.83E+00	2.95E+00
V77	3.05E+00	6.68E+00	1.57E+00	6.46E+00
V78	3.62E+00	3.24E+01	2.09E+00	3.48E+01
V79	3.59E+00	3.18E+00	5.78E-01	2.48E+00
V80	5.76E+00	5.60E+00	9.83E-01	4.06E+00
V81	1.64E+00	5.85E+00	0.00E+00	6.70E+00
V82	2.66E+00	5.82E+00	4.39E+00	1.78E+00
V83	2.59E+00	4.61E+00	1.01E+00	2.90E+00
V84	1.47E+00	1.97E+00	2.77E+00	2.75E+00
V85	5.73E+00	2.93E+00	1.26E+01	1.70E+01
V86	1.48E+00	8.57E-01	2.23E+00	2.56E+00
V87	1.93E+00	1.42E+00	7.12E-01	1.52E+00
V88	5.23E+00	3.44E+00	2.25E+00	2.57E+00
V89	1.55E+00	9.09E+00	2.22E+00	9.19E+00
V90	5.08E+00	1.40E+01	6.48E+00	6.72E+00
V91	2.24E+00	8.37E+00	1.09E+00	6.83E+00
V92	9.24E+00	2.86E+01	1.80E+00	3.57E+01
V93	1.05E+00	2.16E+00	2.22E+00	5.39E-01
V94	1.45E+01	1.10E+00	7.18E+00	1.84E+01
V95	4.42E+00	5.37E+00	2.76E+00	3.27E+00
V96	2.53E+00	2.91E-01	4.90E-01	2.73E+00
V97	9.36E-01	3.27E-01	1.71E+00	1.61E+00
V98	7.14E+00	4.22E+00	0.00E+00	1.06E+01
V99	2.68E+00	1.94E+00	1.30E+00	1.41E+00
V100	1.38E+00	2.28E+00	5.81E+00	7.93E+00
