Samples	ID83A	ID83B	ID83C	ID83D
V1	2.35E+00	2.76E+00	1.22E+00	1.42E+00
V2	1.20E+01	6.20E+00	3.72E+01	4.10E+01
V3	2.39E+00	1.84E+01	2.35E+00	1.71E+01
V4	1.32E+00	7.84E+00	1.59E+00	6.50E+00
V5	1.95E+00	1.33E+01	2.65E+00	1.37E+01
V6	2.37E+00	3.12E+00	1.25E+00	2.32E+00
V7	3.52E+00	1.28E+00	1.68E+01	1.90E+01
V8	4.35E+00	2.29E+00	1.24E+00	2.51E+00
V9	1.70E+00	1.88E+00	1.45E+00	8.41E-01
V10	3.33E+00	1.68E+00	1.19E+00	2.47E+00
V11	2.53E+00	2.02E+00	1.83E+00	1.00E-01
V12	1.20E+01	1.08E+01	1.13E+01	2.95E+01
V13	2.60E+00	4.75E+01	4.16E-01	5.01E+01
V14	3.63E+00	1.42E+01	6.74E-01	1.59E+01
V15	8.95E-01	2.23E+01	9.83E-01	2.32E+01
V16	4.04E+00	8.47E+00	2.43E+00	4.94E+00
V17	1.14E+00	1.52E+00	1.36E+00	1.43E+00
V18	3.05E+00	1.54E+00	1.77E+00	2.75E+00
V19	2.68E+00	6.70E+00	4.43E+00	8.43E+00
V20	3.54E+00	1.68E+00	1.26E+01	1.13E+01
V21	1.24E+01	6.44E+01	4.16E+00	7.74E+01
V22	6.42E+00	9.14E+00	6.65E+00	2.92E+00
V23	3.06E-01	2.17E+00	1.96E+00	1.00E-01
V24	1.73E+00	2.61E+00	1.79E+00	2.94E+00
V25	7.95E-01	1.49E+01	1.19E+00	1.56E+01
V26	1.25E+01	4.58E-01	4.33E+00	1.62E+01
V27	1.41E+00	4.83E+00	2.20E+00	5.27E+00
V28	1.37E+01	1.53E+01	0.00E+00	2.77E+01
V29	9.78E+00	4.18E+00	1.64E+00	6.76E+00
V30	2.82E+00	1.46E+01	1.18E+00	1.58E+01
V31	1.75E+01	4.00E-01	8.77E+00	1.87E+01
V32	2.46E+00	3.68E+00	7.95E-01	5.38E+00
V33	1.42E+01	5.57E+00	1.51E+00	9.26E+00
V34	2.84E+00	7.37E+00	7.46E-01	6.87E+00
V35	4.14E+00	4.92E+00	4.33E-01	1.61E+00
V36	4.03E+00	1.80E+00	1.54E+00	3.78E+00
V37	5.91E+00	2.98E+01	1.55E+00	3.34E+01
V38	0.00E+00	7.47E+00	1.11E+01	1.58E+01
V39	5.71E+00	6.23E+00	0.00E+00	2.56E+00
V40	4.59E+00	1.64E+01	1.35E+00	1.85E+01
V41	4.23E+00	4.73E+00	8.69E+00	6.92E+00
V42	9.10E-01	3.42E-01	1.07E+00	7.75E-01
V43	1.15E+00	1.80E+00	1.55E+00	1.33E+00
V44	1.59E+00	9.67E-01	0.00E+00	1.28E+00
V45	1.93E+00	4.19E+00	2.50E+00	4.23E+00
V46	4.16E-01	7.00E+00	8.33E+00	1.27E+01
V47	2.69E-01	1.99E+01	3.94E-01	2.02E+01
V48	7.54E+00	1.44E+01	1.97E+00	6.57E+00
V49	8.50E+00	8.35E+00	1.57E+00	1.98E+00
V50	1.61E+01	2.53E+00	3.02E+00	1.81E+01
V51	3.54E+00	3.91E+00	8.51E+00	7.27E+00
V52	3.81E+00	2.10E+01	2.07E+00	2.01E+01
V53	1.50E+01	2.19E+00	3.34E+00	1.54E+01
V54	2.49E+00	2.91E+00	7.86E-01	1.50E+00
V55	4.00E+00	1.07E+00	1.99E+01	2.25E+01
V56	5.27E+00	1.93E+00	4.20E+00	8.17E+00
V57	1.11E+01	5.60E+00	7.61E-01	1.00E+01
V58	1.95E+00	1.50E+00	6.84E-01	6.05E-01
V59	2.51E+00	2.97E+00	2.53E+00	1.65E+00
V60	3.43E+00	4.07E+00	7.64E-01	1.54E+00
V61	1.32E+00	1.35E+00	0.00E+00	9.40E-01
V62	5.16E+00	1.97E+00	5.29E+00	8.96E+00
V63	1.53E+00	1.58E+00	2.34E+00	1.73E+00
V64	4.71E+00	1.03E+00	4.33E-01	4.12E+00
V65	1.16E+00	5.34E+00	4.60E+00	8.97E+00
