Samples	ID83A	ID83B	ID83C	ID83D
V1	45	48	36	6
V2	236	28	194	158
V3	0	14	44	177
V4	41	0	44	74
V5	0	0	165	105
V6	69	46	17	40
V7	125	21	192	60
V8	170	85	10	6
V9	0	13	189	0
V10	200	24	13	0
V11	37	66	57	0
V12	209	213	80	60
V13	0	248	0	378
V14	146	69	0	129
V15	0	12	0	180
V16	53	171	38	58
V17	12	42	25	7
V18	235	12	24	0
V19	48	211	114	0
V20	72	6	312	31
V21	0	0	111	715
V22	123	41	77	87
V23	0	6	234	0
V24	9	39	75	13
V25	0	46	25	121
V26	276	3	78	11
V27	0	7	210	48
V28	208	369	25	15
V29	133	31	13	62
V30	0	0	16	148
V31	125	6	20	36
V32	105	50	0	50
V33	308	18	18	98
V34	252	30	0	21
V35	45	22	3	46
V36	306	12	29	9
V37	94	110	0	329
V38	44	488	307	24
V39	89	144	3	83
V40	63	404	10	62
V41	58	8	22	67
V42	26	0	54	0
V43	13	69	18	0
V44	368	10	0	0
V45	0	274	89	0
V46	37	252	211	13
V47	0	160	0	246
V48	48	4	8	166
V49	79	7	9	97
V50	144	16	22	32
V51	108	16	126	56
V52	119	0	13	224
V53	375	33	46	59
V54	135	10	4	23
V55	88	5	425	26
V56	73	41	19	47
V57	136	135	14	40
V58	98	34	0	0
V59	40	26	185	0
V60	108	1	3	41
V61	13	5	1	9
V62	129	44	103	19
V63	0	9	85	0
V64	87	5	5	12
V65	0	182	356	0
V66	21	24	0	65
V67	114	221	0	0
V68	0	43	111	0
V69	254	9	51	20
V70	0	134	14	65
V71	254	24	26	0
V72	0	0	154	0
V73	169	9	29	42
V74	745	0	25	0
V75	49	90	13	0
V76	37	28	214	0
V77	130	33	34	57
V78	0	0	33	318
V79	95	113	0	0
V80	162	296	9	19
V81	4	58	0	47
V82	24	7	15	63
V83	136	5	0	33
V84	13	41	63	0
V85	107	34	82	35
V86	26	4	28	6
V87	41	54	1	0
V88	230	70	112	0
V89	0	92	53	57
V90	44	3	11	125
V91	55	1	7	76
V92	316	10	0	313
V93	0	196	48	0
V94	192	9	48	45
V95	112	16	58	70
V96	78	2	4	8
V97	49	0	57	0
V98	86	40	11	20
V99	148	15	9	7
V100	18	22	212	5
