MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	2.8435939327664526e-07	0.0	2.2286046834096852e-05	1.7744802107699798e-07	8.057292063767818e-07	3.8330445022438654e-07	0.8076071679592133	0.0013167288431759517	0.05569537491655865	0.009620554568891748	0.07908564244979743	0.008998966217041016	1.7318884601991158e-06	0.010760619341431266	0.006519800660453256	0.04996663928031921	0.0034563915635771993	0.003081733533639408	6.507667876576307e-07	0.012736898919831674
1:Del:C:1	0.001150140910283426	2.6659409968488034e-08	7.32336047803983e-08	0.0037209016446695387	3.151207295104541e-08	6.964035605960817e-08	0.0007074520972196296	0.01126551195858383	0.0013287739117629372	0.012918011989449951	0.013261098868792943	1.2490613016780117e-06	0.007059147211111849	4.325945155869704e-07	1.4012984643248171e-46	0.72852221429348	0.018830233424631616	0.0	0.015511854689225401	5.763433591710054e-07
1:Del:C:2	3.2640917169146634e-08	7.100757682465542e-05	8.566734031774103e-05	3.485301931505092e-08	0.0008141792338825837	0.0002613405530212276	1.9632255998658365e-08	0.004580700057363174	0.0004975437803778959	0.010925711831077933	0.0030923232163331702	0.00019668827232521835	4.731260560220107e-07	0.0006289482116699219	2.447672045491345e-07	0.0030084126134624968	0.0016604301054030657	0.0008405464957192521	5.308415353511009e-07	0.0008431926539429924
1:Del:C:3	0.0029826495821751566	0.00041565896826796235	0.0	0.0	0.00047408736472789317	0.0015048742968019723	0.0054828010499477385	0.0010071388445794583	0.0021110037341713905	0.007098126333448818	0.004832765530636607	0.03980396343395114	0.006206285699954605	0.01826118815224618	0.00308578759431839	0.005550575647345113	0.006063998734225607	0.0024478979408740996	0.004546429295623966	0.01828813136089593
1:Del:C:4	0.002612336264169812	3.0552767071867494e-08	5.6051938572992686e-46	3.077501602888333e-07	0.04650873661648802	0.8889158248901368	4.3704039853764697e-08	0.0006574230332262232	0.07959575996595163	4.1037832261281436e-07	0.024447228171584356	3.6959469156272463e-07	1.1241901233915997e-06	4.0513369867767326e-07	0.006794984554426264	1.762529421966974e-06	3.148941232211655e-07	0.007723327074199915	6.229839505067502e-06	3.2993350728816047e-06
1:Del:C:5	4.1266856101174196e-07	5.112046792987712e-07	0.038193128425564285	0.9475354552268982	5.1942441814389893e-08	5.14674627538625e-07	2.8025969286496343e-46	1.8216880036222623e-45	0.0010094433021549775	1.4012984643248171e-46	1.539002028039249e-07	2.39662955314702e-40	8.64746368733904e-08	9.231408967025345e-07	0.007777413066480676	3.222986467947079e-45	0.1599181853234768	2.6872549369727493e-06	4.6284317136269236e-06	0.004305046051740646
1:Del:T:0	0.0006230706349015236	0.003348142374306917	0.0	0.003331069515729821	0.0026219932362437246	4.360078601166606e-05	0.068815596200875	4.203895392974451e-46	0.012332781513578084	0.033071311889216304	0.33989003747701646	0.12364553455263376	0.040924130380153655	0.026038625300498098	0.08128067813813686	0.023136204612092114	0.006878344528377056	2.8025969286496343e-46	0.01795284430521633	0.03895422220230103
1:Del:T:1	0.0028224144014529886	0.0	0.0006990642519667745	0.0014480131579759359	2.3209101129850752e-08	3.990479744970798e-05	0.029932982991005018	0.003256251021184653	0.031461239882068524	0.009824281930923462	0.03910515746101737	0.012216303870081902	0.011477755382657051	0.055036963894963264	0.056913251802325246	0.035850083919831376	0.013114437149556579	8.528012926944938e-08	2.865794158424251e-07	0.024001965811476112
1:Del:T:2	0.0	0.001216106015749574	0.0	0.005102189629224085	0.0	0.003707916243138243	0.02800819342056684	0.0	0.013010163605213166	0.0015292841009795666	0.01747689954827365	0.013153403997421265	1.4012984643248171e-46	0.061091503128409386	0.3444549642503262	0.044099956633181135	0.00532514623928364	0.0012743962462991476	0.024991210096050053	0.004286345412583614
1:Del:T:3	0.003450943809002638	0.003809046931564808	0.005190618731705854	0.0014481934355444538	1.4012984643248171e-46	0.0003460084786638618	0.02003769427537918	0.0021202843636274338	3.1472414434574604e-07	0.012844659574329852	0.04802484308527255	0.49657124280929565	0.003590529412031174	0.026650714874267577	0.08560156598687171	4.203895392974451e-46	0.018791346549369335	0.0002732570764237607	1.2411783700372326e-06	0.05281268171966076
1:Del:T:4	4.3508446105988695e-05	0.009130586154947195	0.0006496848538517952	0.0	1.6376964993014553e-07	5.618970960767911e-05	0.0013917282223701477	0.001566334068775177	5.199881456974253e-07	0.0005012258421629667	0.005416016653180122	0.11158202067017556	1.69317518157186e-06	0.5934224128723145	0.04835449807391683	0.006360955536365509	0.06481514796614647	0.082890063686159	0.005269427747634836	0.08951355853837413
1:Del:T:5	1.097677341022063e-07	0.9667184054851532	2.421943531771831e-06	1.386327181762681e-06	9.244565788435466e-07	0.0014995849884144262	6.59426120819262e-08	2.8978358017186187e-06	0.004359438090568801	1.6550289956285268e-07	0.006892227208606982	0.03592698447240537	4.2215472149109703e-07	0.024512947839527045	0.07699478103132407	6.07526553721982e-06	3.7219308524072403e-07	7.13605584223842e-07	2.7051255578489087e-06	0.3895026847720146
1:Ins:C:0	0.0002596570349066241	5.309755266580396e-08	3.10784398038777e-07	1.2632254140498844e-07	1.537341665525105e-07	8.109704197067912e-09	1.8780829691422694e-08	0.004197399894474074	0.0028331378921023997	0.010607566451653838	0.0025960439058849262	1.6432081793027464e-07	0.0020580818467806237	4.672860143273283e-08	1.194731976283947e-06	0.0002695332296752895	0.0023430711033086025	0.002046169008724519	4.862563400820363e-08	0.002067447453111981
1:Ins:C:1	7.686601115608482e-07	7.538465931489214e-08	3.536597994013846e-07	3.648547703960503e-08	2.0536890801281516e-07	7.041935212726003e-08	6.370458294213677e-09	0.0019033477932925535	0.0008960995472364174	0.001923928945325315	0.0017373190135174354	0.0003281794545614503	0.005571929669531528	9.801242256912702e-07	0.00028169249092115935	9.336683092442399e-07	3.074091665666856e-07	0.0005453208158797907	0.0003214200399526135	0.0011445810888744746
1:Ins:C:2	0.00015874636241051122	5.911783489409572e-08	0.0	2.4206255915260045e-07	2.49476701696949e-07	8.898617664954145e-08	1.8095430220910202e-08	0.0003867137556085254	0.00016601349539087097	0.00010599703291518381	0.0007402711804644468	1.198830659632222e-07	2.1700734919249954e-06	3.1986089368274404e-07	1.9878322632393974e-07	1.3141482213541167e-08	8.117376921745745e-08	0.0008912368049706742	0.0007090351790736804	1.7142988639307078e-06
1:Ins:C:3	9.417337807349213e-08	0.00034504498756362525	0.0	1.1868977196627384e-07	5.7074781611987643e-08	0.00011261261347144114	1.068234567469517e-08	0.0005496133780212631	0.0010661208500891916	0.0002871167940440955	2.7746006026063698e-08	8.392160525545478e-05	0.001259937952272594	0.0009563721337144671	0.00076969108865228	0.0	4.713008721068945e-08	0.0027246171098624927	0.00396552556626375	0.0013104808325607564
1:Ins:C:4	0.0006015121383470045	0.00015626553557126499	0.00048042740672826767	0.00016210879250593279	0.0001169002701573163	0.0013386637114308543	0.0014753577092790238	0.0	0.003209590190988365	0.0	0.0015317633748054504	0.0013280298560857772	0.0011841561645269394	0.006132180267013609	0.0007222681539133191	0.0	0.001283014379441738	0.0023356329214493598	0.011892164524078907	0.015354530978947878
1:Ins:C:5	0.0052983182526418204	0.0004387578707337525	5.570476787397638e-07	7.5566202895061e-08	8.09804816981341e-08	7.80894254148734e-08	1.1921214877474994e-07	0.0	1.7605708535484156e-08	3.0609501351364087e-07	1.1811073818535079e-06	0.0	3.538083774401457e-07	0.0032651113876113413	0.012880561939130074	2.887216169256135e-07	6.813951074491342e-08	0.0018726335258634208	0.2988439045846462	0.01709212930816193
1:Ins:T:0	0.00229704995326756	0.0005633357795886695	0.0026078089576429876	0.0	9.496461716480553e-05	0.0	0.010705601563677192	0.0009154113475233316	0.00233278782106936	0.00027257823385298254	0.01176394708454609	0.02800984727218747	0.003312285616993904	1.4012984643248171e-46	0.018707226403057574	0.0	0.0	0.009377290122210979	0.02511219154112041	0.008931817021220922
1:Ins:T:1	0.00027072526227129857	6.3032121033757e-08	0.0	0.0	1.815557340023588e-08	7.050371664263366e-09	0.008218366745859384	0.0021168782736822322	0.004172822610811977	0.0005897450959309935	0.002298327193318528	0.0003683201132361091	0.0012682285219170809	3.3145798283840125e-08	0.0030970631167292597	0.013928344481485055	0.0029641896020621062	0.007756704278449433	0.00021539550002671603	0.005050476913493185
1:Ins:T:2	0.0	6.21502404101193e-05	1.1656188547704005e-08	0.0033940294291824103	0.0	0.0	0.0	0.0003208865877240896	0.00019313589337315306	0.0017109929583966732	0.00146615216031023	0.000679856541614754	0.0004200745839625597	0.001017794432118535	0.004572677939177083	0.0006184979762110743	0.0	0.0012252739863470197	6.630453299294459e-07	0.0018086148425936698
1:Ins:T:3	0.0010943565389226252	1.087237677666053e-09	1.01502342886306e-07	0.0	0.00015182697344471308	7.600413994168775e-07	3.966466238125577e-07	4.1474540921626615e-07	0.001542619844686044	0.0	0.0003440376437993109	0.001713270891184493	3.000769711434259e-05	0.005440616499305407	0.01160187797573542	0.0	0.003873545138208101	0.022739584755618124	0.01739647007136682	0.022072394008095842
1:Ins:T:4	0.0001014377284064949	0.0013068810156127598	5.1083901553283795e-08	4.572412365178025e-07	0.007586703641322856	1.732521894837191e-08	2.8025969286496343e-46	4.0464084349878246e-08	0.0009683024024553788	0.0009426987396182085	0.0050485116470213144	3.5410382679401666e-07	1.4012984643248171e-46	0.007070867577567697	0.06612985134124756	1.4012984643248171e-46	0.0017075234544790875	0.06448746331961956	0.13572911559383555	0.00199847181675068
1:Ins:T:5	0.9498330771923065	6.490556657468005e-07	3.191807138591685e-08	1.2280006558285095e-07	3.0718798029738534e-07	1.9132187958348368e-07	3.4973397760040826e-07	2.122714477081909e-07	1.6493994280608605e-06	2.0828348965551447e-06	0.03341412728768774	0.006942890766231358	2.025227058766177e-06	0.02710966969277706	0.015182966885777208	2.145781945728232e-06	2.8483039926641142e-09	0.3214696178387385	0.2554029256500144	0.007236605843399957
2:Del:R:0	0.00037345951449196946	0.0	0.0	6.675232384623087e-08	0.0	0.0006394802730483207	0.009452431448880815	0.0066573488991707565	0.0	0.005008776858448982	0.001672030461486429	0.023585402825847267	0.00861557638272643	0.0062361108139157295	0.005922278389334679	0.03040975732728839	0.010185329476371408	0.004419622803106904	0.0005454077047033934	0.006974765658378601
