Samples	ID83A	ID83B	ID83C	ID83D
V1	253	126	26	337
V2	0	327	0	6
V3	0	35	284	77
V4	0	12	0	3
V5	221	25	40	210
V6	29	0	216	19
V7	6	15	140	183
V8	27	261	102	45
V9	44	33	55	8
V10	63	35	240	45
V11	244	394	217	23
V12	10	8	18	6
V13	172	26	3	10
V14	177	5	38	131
V15	14	69	51	175
V16	462	0	39	49
V17	69	4	8	55
V18	0	0	305	5
V19	38	10	42	18
V20	331	0	231	5
V21	75	26	42	38
V22	208	53	0	33
V23	0	0	74	4
V24	7	0	242	167
V25	0	0	156	14
V26	1	0	1	304
V27	196	26	82	1
V28	0	69	137	60
V29	7	25	22	2
V30	102	129	103	212
V31	283	26	5	0
V32	75	96	43	49
V33	428	23	63	1
V34	198	33	42	47
V35	88	131	181	39
V36	39	29	57	39
V37	0	15	6	2
V38	62	103	3	0
V39	14	66	0	44
V40	26	120	6	4
V41	32	96	9	4
V42	206	78	48	42
V43	38	22	0	3
V44	48	298	0	40
V45	17	116	12	1
V46	0	28	60	1
V47	50	61	103	0
V48	611	53	152	6
V49	0	201	0	58
V50	35	117	192	0
V51	102	135	85	0
V52	130	30	12	2
V53	65	6	25	53
V54	132	486	0	24
V55	78	146	9	63
V56	0	0	215	37
V57	210	65	0	128
V58	116	124	0	386
V59	205	39	37	1
V60	56	0	0	9
V61	53	147	25	0
V62	385	14	66	0
V63	428	35	183	0
V64	13	12	177	33
V65	53	34	47	0
V66	0	0	128	128
V67	0	42	0	20
V68	41	275	169	42
V69	0	52	32	47
V70	6	6	25	28
V71	355	271	68	14
V72	71	76	77	21
V73	15	43	94	0
V74	2	38	12	16
V75	46	73	29	13
V76	173	379	0	13
V77	1	0	12	2
V78	7	23	158	1
V79	19	16	59	159
V80	58	0	206	3
V81	0	103	0	106
V82	87	144	114	71
V83	3	96	81	26
V84	87	0	329	15
V85	125	11	199	53
V86	9	61	0	0
V87	72	42	7	123
V88	25	43	347	94
V89	18	163	30	71
V90	69	8	227	20
V91	65	78	0	11
V92	181	97	32	7
V93	70	227	33	8
V94	9	22	28	19
V95	109	39	16	22
V96	48	148	9	63
V97	21	13	7	50
V98	7	305	134	32
V99	175	0	15	392
V100	45	128	4	5
