Samples	ID83A	ID83B	ID83C
V1	1.22E+01	1.24E+01	1.34E+01
V2	3.02E+01	4.49E+01	4.72E+01
V3	0.00E+00	2.16E+01	2.16E+01
V4	8.84E-01	1.31E+00	1.54E+00
V5	4.03E+00	6.46E+00	3.99E+00
V6	4.45E+00	2.00E+01	1.74E+01
V7	9.50E+00	1.40E+01	6.39E+00
V8	3.25E+01	2.79E+01	2.02E+01
V9	1.05E+01	8.96E+00	3.20E+00
V10	2.77E+01	2.93E+01	8.21E+00
V11	2.50E+01	3.70E+01	3.82E+01
V12	4.10E+00	4.29E+00	1.16E+00
V13	1.87E+00	1.25E+00	1.79E+00
V14	3.24E+00	2.35E+00	3.44E+00
V15	1.11E+01	1.16E+01	8.27E+00
V16	1.05E+01	9.76E+00	5.31E+00
V17	2.74E+00	1.76E+00	2.63E+00
V18	1.75E+01	3.73E+01	2.61E+01
V19	2.40E+00	3.69E+00	4.36E+00
V20	1.01E+01	2.24E+01	1.35E+01
V21	7.65E+00	6.17E+00	2.91E+00
V22	4.17E+00	4.62E+00	5.51E+00
V23	6.96E-01	9.10E+00	9.18E+00
V24	1.73E+01	2.92E+01	1.79E+01
V25	2.09E+00	1.65E+01	1.56E+01
V26	7.02E-01	2.95E+00	3.24E+00
V27	1.66E+01	1.61E+01	9.40E-01
V28	2.05E+00	1.01E+01	1.01E+01
V29	3.08E+00	2.96E+00	2.83E+00
V30	5.37E+00	1.24E+01	1.38E+01
V31	2.45E+00	2.45E+00	0.00E+00
V32	6.03E+00	1.02E+01	8.62E+00
V33	1.33E+01	1.35E+01	8.69E-01
V34	3.47E+00	5.54E+00	4.92E+00
V35	4.48E+01	3.98E+01	1.09E+01
V36	1.57E+00	7.96E+00	6.96E+00
V37	1.48E+00	1.49E+00	1.37E+00
V38	5.34E+00	1.08E+01	1.08E+01
V39	7.66E+00	7.18E+00	5.17E+00
V40	6.53E+00	1.14E+01	1.22E+01
V41	3.96E+00	8.88E+00	9.82E+00
V42	5.18E+00	8.04E+00	6.98E+00
V43	1.33E+00	1.95E+00	1.82E+00
V44	3.90E+01	3.82E+01	2.32E+01
V45	4.23E+00	1.49E+01	1.42E+01
V46	3.42E+00	4.17E+00	5.27E+00
V47	2.38E+01	2.18E+01	4.65E+00
V48	1.37E+01	1.82E+01	4.88E+00
V49	1.50E+01	2.41E+01	2.52E+01
V50	5.55E+00	1.88E+01	1.84E+01
V51	8.68E+00	2.72E+01	1.92E+01
V52	3.51E+00	4.23E+00	1.61E+00
V53	4.77E+00	5.66E+00	1.62E+00
V54	2.31E+01	5.02E+01	4.83E+01
V55	1.53E+01	1.54E+01	1.02E+01
V56	1.26E+00	1.66E+01	1.72E+01
V57	3.92E+00	5.47E+00	6.58E+00
V58	3.28E+00	1.66E+01	1.57E+01
V59	5.56E+00	5.62E+00	4.00E-01
V60	5.26E-01	0.00E+00	5.26E-01
V61	5.21E+00	2.07E+01	1.86E+01
V62	5.02E+00	5.02E+00	0.00E+00
V63	1.66E+01	1.68E+01	7.46E-01
V64	4.96E+00	1.30E+01	1.22E+01
V65	1.51E+01	1.44E+01	8.95E-01
V66	3.89E-01	8.33E+00	8.33E+00
V67	1.90E+00	5.48E+00	5.44E+00
V68	3.96E+00	5.32E+01	5.06E+01
V69	5.93E-01	1.08E+01	1.09E+01
V70	1.22E+00	2.51E+00	3.03E+00
V71	3.24E+01	3.22E+01	1.23E+01
V72	3.66E+00	1.25E+01	1.14E+01
V73	2.56E+00	9.32E+00	8.66E+00
V74	3.50E+00	4.12E+00	3.52E+00
V75	3.05E+00	1.02E+01	8.24E+00
V76	2.87E+01	3.71E+01	3.40E+01
V77	8.46E-01	1.29E+00	6.05E-01
V78	4.40E+00	9.41E+00	8.84E+00
V79	4.12E+00	8.92E+00	8.99E+00
V80	1.90E+01	2.55E+01	1.02E+01
V81	0.00E+00	1.22E+01	1.22E+01
V82	5.67E+00	1.55E+01	1.72E+01
V83	1.03E+01	9.81E+00	8.90E+00
V84	1.14E+01	3.02E+01	2.18E+01
V85	1.14E+01	1.71E+01	9.37E+00
V86	3.56E+00	6.19E+00	6.24E+00
V87	4.56E+00	5.49E+00	6.49E+00
V88	7.86E+00	1.93E+01	1.98E+01
V89	2.93E+00	2.17E+01	2.14E+01
V90	4.02E+01	4.15E+01	4.54E+00
V91	4.71E+00	7.38E+00	6.55E+00
V92	8.69E+00	9.87E+00	4.93E+00
V93	1.38E+01	1.87E+01	2.27E+01
V94	3.97E+00	3.34E+00	3.10E+00
V95	5.89E+00	5.18E+00	2.35E+00
V96	8.42E+00	1.53E+01	1.59E+01
V97	1.41E+00	3.30E+00	3.26E+00
V98	2.10E+01	3.04E+01	3.58E+01
V99	3.62E+00	4.50E+00	3.94E+00
V100	1.24E+01	1.23E+01	7.72E+00
