MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	8.82E-04	5.51E-03	2.85E-03	3.86E-03	9.24E-05	4.57E-02	1.01E-02	5.43E-03	7.98E-03	1.99E-02	2.68E-03	8.29E-03	2.18E-02
1:Del:C:1	0.00E+00	3.50E-05	1.22E-05	1.84E-03	1.20E-03	9.43E-03	2.51E-03	0.00E+00	3.48E-03	2.40E-02	0.00E+00	2.47E-02	1.22E-02
1:Del:C:2	1.35E-04	1.08E-04	3.81E-04	5.09E-04	8.27E-04	7.89E-04	1.31E-03	4.27E-05	8.42E-05	1.35E-03	5.13E-05	3.48E-04	1.15E-03
1:Del:C:3	1.84E-04	1.90E-04	2.88E-04	1.43E-03	1.91E-03	9.93E-04	2.34E-03	3.16E-04	9.84E-04	2.38E-03	1.05E-02	1.16E-02	3.89E-03
1:Del:C:4	0.00E+00	1.57E-04	6.40E-27	0.00E+00	2.40E-04	9.78E-04	4.05E-04	5.53E-04	2.16E-03	7.67E-03	6.88E-04	1.88E-02	3.27E-03
1:Del:C:5	2.20E-03	6.19E-04	5.15E-07	0.00E+00	7.79E-04	4.11E-04	4.23E-04	1.16E-03	1.78E-03	6.70E-04	1.96E-02	1.94E-02	2.27E-02
1:Del:T:0	1.31E-03	7.51E-04	2.88E-08	2.86E-03	2.34E-08	1.48E-02	4.35E-03	1.19E-03	7.93E-07	4.88E-02	1.49E-03	2.14E-02	5.92E-03
1:Del:T:1	0.00E+00	0.00E+00	0.00E+00	3.27E-03	6.37E-08	4.33E-03	6.27E-03	0.00E+00	3.05E-04	1.20E-02	1.03E-08	1.69E-02	8.51E-03
1:Del:T:2	7.37E-04	2.92E-04	9.83E-08	1.70E-03	1.53E-03	1.58E-02	1.23E-03	1.04E-03	2.03E-03	2.88E-02	7.37E-03	1.97E-02	3.19E-02
1:Del:T:3	1.32E-03	6.67E-04	1.19E-03	7.05E-03	3.36E-04	1.41E-02	2.24E-03	3.02E-03	2.03E-02	2.52E-02	4.11E-03	4.97E-02	1.71E-02
1:Del:T:4	1.73E-03	5.82E-04	6.12E-03	0.00E+00	2.99E-46	1.09E-02	3.29E-03	1.23E-02	6.52E-02	6.51E-03	1.37E-02	1.91E-02	8.75E-03
1:Del:T:5	6.12E-03	1.61E-11	4.67E-46	1.34E-07	3.41E-02	1.20E-06	1.08E-01	5.74E-03	8.63E-02	3.91E-42	1.01E-02	7.30E-02	1.44E-06
1:Ins:C:0	5.82E-09	2.37E-08	3.11E-08	3.39E-04	2.83E-04	3.31E-08	7.22E-04	0.00E+00	1.93E-04	6.59E-04	1.09E-07	3.25E-04	6.63E-04
1:Ins:C:1	5.03E-09	8.03E-05	8.36E-09	4.90E-04	2.99E-05	4.37E-04	2.14E-04	1.42E-04	1.16E-08	1.14E-03	1.01E-03	2.13E-03	1.62E-04
