NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	80.752	30.789	23.524	22.372	0.161	0.966	20000.0
2	83.297	31.682	23.587	22.488	0.167	0.966	40000.0
3	84.332	32.383	24.549	23.454	0.172	0.961	30000.0
4	84.257	32.097	24.624	23.394	0.165	0.963	20000.0
5	84.639	32.177	24.523	22.952	0.167	0.965	30000.0
6	83.019	31.795	24.122	22.956	0.17	0.965	20000.0
7	83.89	32.022	24.236	23.074	0.166	0.965	30000.0
8	84.339	32.09	24.803	23.696	0.165	0.961	30000.0
9	85.091	32.414	24.12	23.015	0.172	0.964	40000.0
10	82.634	31.97	23.898	23.294	0.172	0.963	20000.0
