Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	2	30	223	83	38	139	89	7	0	72	43	13	7	0
V2	10	31	2	1	7	4	0	0	22	0	0	1	0	1
V3	301	72	17	0	4	0	2	8	16	1	7	3	6	7
V4	0	4	0	79	7	102	0	0	104	123	0	0	0	0
V5	9	60	0	24	0	31	0	44	37	2	12	5	2	14
V6	17	19	162	0	20	0	39	58	31	7	44	0	13	0
V7	35	13	56	1	2	0	8	20	40	0	0	1	7	8
V8	23	9	94	5	64	15	156	0	0	2	21	30	62	0
V9	224	98	178	1	85	0	122	0	11	1	0	6	0	4
V10	272	12	49	0	20	2	27	0	0	0	3	0	3	13
V11	34	0	2	13	4	83	2	1	12	19	4	0	0	0
V12	0	31	0	11	6	48	0	0	0	20	0	4	0	0
V13	4	25	2	18	5	14	1	53	10	0	0	3	2	1
V14	4	18	0	18	0	8	0	0	0	26	0	0	7	0
V15	3	89	86	0	5	0	36	19	51	2	0	0	0	0
V16	38	0	0	7	1	22	1	1	0	14	0	0	0	2
V17	38	58	38	5	7	0	15	3	0	0	1	13	9	10
V18	43	0	1	0	12	2	1	10	33	3	12	11	1	4
V19	68	31	78	5	20	5	58	7	8	0	3	5	14	0
V20	6	21	17	42	21	18	0	131	130	27	43	9	0	0
V21	22	132	0	243	6	115	0	13	0	0	0	0	14	0
V22	2	0	4	111	0	41	10	0	0	19	0	0	7	0
V23	4	15	3	12	70	4	3	32	34	7	37	50	31	0
V24	2	20	57	6	5	16	11	14	54	0	20	4	2	0
V25	0	0	19	32	0	25	8	3	2	0	0	0	0	0
V26	72	10	29	40	1	37	3	9	0	11	0	5	14	4
V27	1	0	0	57	0	72	0	0	0	54	0	0	0	0
V28	0	7	26	9	24	3	24	0	3	12	0	17	0	0
V29	0	21	0	222	6	71	0	0	0	0	0	0	4	0
V30	19	78	0	55	69	55	0	4	2	31	2	43	28	0
V31	38	7	14	5	22	3	18	0	0	0	21	18	3	39
V32	5	0	11	8	84	14	9	0	0	13	7	23	23	0
V33	0	6	268	55	1	57	175	60	9	52	1	0	7	0
V34	6	6	0	85	4	0	90	4	0	50	0	0	0	0
V35	12	1	2	30	21	36	0	4	5	53	7	0	1	0
V36	0	3	4	104	4	114	11	0	0	0	1	7	1	0
V37	72	0	34	9	15	24	16	26	45	5	0	10	0	7
V38	112	10	15	3	99	0	17	28	4	0	6	38	9	0
V39	5	59	21	6	5	2	16	0	0	1	0	8	8	0
V40	2	63	8	33	1	29	1	24	5	17	2	5	0	0
