Samples	ID83A	ID83B
V1	0.00E+00	0.00E+00
V2	2.16E+00	2.16E+00
V3	4.02E+00	4.02E+00
V4	4.60E+00	4.60E+00
V5	2.29E+01	2.29E+01
V6	1.33E-01	1.33E-01
V7	6.84E+00	6.84E+00
V8	1.42E+00	1.42E+00
V9	2.21E+00	2.21E+00
V10	3.27E+00	3.27E+00
V11	2.27E+00	2.27E+00
V12	2.50E+00	2.50E+00
V13	8.65E+00	8.65E+00
V14	1.66E+01	1.66E+01
V15	4.00E-01	4.00E-01
V16	8.44E-01	8.44E-01
V17	6.89E+00	6.89E+00
V18	2.56E+00	2.56E+00
V19	7.62E+00	7.62E+00
V20	2.09E+00	2.09E+00
V21	3.11E+00	3.11E+00
V22	0.00E+00	0.00E+00
V23	3.38E+00	3.38E+00
V24	1.16E+00	1.16E+00
V25	0.00E+00	0.00E+00
V26	3.93E+00	3.93E+00
V27	1.66E+00	1.66E+00
V28	4.65E+00	4.65E+00
V29	3.78E+00	3.78E+00
V30	3.03E+00	3.03E+00
V31	1.04E+00	1.04E+00
V32	7.17E+00	7.17E+00
V33	1.99E+00	1.99E+00
V34	5.05E+00	5.05E+00
V35	5.11E+00	5.14E+00
V36	3.04E+00	3.04E+00
V37	1.70E+00	1.70E+00
V38	4.44E+00	4.44E+00
V39	2.72E+00	2.72E+00
V40	1.27E+01	1.27E+01
V41	3.13E+00	3.13E+00
V42	1.46E+01	1.46E+01
V43	3.32E+01	3.32E+01
V44	4.90E+00	4.90E+00
V45	4.01E+00	4.01E+00
V46	1.21E+00	1.21E+00
V47	3.95E+00	3.95E+00
V48	4.62E+00	4.62E+00
V49	3.82E+00	3.82E+00
V50	1.51E+00	1.51E+00
V51	7.00E-01	7.00E-01
V52	2.86E+00	2.86E+00
V53	3.40E+00	3.40E+00
V54	1.50E+01	1.50E+01
V55	3.59E+00	3.59E+00
V56	3.08E+00	3.08E+00
V57	1.79E+00	1.79E+00
V58	3.11E+00	3.11E+00
V59	5.07E+00	5.07E+00
V60	1.77E+00	1.77E+00
V61	5.32E+00	5.32E+00
V62	2.80E+01	2.80E+01
V63	8.97E-01	8.97E-01
V64	6.36E-01	6.36E-01
V65	2.80E+00	2.80E+00
V66	3.45E+01	3.45E+01
V67	3.96E+00	3.96E+00
V68	4.05E+00	4.05E+00
V69	1.55E+01	1.55E+01
V70	4.12E+00	4.12E+00
V71	2.77E+00	2.77E+00
V72	1.47E+00	1.47E+00
V73	3.70E+00	3.70E+00
V74	5.86E-01	5.86E-01
V75	6.11E-01	6.11E-01
V76	1.70E+00	1.70E+00
V77	9.31E+00	9.31E+00
V78	3.43E+00	3.43E+00
V79	4.31E+00	4.31E+00
V80	4.65E+00	4.65E+00
V81	3.87E+00	3.87E+00
V82	3.34E+00	3.34E+00
V83	2.67E+00	2.67E+00
V84	0.00E+00	0.00E+00
V85	2.29E+00	2.29E+00
V86	3.46E+00	3.46E+00
V87	7.12E+00	7.12E+00
V88	9.76E+00	9.76E+00
V89	3.17E+00	3.17E+00
V90	1.45E+01	1.45E+01
V91	4.14E+00	4.14E+00
V92	3.68E+00	3.68E+00
V93	1.74E+00	1.74E+00
V94	0.00E+00	0.00E+00
V95	5.66E+00	5.66E+00
V96	1.35E+00	1.35E+00
V97	3.26E+01	3.26E+01
V98	2.70E+01	2.70E+01
V99	3.68E+00	3.68E+00
V100	6.18E+01	6.18E+01
