NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.316	19.87	10.876	12.452	0.112	0.988	40000.0
2	46.064	19.786	10.212	12.132	0.12	0.989	50000.0
3	47.529	19.422	10.847	12.277	0.108	0.989	60000.0
4	46.658	19.392	10.614	11.857	0.113	0.991	70000.0
5	45.49	18.913	10.031	11.533	0.109	0.991	60000.0
6	41.587	17.563	9.433	10.97	0.105	0.991	50000.0
7	42.522	17.671	9.52	10.927	0.104	0.991	50000.0
8	45.836	19.616	10.54	12.271	0.115	0.989	40000.0
9	47.172	19.331	10.837	12.128	0.109	0.989	60000.0
10	45.647	19.601	10.41	12.356	0.114	0.986	50000.0
