NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.142	13.562	9.922	8.362	0.079	0.995	110000.0
2	41.509	13.107	9.705	7.869	0.077	0.996	60000.0
3	40.261	12.953	9.594	8.073	0.077	0.995	40000.0
4	39.586	12.594	9.05	7.598	0.076	0.996	40000.0
5	40.022	12.893	9.412	7.87	0.077	0.995	50000.0
6	40.062	13.098	9.504	8.208	0.08	0.995	90000.0
7	43.713	14.026	10.257	8.545	0.08	0.995	40000.0
8	40.097	12.699	9.255	7.602	0.076	0.996	50000.0
9	42.728	13.591	10.293	8.443	0.08	0.995	30000.0
10	39.108	12.407	9.09	7.585	0.076	0.995	40000.0
