Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	12	0	119	140	3	32	76	83	0	35
V2	18	114	17	20	0	4	5	19	41	10
V3	27	13	44	139	15	0	12	6	97	0
V4	12	9	127	307	25	25	0	56	201	0
V5	35	176	50	0	152	27	18	13	0	0
V6	44	62	44	0	7	2	0	3	0	14
V7	190	14	22	87	75	14	50	80	27	38
V8	137	31	90	14	30	152	128	3	49	0
V9	25	55	21	0	103	22	141	0	10	0
V10	1	10	0	1	0	2	0	3	0	0
V11	20	93	10	115	44	0	0	111	64	14
V12	66	0	3	22	144	12	11	1	5	40
V13	70	28	20	66	71	66	58	5	3	27
V14	16	0	0	53	0	12	4	36	32	27
V15	25	11	54	32	24	0	11	11	1	22
V16	26	28	3	25	6	24	50	2	50	0
V17	8	31	65	134	275	39	22	17	6	0
V18	0	101	14	8	4	17	56	6	0	0
V19	90	6	24	65	6	44	37	22	18	36
V20	157	137	29	8	3	29	85	0	0	0
V21	5	27	2	0	51	9	9	0	0	52
V22	34	7	83	12	55	20	10	4	34	36
V23	26	66	0	15	21	0	3	12	2	0
V24	13	66	1	77	9	8	0	128	14	0
V25	181	12	1	20	26	22	26	8	40	33
V26	0	65	89	43	1	5	60	21	23	0
V27	111	27	0	8	93	186	0	0	11	30
V28	8	98	18	27	5	38	10	23	43	24
V29	0	12	113	43	15	38	43	14	75	78
V30	69	12	4	235	0	0	0	193	103	97
V31	119	41	0	171	6	23	17	153	57	16
V32	10	45	0	0	13	38	49	13	2	0
V33	1	82	92	1	5	58	3	50	0	2
V34	38	94	43	95	111	21	26	0	3	95
V35	46	150	126	4	3	96	30	0	15	17
V36	7	5	9	1	5	6	20	1	0	0
V37	75	79	1	21	5	1	0	36	0	30
V38	9	64	205	4	21	5	18	0	1	40
V39	34	0	0	3	4	13	0	8	2	0
V40	7	9	0	69	21	133	1	6	10	44
V41	5	25	15	39	28	108	94	35	31	0
V42	69	47	89	13	131	145	342	8	14	0
V43	0	208	8	89	9	53	28	5	59	20
V44	0	21	108	10	48	36	24	5	4	45
V45	63	8	28	1	22	6	2	0	1	17
V46	2	51	7	9	436	0	0	16	0	0
V47	38	29	30	19	0	308	129	3	33	0
V48	174	44	0	31	36	122	47	9	26	5
V49	61	1	0	134	9	11	3	11	22	31
V50	48	10	35	1	0	0	10	0	0	6
V51	86	11	49	70	19	0	0	46	56	54
V52	83	11	49	122	15	2	0	41	36	170
V53	4	24	48	62	0	2	1	33	21	26
V54	0	63	0	3	6	5	36	0	6	0
V55	37	100	10	20	19	0	35	0	22	0
V56	6	13	0	1	37	2	2	1	1	0
V57	85	0	7	164	0	7	0	134	178	106
V58	127	6	98	50	24	5	12	5	0	0
V59	41	26	41	11	2	8	0	4	0	14
V60	4	2	41	68	43	73	32	25	47	0
V61	3	11	84	13	13	117	0	1	8	4
V62	15	12	366	31	127	11	31	13	19	11
V63	183	38	0	114	0	237	411	29	8	0
V64	15	97	0	13	2	27	3	12	0	4
V65	53	239	48	0	0	11	7	9	0	15
V66	53	24	9	0	53	17	68	5	11	0
V67	39	84	52	17	0	0	0	17	63	12
V68	124	48	7	93	105	15	3	88	36	0
V69	32	0	0	23	0	0	0	11	26	29
V70	11	35	91	0	0	5	10	6	1	0
V71	3	41	1	31	72	0	0	10	0	88
V72	0	0	158	187	0	0	0	158	111	14
V73	0	12	98	30	0	38	14	10	27	68
V74	87	23	9	45	146	11	0	0	0	0
V75	362	26	6	13	58	23	97	13	2	0
V76	70	8	0	5	11	20	17	0	0	16
V77	3	0	29	3	7	1	0	0	2	0
V78	176	1	11	7	18	0	0	1	9	19
V79	168	0	67	38	1	3	0	2	34	2
V80	887	20	13	32	6	14	46	50	2	0
V81	7	9	30	81	0	9	10	45	0	5
V82	2	56	2	29	2	21	6	2	10	0
V83	12	0	2	9	0	8	28	7	22	7
V84	0	101	0	3	23	0	0	0	1	18
V85	0	22	0	1	32	0	2	1	1	15
V86	71	1	4	5	2	4	25	3	0	0
V87	19	0	12	11	0	19	3	12	9	6
V88	16	11	0	57	162	15	0	0	15	69
V89	57	0	16	1	0	21	29	0	0	14
V90	37	519	5	13	20	9	27	3	10	0
V91	0	63	71	7	0	13	22	9	7	2
V92	7	238	8	0	57	0	0	15	0	7
V93	44	166	31	1	67	37	8	3	10	25
V94	39	4	16	12	13	57	0	19	47	62
V95	2	15	338	5	0	63	27	7	8	0
V96	2	11	28	18	5	12	12	2	4	0
V97	2	15	341	2	14	7	10	1	0	0
V98	46	46	65	4	57	0	1	2	0	0
V99	29	80	2	37	15	11	47	28	10	6
V100	61	20	4	0	34	1	0	2	1	17
