MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.74E-07	1.98E-08	2.66E-07	6.14E-06	1.87E-46	9.02E-04	9.54E-07	2.98E-02	5.31E-02	3.59E-02	6.91E-03	1.89E-02	1.07E-05	3.04E-06
1:Del:C:1	1.81E-03	0.00E+00	9.19E-06	6.26E-08	0.00E+00	8.86E-03	1.96E-03	1.01E-02	4.40E-02	2.77E-02	2.77E-02	1.36E-02	8.31E-03	5.78E-03
1:Del:C:2	3.10E-04	1.73E-04	0.00E+00	2.23E-08	6.44E-07	1.88E-03	0.00E+00	5.25E-04	3.74E-03	1.39E-03	1.71E-03	7.11E-04	2.64E-03	6.14E-07
1:Del:C:3	1.28E-04	1.09E-03	0.00E+00	3.00E-08	9.84E-04	1.63E-03	2.56E-03	3.02E-03	3.20E-03	5.82E-03	2.44E-03	1.31E-02	1.29E-02	3.29E-03
1:Del:C:4	0.00E+00	8.87E-04	4.97E-04	1.42E-03	6.78E-05	8.50E-04	9.73E-04	2.91E-03	3.10E-03	1.26E-03	1.16E-02	1.48E-03	1.79E-03	2.50E-03
1:Del:C:5	9.13E-03	8.94E-04	2.34E-02	2.52E-07	3.88E-46	1.16E-03	7.94E-03	1.46E-07	4.42E-07	4.92E-02	8.41E-04	1.93E-03	4.45E-03	9.26E-03
1:Del:T:0	1.62E-03	3.66E-04	1.07E-03	0.00E+00	1.59E-03	7.15E-03	3.86E-03	8.29E-03	2.60E-02	4.87E-02	2.27E-02	2.11E-02	7.36E-03	1.96E-02
1:Del:T:1	0.00E+00	1.67E-04	1.51E-04	5.71E-04	1.46E-03	3.64E-03	1.05E-03	7.22E-03	8.41E-03	9.03E-03	1.13E-02	2.07E-02	1.57E-03	2.07E-02
1:Del:T:2	3.22E-03	4.74E-04	3.07E-04	1.87E-07	3.27E-03	0.00E+00	9.21E-04	1.39E-02	1.06E-02	2.51E-02	2.75E-02	5.49E-02	6.39E-03	1.70E-02
1:Del:T:3	0.00E+00	2.68E-03	5.00E-04	1.40E-46	3.94E-03	3.63E-03	0.00E+00	9.91E-03	3.32E-02	3.11E-02	2.69E-02	2.75E-02	7.03E-03	2.15E-03
1:Del:T:4	5.23E-04	6.96E-03	7.15E-04	3.76E-04	2.20E-08	0.00E+00	0.00E+00	9.60E-03	1.77E-02	1.04E-02	6.19E-02	2.93E-02	3.22E-03	1.20E-02
1:Del:T:5	4.76E-46	9.63E-03	1.12E-07	2.94E-03	6.66E-07	5.69E-07	2.21E-03	1.02E-06	2.36E-06	2.64E-02	9.79E-03	1.01E-01	1.62E-02	3.73E-06
1:Ins:C:0	2.04E-08	1.86E-04	4.25E-09	4.59E-07	6.19E-04	1.52E-03	1.45E-08	1.22E-07	1.25E-03	5.69E-04	2.52E-08	2.27E-03	1.64E-03	7.20E-04
1:Ins:C:1	7.73E-05	1.66E-04	1.64E-08	3.53E-07	4.82E-04	1.33E-03	1.38E-03	3.43E-08	0.00E+00	4.67E-03	1.09E-06	1.61E-03	1.64E-03	2.96E-08
1:Ins:C:2	1.14E-07	1.00E-03	1.72E-06	1.34E-02	8.87E-08	5.05E-07	4.44E-04	1.99E-08	4.45E-07	1.51E-02	1.11E-07	7.58E-02	8.46E-02	7.34E-02
1:Ins:C:3	5.87E-05	2.84E-04	1.24E-08	3.61E-03	1.99E-08	0.00E+00	0.00E+00	8.72E-08	8.79E-04	1.51E-03	1.68E-08	3.21E-03	5.20E-03	4.30E-03
1:Ins:C:4	2.61E-04	4.20E-04	1.85E-09	0.00E+00	6.76E-04	1.64E-04	0.00E+00	4.63E-08	4.26E-04	2.55E-03	0.00E+00	1.03E-03	2.09E-04	8.49E-04
1:Ins:C:5	3.11E-03	1.12E-03	1.93E-04	9.73E-04	1.18E-03	2.12E-03	4.19E-08	1.48E-03	6.09E-08	8.65E-03	1.53E-03	7.72E-03	5.20E-02	4.61E-02
1:Ins:T:0	1.69E-04	3.64E-04	0.00E+00	5.72E-04	1.13E-03	8.67E-04	2.04E-03	1.37E-03	6.36E-03	2.97E-03	4.62E-03	3.77E-03	3.02E-03	5.81E-03
1:Ins:T:1	9.95E-09	1.36E-08	2.27E-05	1.97E-04	1.28E-04	1.64E-03	1.39E-03	9.21E-04	4.03E-03	4.90E-03	2.33E-03	1.86E-03	7.86E-04	0.00E+00
1:Ins:T:2	1.84E-04	2.89E-04	1.97E-04	9.28E-07	8.84E-04	2.82E-04	1.34E-04	1.10E-03	5.13E-04	1.02E-03	7.89E-04	1.05E-03	0.00E+00	2.27E-04
1:Ins:T:3	3.48E-04	1.51E-04	0.00E+00	0.00E+00	4.01E-04	1.16E-03	0.00E+00	1.15E-06	1.63E-03	2.56E-04	1.21E-03	8.52E-05	9.56E-04	2.80E-03
1:Ins:T:4	2.67E-03	8.22E-04	0.00E+00	1.66E-04	0.00E+00	3.51E-04	0.00E+00	2.33E-03	0.00E+00	3.12E-07	9.09E-07	2.36E-04	4.03E-02	2.26E-02
1:Ins:T:5	1.87E-02	3.36E-09	6.41E-06	4.31E-46	2.23E-03	9.20E-07	3.40E-07	2.99E-06	8.97E-03	9.69E-03	4.81E-03	3.40E-07	3.34E-03	1.06E-01
2:Del:R:0	1.04E-08	3.46E-05	2.58E-07	3.65E-08	8.98E-04	2.10E-03	5.58E-08	0.00E+00	4.75E-03	9.37E-03	6.43E-03	3.20E-03	1.56E-03	2.65E-03
2:Del:R:1	2.21E-04	4.45E-04	3.21E-05	2.49E-03	6.98E-04	3.90E-03	2.37E-03	2.20E-03	4.93E-03	4.74E-03	2.24E-03	2.51E-03	3.11E-03	2.01E-03
2:Del:R:2	1.86E-04	2.54E-04	0.00E+00	0.00E+00	6.20E-09	0.00E+00	3.87E-04	1.60E-03	9.74E-04	4.70E-07	1.83E-03	2.91E-04	2.36E-03	4.11E-04
2:Del:R:3	8.27E-07	1.06E-04	3.70E-08	1.73E-02	1.36E-07	0.00E+00	3.56E-08	6.38E-04	1.82E-03	1.31E-02	2.88E-07	1.68E-02	4.13E-02	2.87E-02
2:Del:R:4	1.35E-08	1.92E-04	8.74E-05	4.31E-08	2.60E-08	2.16E-08	5.07E-08	4.42E-05	1.19E-04	3.20E-05	3.70E-04	2.16E-04	5.07E-04	2.54E-08
2:Del:R:5	1.86E-08	5.13E-08	7.92E-09	1.97E-07	1.36E-07	1.81E-04	5.33E-08	2.58E-07	4.03E-04	6.01E-04	2.44E-07	4.08E-04	7.81E-04	1.08E-03
3:Del:R:0	6.65E-09	1.46E-04	5.32E-09	0.00E+00	0.00E+00	3.45E-03	1.12E-03	0.00E+00	6.73E-03	9.31E-09	5.77E-04	6.97E-03	8.97E-03	3.65E-03
3:Del:R:1	5.74E-04	9.15E-04	2.81E-05	1.29E-03	2.73E-04	1.68E-03	2.06E-05	2.30E-03	4.15E-03	3.60E-03	3.59E-03	1.64E-03	1.38E-03	1.14E-02
3:Del:R:2	2.23E-08	9.00E-05	2.82E-04	4.75E-08	2.27E-04	7.67E-04	1.32E-07	5.13E-04	1.06E-03	1.16E-03	1.81E-03	1.84E-03	1.59E-04	3.31E-04
3:Del:R:3	1.38E-04	2.29E-07	1.02E-07	2.33E-04	5.13E-08	0.00E+00	0.00E+00	1.32E-07	1.59E-07	4.75E-04	8.91E-08	5.38E-04	3.58E-04	2.90E-04
3:Del:R:4	2.24E-08	1.23E-08	1.20E-08	7.12E-08	4.06E-08	6.92E-08	4.68E-08	7.71E-08	8.34E-08	6.53E-08	7.74E-08	9.21E-08	1.98E-07	1.49E-07
3:Del:R:5	2.24E-08	1.23E-08	1.20E-08	7.12E-08	4.06E-08	6.92E-08	4.68E-08	7.71E-08	8.34E-08	6.53E-08	7.74E-08	9.21E-08	1.98E-07	1.49E-07
4:Del:R:0	7.28E-09	1.07E-08	5.93E-05	4.17E-08	6.67E-04	2.35E-03	7.24E-04	7.52E-04	3.69E-03	9.31E-08	4.77E-04	8.13E-04	1.60E-03	3.28E-03
4:Del:R:1	1.03E-04	2.84E-04	0.00E+00	4.82E-04	9.63E-04	3.09E-04	4.65E-04	0.00E+00	1.19E-03	6.90E-04	2.37E-03	1.74E-03	1.31E-03	1.16E-03
4:Del:R:2	5.21E-09	0.00E+00	6.37E-05	5.35E-04	2.55E-04	1.99E-04	1.49E-04	0.00E+00	3.08E-04	1.51E-03	1.94E-05	1.48E-04	2.40E-04	1.37E-04
4:Del:R:3	2.24E-08	1.23E-08	1.20E-08	7.12E-08	4.06E-08	6.92E-08	4.68E-08	7.71E-08	8.34E-08	6.53E-08	7.74E-08	9.21E-08	1.98E-07	1.49E-07
4:Del:R:4	2.24E-08	1.23E-08	1.20E-08	7.12E-08	4.06E-08	6.92E-08	4.68E-08	7.71E-08	8.34E-08	6.53E-08	7.74E-08	9.21E-08	1.98E-07	1.49E-07
4:Del:R:5	2.20E-08	4.13E-08	2.24E-08	6.45E-08	2.01E-04	2.14E-08	2.59E-08	1.35E-07	1.95E-04	6.51E-04	1.59E-07	5.94E-08	8.26E-07	7.48E-04
5:Del:R:0	2.18E-09	0.00E+00	9.68E-03	2.07E-03	1.62E-02	6.94E-03	3.52E-02	1.63E-07	3.77E-02	7.66E-07	9.53E-07	3.10E-46	3.03E-02	1.40E-02
5:Del:R:1	0.00E+00	5.13E-04	1.65E-08	2.18E-04	1.11E-07	1.41E-07	7.74E-04	1.13E-04	4.70E-04	3.14E-04	3.20E-03	2.15E-03	7.06E-04	9.11E-05
5:Del:R:2	1.01E-08	1.28E-04	2.09E-05	1.23E-07	9.47E-08	2.16E-07	6.28E-08	1.86E-04	1.16E-03	2.29E-04	5.81E-04	3.17E-04	2.53E-04	9.76E-04
5:Del:R:3	2.81E-08	4.44E-08	2.60E-08	3.13E-04	6.54E-08	5.16E-08	4.85E-08	1.11E-07	6.87E-08	2.84E-08	1.06E-07	4.73E-05	1.02E-04	6.69E-07
5:Del:R:4	2.24E-08	1.23E-08	1.20E-08	7.12E-08	4.06E-08	6.92E-08	4.68E-08	7.71E-08	8.34E-08	6.53E-08	7.74E-08	9.21E-08	1.98E-07	1.49E-07
5:Del:R:5	2.24E-08	1.23E-08	1.20E-08	7.12E-08	4.06E-08	6.92E-08	4.68E-08	7.71E-08	8.34E-08	6.53E-08	7.74E-08	9.21E-08	1.98E-07	1.49E-07
2:Ins:R:0	0.00E+00	1.29E-04	4.65E-09	1.34E-08	1.53E-04	1.40E-03	8.94E-04	4.24E-04	1.03E-03	7.63E-04	1.61E-04	2.99E-03	7.16E-04	0.00E+00
2:Ins:R:1	7.67E-10	1.31E-04	1.50E-04	1.74E-04	6.51E-04	9.40E-04	0.00E+00	9.13E-04	4.59E-07	3.96E-03	3.13E-04	1.59E-03	5.39E-03	1.32E-03
2:Ins:R:2	9.17E-09	1.19E-04	1.53E-07	2.52E-04	2.30E-04	2.48E-06	1.47E-07	1.23E-03	1.67E-03	7.91E-04	1.34E-03	1.91E-03	1.94E-04	2.20E-03
2:Ins:R:3	8.61E-05	2.91E-08	0.00E+00	1.21E-04	0.00E+00	4.34E-07	1.99E-04	5.69E-04	5.87E-04	3.17E-04	1.09E-07	1.45E-05	6.06E-04	3.61E-04
2:Ins:R:4	5.45E-04	2.29E-04	2.67E-04	4.22E-04	2.33E-04	8.01E-05	5.39E-04	9.14E-04	2.12E-09	1.27E-03	9.69E-05	2.05E-03	7.61E-03	5.21E-03
2:Ins:R:5	2.38E-03	1.91E-03	0.00E+00	1.17E-03	5.92E-04	0.00E+00	0.00E+00	2.67E-03	2.80E-04	1.56E-03	2.15E-03	3.89E-03	1.45E-02	3.81E-02
3:Ins:R:0	1.95E-04	2.98E-07	1.19E-08	4.82E-08	2.11E-04	0.00E+00	0.00E+00	3.18E-04	5.42E-04	4.51E-04	6.07E-04	4.14E-04	9.50E-04	1.23E-07
3:Ins:R:1	5.14E-09	1.18E-04	6.80E-09	0.00E+00	1.52E-08	3.58E-05	5.15E-04	1.07E-07	6.42E-04	6.60E-04	1.10E-03	8.93E-04	4.51E-04	1.71E-03
3:Ins:R:2	2.01E-04	5.74E-05	3.05E-09	2.57E-08	1.23E-04	0.00E+00	0.00E+00	5.25E-07	2.38E-04	1.09E-03	1.38E-06	9.80E-04	1.72E-03	1.95E-06
3:Ins:R:3	2.39E-08	2.97E-08	3.28E-08	1.19E-07	9.41E-08	1.67E-08	1.84E-08	6.44E-09	1.67E-04	3.11E-04	3.05E-04	2.85E-07	1.01E-04	2.89E-04
3:Ins:R:4	3.48E-08	6.49E-05	5.17E-08	1.93E-08	0.00E+00	2.31E-04	3.69E-04	6.64E-07	5.81E-08	1.98E-07	2.71E-08	3.65E-04	9.73E-08	3.03E-04
3:Ins:R:5	1.25E-04	3.33E-04	1.41E-08	2.53E-08	2.74E-04	3.43E-04	4.88E-04	0.00E+00	3.59E-04	0.00E+00	0.00E+00	7.39E-04	1.81E-03	6.30E-04
4:Ins:R:0	5.51E-05	2.29E-08	1.57E-08	1.76E-04	0.00E+00	2.65E-04	2.03E-04	1.05E-07	3.18E-07	1.88E-07	1.16E-08	5.92E-04	4.07E-04	4.50E-04
4:Ins:R:1	1.76E-04	1.31E-04	0.00E+00	2.00E-04	1.69E-04	9.05E-04	0.00E+00	9.71E-04	3.37E-03	2.34E-03	2.38E-03	3.08E-04	1.49E-04	5.59E-04
4:Ins:R:2	5.22E-05	3.76E-08	3.47E-08	1.19E-07	5.47E-08	8.15E-08	7.37E-08	1.22E-07	7.90E-08	6.23E-08	1.25E-07	5.99E-08	5.95E-04	5.85E-04
4:Ins:R:3	2.24E-08	1.23E-08	1.20E-08	7.12E-08	4.06E-08	6.92E-08	4.68E-08	7.71E-08	8.34E-08	6.53E-08	7.74E-08	9.21E-08	1.98E-07	1.49E-07
4:Ins:R:4	7.78E-05	1.76E-04	5.66E-05	1.94E-04	2.54E-08	7.09E-09	0.00E+00	1.46E-08	2.28E-04	3.69E-08	5.08E-04	3.22E-04	6.49E-05	1.14E-03
4:Ins:R:5	1.97E-04	2.19E-04	0.00E+00	0.00E+00	0.00E+00	1.84E-04	5.08E-04	4.72E-04	0.00E+00	6.98E-04	0.00E+00	1.96E-03	4.80E-04	1.40E-04
5:Ins:R:0	3.39E-08	4.33E-08	2.77E-08	1.33E-07	6.91E-08	4.08E-08	5.87E-08	2.18E-06	8.66E-05	2.29E-04	5.05E-04	2.04E-04	1.37E-07	2.89E-04
5:Ins:R:1	3.25E-04	2.07E-08	0.00E+00	7.51E-04	2.68E-03	2.63E-03	2.20E-03	0.00E+00	2.49E-03	1.11E-03	6.72E-08	5.00E-03	8.15E-03	4.42E-03
5:Ins:R:2	4.28E-05	5.56E-08	4.19E-08	8.88E-08	9.67E-05	5.19E-08	1.00E-07	1.06E-07	1.11E-04	3.62E-08	9.09E-08	7.06E-04	4.62E-05	8.80E-04
5:Ins:R:3	2.35E-06	2.55E-08	1.15E-04	2.46E-08	1.64E-04	1.46E-04	0.00E+00	2.44E-04	0.00E+00	3.91E-04	7.85E-08	1.22E-07	5.73E-04	1.56E-07
5:Ins:R:4	9.33E-05	1.83E-04	3.30E-08	2.20E-04	1.30E-07	4.36E-06	9.56E-05	1.55E-08	5.09E-04	1.29E-04	5.96E-08	2.36E-04	2.26E-03	9.56E-04
5:Ins:R:5	1.21E-08	7.07E-05	2.30E-08	9.84E-09	3.24E-04	9.93E-05	1.01E-06	3.71E-08	2.03E-04	0.00E+00	0.00E+00	1.33E-04	4.26E-04	2.19E-04
2:Del:M:1	1.49E-04	0.00E+00	3.65E-05	3.88E-09	7.72E-04	1.25E-03	1.83E-03	2.40E-04	1.54E-03	1.07E-03	7.20E-04	1.03E-03	4.29E-03	1.20E-03
3:Del:M:1	3.18E-04	7.57E-05	2.85E-04	5.25E-04	1.00E-03	1.78E-03	0.00E+00	6.97E-04	3.96E-03	1.88E-03	1.86E-03	4.44E-03	5.07E-03	7.67E-04
3:Del:M:2	3.36E-04	1.26E-04	0.00E+00	5.86E-08	5.55E-04	2.13E-03	5.61E-08	2.66E-03	5.62E-03	1.41E-03	0.00E+00	5.49E-03	2.42E-03	3.26E-03
4:Del:M:1	2.86E-04	1.59E-04	1.78E-04	1.04E-05	2.61E-04	1.32E-03	8.95E-04	4.21E-04	5.04E-03	4.34E-03	0.00E+00	8.78E-04	4.46E-03	1.61E-03
4:Del:M:2	0.00E+00	5.13E-05	3.09E-09	1.88E-08	0.00E+00	8.70E-04	1.44E-08	5.76E-04	1.43E-03	5.20E-04	1.68E-03	2.07E-03	1.92E-03	0.00E+00
