Samples	ID83A	ID83B
V1	5.35E+00	5.35E+00
V2	1.82E+01	1.82E+01
V3	2.92E+01	2.92E+01
V4	1.47E+01	1.47E+01
V5	1.15E+01	1.15E+01
V6	5.45E+01	5.45E+01
V7	9.00E+00	9.00E+00
V8	1.89E+01	1.89E+01
V9	8.81E+00	8.81E+00
V10	2.74E+01	2.74E+01
V11	3.04E+01	3.04E+01
V12	2.35E+01	2.35E+01
V13	5.84E+01	5.84E+01
V14	5.64E+00	5.64E+00
V15	4.58E+01	4.58E+01
V16	2.43E+01	2.43E+01
V17	2.27E+01	2.27E+01
V18	4.58E+00	4.58E+00
V19	2.35E+00	2.35E+00
V20	1.55E+00	1.55E+00
V21	2.83E+01	2.83E+01
V22	4.05E+01	4.05E+01
V23	8.62E+00	8.62E+00
V24	2.24E+01	2.24E+01
V25	7.67E+01	7.67E+01
V26	1.03E+01	1.03E+01
V27	3.26E+01	3.26E+01
V28	8.33E+00	8.33E+00
V29	1.64E+01	1.64E+01
V30	5.05E+01	5.05E+01
V31	2.10E+01	2.10E+01
V32	2.38E+01	2.38E+01
V33	2.57E+01	2.57E+01
V34	5.11E+00	5.11E+00
V35	2.45E+01	2.45E+01
V36	4.76E+00	4.76E+00
V37	7.28E+00	7.28E+00
V38	1.47E+01	1.47E+01
V39	1.20E+01	1.20E+01
V40	2.13E+01	2.13E+01
V41	1.07E+01	1.07E+01
V42	8.31E+00	8.31E+00
V43	1.59E+01	1.59E+01
V44	3.45E+00	3.45E+00
V45	1.58E+01	1.58E+01
V46	9.64E+00	9.64E+00
V47	1.63E+00	1.63E+00
V48	3.75E+01	3.75E+01
V49	7.05E+01	7.05E+01
V50	2.68E+01	2.68E+01
V51	1.96E+01	1.96E+01
V52	1.62E+01	1.62E+01
V53	2.78E+01	2.78E+01
V54	2.10E+01	2.10E+01
V55	1.08E+01	1.08E+01
V56	5.88E+00	5.88E+00
V57	4.68E+01	4.68E+01
V58	8.18E+00	8.18E+00
V59	7.72E+00	7.72E+00
V60	1.51E+01	1.51E+01
V61	8.28E+00	8.28E+00
V62	1.20E+01	1.20E+01
V63	1.97E+00	1.97E+00
V64	1.19E+01	1.19E+01
V65	1.20E+01	1.20E+01
V66	1.41E+01	1.41E+01
V67	9.04E+00	9.04E+00
V68	1.19E+01	1.19E+01
V69	3.21E+01	3.21E+01
V70	3.15E+01	3.15E+01
V71	2.56E+00	2.56E+00
V72	3.20E+01	3.20E+01
V73	6.98E+00	6.98E+00
V74	1.85E+01	1.85E+01
V75	8.90E+00	8.90E+00
V76	4.01E+00	4.05E+00
V77	9.49E+00	9.49E+00
V78	0.00E+00	0.00E+00
V79	1.58E+01	1.58E+01
V80	1.24E+01	1.24E+01
V81	1.37E+01	1.37E+01
V82	3.28E+00	3.28E+00
V83	1.66E+01	1.66E+01
V84	2.36E+01	2.36E+01
V85	1.06E+01	1.06E+01
V86	3.00E+01	3.01E+01
V87	6.14E+00	6.14E+00
V88	2.70E+01	2.70E+01
V89	5.52E+00	5.52E+00
V90	2.80E+01	2.80E+01
V91	1.30E+01	1.30E+01
V92	1.39E+01	1.39E+01
V93	7.54E+01	7.54E+01
V94	1.93E+00	1.93E+00
V95	7.91E+00	7.91E+00
V96	1.18E+01	1.18E+01
V97	4.89E+00	4.89E+00
V98	4.88E+01	4.88E+01
V99	1.86E+01	1.86E+01
V100	5.54E+00	5.54E+00
