Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	2.16E+00	1.39E+00	1.59E+00	3.04E+00	2.65E+00	1.36E+00
V2	0.00E+00	1.56E+00	0.00E+00	0.00E+00	1.40E+00	1.85E+00
V3	1.60E+00	1.62E+00	7.22E-01	2.01E+00	7.67E-01	7.60E-01
V4	2.27E+00	1.89E+00	1.90E+00	0.00E+00	5.00E-01	1.22E+00
V5	2.14E+00	8.33E-01	7.00E-01	1.60E+00	1.89E+00	5.67E-01
V6	1.03E+00	2.42E+00	9.04E-01	1.18E+00	0.00E+00	2.08E+00
V7	1.80E+00	1.16E+00	1.23E+00	8.23E-01	1.59E+00	0.00E+00
V8	1.43E+00	1.17E+00	1.46E+00	3.40E-01	8.31E-01	4.00E-01
V9	1.05E+00	7.42E-01	2.49E-01	1.75E+00	8.41E-01	1.46E+00
V10	0.00E+00	1.54E+00	6.67E-01	9.89E-01	2.42E+00	1.12E+00
V11	1.71E+00	1.08E+00	2.05E+00	1.78E+00	5.59E-01	5.67E-01
V12	0.00E+00	3.05E+00	1.72E+00	1.11E+00	3.65E-01	2.10E+00
V13	2.85E+00	7.27E-01	2.11E+00	2.13E+00	1.38E+00	6.71E-01
V14	3.30E+00	6.53E-01	2.02E+00	3.12E+00	3.27E-01	1.32E+00
V15	1.55E+00	2.24E-01	1.31E+00	1.78E+00	1.86E+00	1.02E+00
V16	2.00E+00	2.50E+00	5.67E-01	0.00E+00	2.14E+00	1.69E+00
V17	4.23E+00	1.30E+00	5.64E+00	2.08E+00	1.26E+00	3.18E+00
V18	1.05E+00	1.07E+00	2.13E+00	1.08E+00	1.48E+00	2.40E+00
V19	1.32E+00	4.82E-01	4.67E-01	2.22E+00	2.69E+00	1.93E+00
V20	1.53E-01	3.39E+00	1.07E+00	1.28E+00	3.14E-01	3.09E+00
V21	2.41E+00	1.15E+00	4.94E-01	1.39E+00	1.57E+00	2.77E-01
V22	1.67E+00	5.54E-01	2.96E+00	1.02E+00	7.33E-01	3.16E+00
V23	2.31E+00	1.16E+00	2.46E+00	1.03E+00	1.85E+00	1.33E-01
V24	1.20E+00	9.71E-01	1.94E+00	1.58E+00	0.00E+00	1.59E+00
V25	9.78E-01	5.12E-01	4.90E-01	1.21E+00	1.93E+00	1.25E+00
V26	2.99E+00	6.96E-01	8.30E-01	2.77E-01	8.92E-01	2.92E+00
V27	2.80E+00	3.14E-01	2.68E+00	0.00E+00	1.28E+00	4.94E-01
V28	1.39E+00	2.16E+00	3.79E-01	7.02E-01	1.30E+00	0.00E+00
V29	3.80E+00	3.29E+00	3.96E+00	4.46E+00	2.27E+00	1.88E+00
V30	3.09E+00	3.72E+00	2.07E+00	5.25E+00	2.98E+00	0.00E+00
V31	1.68E+00	6.29E-01	7.52E-01	1.73E+00	1.89E+00	0.00E+00
V32	6.96E-01	1.42E+00	1.99E+00	1.62E+00	1.86E+00	2.13E-01
V33	6.29E-01	1.50E+00	2.30E+00	1.97E+00	1.50E+00	1.28E+00
V34	1.51E+00	1.70E+00	1.05E+00	2.09E+00	3.79E-01	2.45E+00
V35	2.40E+00	8.75E-01	0.00E+00	0.00E+00	1.03E+00	2.24E+00
V36	1.72E+00	1.46E+00	2.54E+00	1.01E+00	8.23E-01	1.78E+00
V37	3.04E+00	1.82E+00	1.61E+00	2.29E+00	0.00E+00	9.12E-01
V38	1.89E+00	2.16E+00	0.00E+00	4.33E-01	2.58E-01	1.03E+00
V39	1.38E+00	7.77E-01	1.53E+00	4.23E-01	4.77E-01	0.00E+00
V40	2.56E+00	9.04E-01	3.10E+00	2.69E-01	3.35E+00	1.63E+00
V41	9.64E-01	7.03E-01	1.69E+00	2.77E-01	2.12E+00	2.05E+00
V42	2.42E+00	6.36E-01	1.94E+00	7.27E-01	0.00E+00	0.00E+00
V43	2.06E+00	3.59E-01	0.00E+00	1.69E+00	5.04E-01	8.17E-01
V44	1.69E+00	0.00E+00	6.36E-01	2.01E+00	1.51E+00	0.00E+00
V45	5.00E-01	2.16E+00	8.85E-01	1.55E+00	2.77E+00	1.46E+00
V46	1.45E+00	1.53E+00	9.00E-01	2.00E-01	1.21E+00	1.61E+00
V47	1.80E+00	2.50E+00	1.80E-01	3.12E+00	3.06E-01	1.48E+00
V48	1.23E+00	3.27E-01	1.82E+00	6.00E-01	1.99E+00	2.40E+00
V49	1.94E+00	1.25E+00	4.76E-01	3.05E+00	1.64E+00	2.21E-01
V50	1.63E+00	1.44E+00	2.03E+00	1.71E+00	1.57E+00	9.17E-01
V51	3.99E+00	3.69E+00	2.51E+00	1.51E+00	6.40E-01	6.74E-01
V52	2.00E+00	5.67E-01	1.99E+00	6.67E-01	1.95E+00	1.42E+00
V53	2.24E+00	1.81E+00	8.19E-01	1.07E+00	1.11E+00	2.87E+00
V54	6.63E-01	1.30E+00	1.13E+00	3.48E-01	0.00E+00	1.43E+00
V55	1.81E+00	9.09E-01	6.46E-01	0.00E+00	8.95E-01	2.27E+00
V56	2.63E+00	1.12E+00	4.59E+00	3.33E-01	2.28E+00	5.00E-01
V57	3.37E+00	3.27E+00	4.23E-01	4.43E+00	7.34E-01	3.72E+00
V58	1.83E+00	1.80E+00	2.78E+00	7.18E-01	9.12E-01	4.99E-01
V59	1.42E+00	2.51E+00	1.28E+00	1.11E+00	1.28E+00	1.64E+00
V60	1.11E+00	9.04E-01	1.78E+00	2.12E+00	1.81E+00	3.38E+00
V61	1.02E+00	2.34E+00	1.85E+00	2.44E+00	1.79E+00	2.49E-01
V62	8.54E-01	9.87E-01	2.00E-01	2.60E-01	7.52E-01	2.49E-01
V63	3.93E+00	1.24E+00	3.32E+00	2.79E+00	1.85E+00	2.85E+00
V64	1.48E+00	2.10E+00	2.09E+00	8.83E-01	1.05E+00	2.95E+00
V65	0.00E+00	4.82E-01	0.00E+00	5.59E-01	5.00E-01	2.33E-01
V66	4.74E+00	3.34E+00	3.40E+00	5.47E-01	3.09E+00	5.17E-01
V67	1.19E+00	1.31E+00	0.00E+00	0.00E+00	8.23E-01	1.48E+00
V68	2.76E+00	2.98E-01	2.88E+00	3.35E+00	1.28E+00	7.16E-01
V69	7.00E-01	1.20E+00	7.49E-01	2.91E-01	5.21E-01	5.17E-01
V70	2.58E+00	2.91E+00	1.40E+00	1.33E+00	0.00E+00	6.46E-01
V71	1.32E+00	1.00E+00	2.85E+00	1.55E+00	2.72E+00	1.59E+00
V72	2.10E+00	1.10E+00	1.91E+00	4.23E-01	6.54E-01	8.47E-01
V73	2.68E+00	8.83E-01	3.58E+00	4.16E-01	5.01E+00	5.54E-01
