Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	31	18	35	56	37	36
V2	0	78	0	0	37	227
V3	41	48	6	40	3	10
V4	81	70	39	0	5	11
V5	51	5	3	50	25	4
V6	3	61	13	9	0	100
V7	37	12	12	12	68	0
V8	124	16	22	1	13	1
V9	7	4	1	33	7	71
V10	0	16	1	10	75	9
V11	73	11	20	79	1	7
V12	0	335	78	14	1	64
V13	208	5	38	46	13	5
V14	60	5	61	100	2	17
V15	75	1	15	30	36	8
V16	18	119	3	0	32	63
V17	33	15	564	21	7	154
V18	10	9	82	9	30	62
V19	5	3	1	93	46	75
V20	1	82	23	20	1	60
V21	168	12	2	13	49	1
V22	17	2	63	5	6	83
V23	21	7	46	4	224	1
V24	6	22	99	21	0	24
V25	26	4	2	27	44	39
V26	252	3	23	1	29	77
V27	103	1	68	0	52	2
V28	23	61	1	4	6	0
V29	66	180	197	239	20	25
V30	103	193	36	171	81	0
V31	20	4	9	65	67	0
V32	11	20	46	46	29	1
V33	0	33	68	41	90	9
V34	72	60	17	76	1	40
V35	155	9	0	0	7	57
V36	7	29	97	18	24	75
V37	50	22	26	85	0	5
V38	20	128	0	8	2	17
V39	62	6	48	1	2	0
V40	54	8	166	2	100	23
V41	2	5	51	2	22	45
V42	118	2	172	2	0	0
V43	45	3	0	25	3	10
V44	17	0	5	52	18	0
V45	0	59	11	28	70	76
V46	32	81	18	0	30	42
V47	24	144	1	130	3	20
V48	39	2	78	3	19	223
V49	36	7	8	114	19	1
V50	85	12	27	62	15	8
V51	119	196	76	30	2	8
V52	19	5	55	4	101	12
V53	63	66	6	14	6	85
V54	2	48	17	1	0	23
V55	52	34	5	0	14	138
V56	65	10	147	0	48	1
V57	150	99	1	189	4	94
V58	36	42	106	4	5	2
V59	30	78	25	11	16	11
V60	4	4	19	89	228	130
V61	3	69	37	115	19	1
V62	6	175	0	0	7	1
V63	97	29	137	79	21	54
V64	10	32	57	8	14	42
V65	0	25	0	3	5	1
V66	314	189	88	2	183	5
V67	107	38	0	1	5	13
V68	34	1	100	146	8	5
V69	3	95	9	2	6	7
V70	181	269	24	16	0	3
V71	2	26	96	13	79	20
V72	307	15	66	1	4	6
V73	205	8	92	1	178	14
V74	64	102	6	1	173	17
V75	16	3	2	0	0	12
V76	3	84	0	14	1	93
V77	29	43	81	36	73	84
V78	8	7	128	2	336	10
V79	13	155	0	0	1	5
V80	67	23	5	259	6	120
V81	34	58	1	9	7	167
V82	114	19	61	428	10	2
V83	80	16	189	431	146	5
V84	14	22	1	25	2	17
V85	7	21	206	9	78	0
V86	64	4	5	105	1	28
V87	4	7	78	1	47	198
V88	0	55	267	88	52	8
V89	123	19	32	85	166	24
V90	128	7	1	151	57	39
V91	6	0	86	3	0	56
V92	183	121	13	0	156	1
V93	11	1	14	15	138	175
V94	6	118	0	34	152	16
V95	34	108	32	46	10	9
V96	18	285	2	62	69	106
V97	218	1	69	32	45	56
V98	70	56	64	18	5	24
V99	1	65	5	8	1	12
V100	44	18	9	208	29	3
