NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.605	19.856	13.181	11.815	0.107	0.99	50000.0
2	57.532	21.2	13.921	12.631	0.115	0.988	60000.0
3	54.706	19.623	12.736	11.42	0.108	0.991	30000.0
4	54.928	19.948	13.047	11.765	0.109	0.99	60000.0
5	55.045	19.626	12.74	11.159	0.106	0.991	40000.0
6	54.374	19.768	12.659	11.566	0.108	0.99	70000.0
7	51.389	18.915	12.275	11.29	0.109	0.989	70000.0
8	53.287	19.399	12.51	11.386	0.108	0.99	70000.0
9	51.887	18.518	12.163	10.738	0.106	0.991	50000.0
10	57.808	20.638	13.903	11.954	0.11	0.99	40000.0
