MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	3.87E-04	1.12E-03	3.46E-03	7.90E-04	7.12E-04	2.11E-03
1:Del:C:1	4.02E-04	0.00E+00	2.51E-03	1.35E-05	1.50E-03	2.11E-03
1:Del:C:2	1.38E-04	1.72E-04	4.50E-04	0.00E+00	2.03E-38	4.59E-04
1:Del:C:3	3.31E-04	5.21E-04	6.67E-04	5.96E-04	4.42E-04	6.48E-04
1:Del:C:4	1.08E-04	2.08E-04	4.83E-04	5.94E-04	4.29E-04	3.58E-04
1:Del:C:5	0.00E+00	7.84E-05	2.32E-04	6.76E-04	4.33E-04	2.79E-04
1:Del:T:0	3.72E-04	0.00E+00	1.67E-03	6.98E-04	1.02E-03	9.09E-04
1:Del:T:1	1.55E-04	1.85E-08	6.48E-04	2.39E-04	4.59E-08	5.47E-04
1:Del:T:2	4.06E-04	6.11E-05	1.19E-03	9.87E-04	9.22E-04	1.16E-03
1:Del:T:3	3.92E-04	4.85E-05	2.54E-03	9.45E-04	2.99E-04	1.20E-03
1:Del:T:4	7.00E-04	2.40E-04	1.53E-03	7.58E-04	5.60E-04	1.40E-46
1:Del:T:5	6.33E-08	3.43E-07	6.00E-08	3.56E-03	4.00E-08	1.90E-07
1:Ins:C:0	1.39E-04	2.26E-08	1.02E-08	1.01E-08	3.94E-08	2.90E-04
1:Ins:C:1	9.99E-09	1.96E-04	3.54E-04	9.23E-05	8.33E-05	3.63E-04
1:Ins:C:2	8.36E-05	6.22E-09	1.03E-04	3.89E-05	2.09E-04	2.54E-04
1:Ins:C:3	4.70E-04	2.35E-04	1.45E-04	0.00E+00	2.03E-04	0.00E+00
1:Ins:C:4	2.03E-04	3.71E-04	2.97E-04	4.59E-04	2.17E-04	4.79E-04
1:Ins:C:5	2.02E-04	3.36E-04	1.89E-04	4.39E-04	7.99E-04	1.53E-04
1:Ins:T:0	1.63E-04	1.39E-04	8.06E-04	3.12E-04	6.24E-04	6.60E-04
1:Ins:T:1	6.86E-06	2.08E-04	5.60E-04	8.33E-05	8.38E-05	3.61E-04
1:Ins:T:2	2.35E-04	1.59E-05	2.89E-04	1.66E-04	3.74E-05	2.10E-04
1:Ins:T:3	9.26E-05	4.00E-05	5.59E-05	6.53E-05	4.05E-04	1.25E-05
1:Ins:T:4	1.49E-04	7.20E-05	2.67E-04	4.26E-04	9.28E-04	2.95E-04
1:Ins:T:5	1.86E-07	1.45E-07	4.79E-07	4.77E-08	3.66E-03	1.30E-07
2:Del:R:0	1.81E-05	4.31E-08	6.83E-04	8.28E-05	3.45E-04	5.75E-04
2:Del:R:1	1.87E-04	4.48E-05	4.40E-04	4.63E-04	6.49E-04	5.23E-04
2:Del:R:2	3.94E-09	1.85E-04	1.71E-04	2.37E-04	1.61E-04	1.33E-04
2:Del:R:3	9.62E-09	1.00E-03	3.24E-08	6.10E-08	4.07E-08	7.85E-08
2:Del:R:4	1.01E-08	1.26E-04	1.65E-08	9.23E-05	7.19E-08	2.13E-08
2:Del:R:5	1.57E-07	2.52E-08	8.65E-05	2.53E-08	4.53E-08	1.01E-04
