Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	75	4	14	9	94	36	0	27	65	0
V2	26	4	46	128	18	0	65	99	0	0
V3	84	92	75	12	41	121	0	5	41	0
V4	22	19	50	15	41	18	4	25	25	20
V5	51	122	7	0	6	11	11	16	0	4
V6	40	0	99	0	30	6	20	0	0	1
V7	14	6	30	0	0	67	17	0	80	0
V8	68	1	17	0	54	19	0	29	8	0
V9	201	42	4	20	90	2	0	0	0	9
V10	38	35	71	0	125	19	53	0	19	0
V11	3	52	0	0	47	1	0	1	4	1
V12	33	53	3	0	22	30	34	10	25	0
V13	0	44	35	0	2	0	0	1	12	21
V14	22	9	110	21	16	18	0	0	1	6
V15	71	22	0	47	32	6	14	42	0	58
V16	15	9	2	55	44	52	4	5	0	44
V17	18	23	28	0	10	6	0	10	36	0
V18	146	73	25	18	2	14	121	7	8	30
V19	107	13	3	0	0	73	30	10	3	0
V20	12	3	36	0	150	3	0	14	0	0
V21	250	10	21	11	54	0	32	25	0	10
V22	84	189	54	103	90	108	0	8	54	38
V23	27	80	45	0	64	3	0	16	24	37
V24	174	11	1	36	41	2	44	45	23	35
V25	3	27	39	0	90	50	27	12	77	0
V26	8	64	3	0	48	9	12	6	2	3
V27	8	15	1	3	146	1	22	12	24	0
V28	208	1	133	0	0	6	0	0	37	0
V29	18	5	128	44	26	15	0	40	42	168
V30	40	8	10	17	54	135	2	46	35	0
V31	2	53	8	0	19	0	0	13	0	0
V32	5	45	31	0	47	1	0	1	10	8
V33	68	56	2	0	19	17	43	0	0	30
V34	11	35	50	8	0	5	0	3	2	27
V35	40	25	0	0	77	32	0	26	0	0
V36	79	4	48	25	0	0	0	15	8	39
V37	173	552	5	0	2	19	11	9	41	26
V38	132	15	1	14	0	9	14	10	0	0
V39	25	0	8	69	17	7	0	20	8	33
V40	8	6	20	35	197	16	0	0	8	0
V41	49	2	167	207	0	14	28	35	13	0
V42	0	21	160	4	11	5	0	23	4	3
V43	52	38	32	56	0	41	38	119	0	0
V44	108	24	0	0	0	42	59	0	0	0
V45	0	26	212	2	65	0	2	0	0	16
V46	9	228	40	0	41	13	0	29	15	16
V47	24	108	74	31	24	22	0	4	82	27
V48	0	39	111	85	13	0	14	22	16	3
V49	19	180	46	11	16	42	0	12	1	21
V50	13	12	17	0	8	7	13	0	3	4
V51	171	290	12	9	5	96	66	0	103	122
V52	184	0	148	16	3	15	17	12	54	11
V53	262	6	2	6	63	77	0	0	0	13
V54	130	0	33	45	0	57	66	31	1	0
V55	101	1	47	38	3	15	0	5	0	24
V56	4	63	6	0	22	4	0	3	8	16
V57	118	192	128	0	3	23	145	0	0	0
V58	300	0	73	11	3	59	0	8	0	3
V59	8	9	87	62	37	21	14	43	0	0
V60	41	59	119	1	0	0	11	0	10	0
V61	279	98	11	311	21	13	0	2	19	0
V62	3	0	59	14	1	7	0	9	2	8
V63	0	43	20	25	81	139	18	33	0	9
V64	8	1	3	0	17	32	0	0	25	0
V65	33	30	74	26	3	17	7	22	18	0
V66	75	2	0	0	20	65	17	13	180	0
V67	0	28	122	41	0	28	27	39	0	65
V68	0	2	3	0	97	0	0	37	0	0
V69	4	8	14	0	4	14	0	7	0	0
V70	463	44	47	0	66	0	0	37	0	0
V71	47	49	0	11	54	12	37	1	0	0
V72	11	272	151	0	0	0	0	0	0	35
V73	26	99	6	87	38	0	0	117	0	28
V74	5	7	72	0	41	1	0	13	0	0
V75	35	0	109	160	0	4	0	26	20	55
V76	89	8	31	118	26	5	25	7	0	0
V77	12	37	2	34	28	18	16	0	0	11
V78	64	60	17	0	33	3	12	0	0	0
V79	66	62	23	19	47	59	0	26	42	22
V80	90	23	131	32	2	0	0	0	0	27
V81	20	0	31	215	22	61	66	3	0	0
V82	91	65	5	17	8	22	83	9	28	0
V83	24	0	4	0	4	8	0	7	15	0
V84	3	197	0	70	0	57	31	18	18	0
V85	335	37	51	72	29	3	0	28	40	0
V86	78	0	37	54	12	6	25	66	0	20
V87	191	76	68	85	8	3	0	19	23	0
V88	71	0	1	19	14	0	0	16	0	2
V89	33	92	18	0	0	0	13	23	0	13
V90	193	1	19	0	36	0	0	0	0	1
V91	12	115	120	22	3	52	3	8	16	0
V92	138	13	11	21	0	161	54	9	9	1
V93	16	24	63	43	8	0	7	17	0	18
V94	18	16	4	13	0	1	0	4	5	17
V95	2	138	1	82	0	6	0	25	0	66
V96	10	0	111	53	42	1	0	22	44	28
V97	5	11	2	9	0	10	38	8	17	0
V98	194	40	54	0	0	9	13	4	18	26
V99	24	3	25	57	36	0	16	2	0	0
V100	295	0	1	0	24	44	138	3	0	0
