Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	128	19	6	177	9	0	0	10
V2	0	90	12	105	14	17	5	12
V3	166	51	29	11	18	20	6	0
V4	22	126	44	172	0	10	12	0
V5	4	58	82	24	14	2	0	11
V6	8	280	7	40	79	4	37	0
V7	124	648	0	29	163	16	64	25
V8	2	37	54	92	5	6	77	0
V9	0	16	40	154	56	0	0	20
V10	50	9	226	23	20	7	0	0
V11	96	110	19	24	13	0	0	0
V12	268	5	22	8	7	11	0	23
V13	17	0	145	62	31	6	0	27
V14	13	43	138	15	54	0	22	2
V15	62	14	31	32	36	37	26	43
V16	66	0	20	162	12	0	92	12
V17	0	1	60	7	39	27	0	0
V18	25	3	12	26	20	0	65	0
V19	10	136	0	48	7	6	13	36
V20	42	10	3	69	30	49	10	43
V21	22	143	25	182	5	48	7	0
V22	43	108	82	39	66	5	3	0
V23	17	10	0	5	241	34	0	25
V24	43	7	45	10	5	0	31	0
V25	50	127	154	4	103	11	35	0
V26	25	9	281	0	16	15	0	0
V27	45	46	190	5	7	22	7	0
V28	25	9	307	51	47	45	26	8
V29	221	105	3	1	1	5	0	0
V30	199	24	8	195	0	0	23	0
V31	47	9	66	0	0	7	45	0
V32	18	56	18	44	15	49	0	18
V33	0	35	0	142	48	197	1	80
V34	11	11	0	24	3	16	17	31
V35	30	2	78	1	17	2	0	0
V36	0	1	5	45	35	6	1	15
V37	5	58	51	24	61	75	0	22
V38	260	81	78	7	23	11	0	0
V39	375	4	0	64	7	12	27	16
V40	4	3	4	187	109	19	66	0
V41	11	33	14	11	0	0	1	20
V42	48	177	23	122	60	4	0	0
V43	2	1	0	53	55	26	0	0
V44	124	47	163	26	8	0	0	38
V45	19	2	284	26	0	20	0	23
V46	26	88	24	0	2	12	14	0
V47	11	1	13	101	28	89	27	0
V48	0	0	10	35	20	13	5	7
V49	0	71	52	57	11	8	26	0
V50	26	147	9	8	0	8	1	0
V51	71	139	2	50	50	176	26	1
V52	17	233	30	0	59	38	0	5
V53	3	95	82	58	105	30	0	0
V54	1	67	8	0	97	7	36	0
V55	27	2	0	83	50	83	14	0
V56	39	9	41	8	0	0	0	8
V57	0	91	43	181	0	1	13	0
V58	22	17	6	0	0	10	0	7
V59	3	5	41	12	17	6	15	0
V60	102	23	5	0	2	28	29	0
V61	67	15	72	4	0	1	3	36
V62	9	95	0	136	88	17	0	51
V63	414	53	3	65	0	69	15	7
V64	0	18	14	112	97	19	0	2
V65	0	18	1	0	0	9	3	0
V66	213	18	6	1	0	73	8	64
V67	33	18	3	0	57	5	10	0
V68	19	22	44	87	0	2	0	0
V69	195	9	121	0	24	6	1	0
V70	56	189	26	0	127	0	35	0
V71	0	2	252	67	340	8	0	71
V72	13	1	151	0	225	0	22	0
V73	31	95	5	228	0	6	21	25
V74	66	218	5	22	42	40	60	0
V75	273	7	58	33	26	11	0	0
V76	28	11	173	66	82	22	0	0
V77	93	65	0	16	61	83	0	0
V78	63	0	5	26	66	28	0	0
V79	22	27	169	0	13	10	10	19
V80	514	124	1	0	13	0	65	0
V81	37	98	21	0	281	4	0	3
V82	34	14	6	33	128	56	11	5
V83	48	0	6	176	38	0	54	0
V84	0	10	54	88	116	0	6	2
V85	3	7	53	86	37	4	0	0
V86	3	19	180	28	1	5	4	0
V87	6	25	95	49	118	195	0	0
V88	14	10	110	5	34	0	0	19
V89	9	3	41	17	16	84	0	0
V90	222	287	19	4	14	36	20	4
V91	167	121	0	30	54	21	19	0
V92	215	177	192	11	197	0	0	30
V93	3	99	6	0	6	2	11	0
V94	28	112	0	33	82	0	0	1
V95	72	39	50	0	0	3	0	7
V96	109	0	1	46	31	17	11	0
V97	36	3	14	101	6	58	0	89
V98	28	0	147	75	105	0	24	0
V99	0	4	102	15	61	0	3	0
V100	47	11	0	66	33	39	0	73
