NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	73.298	23.559	16.762	13.853	0.134	0.986	30000.0
2	73.096	22.886	16.489	13.229	0.125	0.988	40000.0
3	74.986	22.779	16.915	13.151	0.127	0.988	30000.0
4	74.138	23.143	16.775	13.338	0.129	0.988	30000.0
5	75.649	22.921	17.298	13.289	0.126	0.989	20000.0
6	72.77	22.584	16.538	12.974	0.125	0.988	30000.0
7	72.439	22.665	15.835	12.938	0.128	0.988	40000.0
8	71.775	22.836	16.367	13.435	0.129	0.987	30000.0
9	81.794	25.373	19.204	15.239	0.152	0.984	30000.0
10	74.084	23.684	16.987	14.052	0.131	0.986	20000.0
