NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.053	16.991	11.558	11.614	0.09	0.99	90000.0
2	38.422	14.895	9.362	9.644	0.09	0.992	40000.0
3	38.073	14.886	9.111	9.369	0.091	0.994	40000.0
4	43.21	16.675	11.944	11.644	0.088	0.991	80000.0
5	41.9	15.99	11.593	11.089	0.089	0.991	40000.0
6	39.648	15.632	9.599	10.015	0.094	0.993	40000.0
7	37.637	14.919	8.828	9.093	0.089	0.994	80000.0
8	39.821	15.243	9.834	9.8	0.087	0.993	30000.0
9	41.533	16.368	9.987	10.246	0.096	0.993	30000.0
10	43.908	17.492	11.236	11.455	0.094	0.991	40000.0
