MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	2.75E-07	0.00E+00	1.35E-02	2.32E-02	4.76E-08	3.31E-03	8.86E-03	5.39E-02	6.38E-03	3.34E-02	6.07E-03	4.07E-02	1.39E-02
1:Del:C:1	7.40E-04	4.15E-08	7.22E-03	1.30E-02	0.00E+00	0.00E+00	1.38E-02	2.80E-02	6.13E-03	1.95E-02	1.83E-02	2.40E-02	2.79E-02
1:Del:C:2	3.57E-05	4.22E-11	2.17E-03	6.43E-04	2.53E-04	0.00E+00	3.24E-03	2.79E-04	2.36E-03	8.32E-07	4.95E-04	1.02E-03	9.64E-05
1:Del:C:3	4.54E-04	3.81E-08	1.18E-03	1.98E-03	3.22E-04	1.43E-04	3.02E-03	8.14E-03	1.57E-03	1.15E-02	2.82E-03	1.88E-02	1.41E-02
1:Del:C:4	9.57E-04	0.00E+00	5.25E-03	2.62E-03	1.28E-03	1.50E-03	0.00E+00	4.73E-03	1.48E-03	1.10E-03	1.90E-03	7.68E-03	1.58E-03
1:Del:C:5	8.51E-04	3.46E-04	1.61E-03	7.99E-04	3.30E-03	0.00E+00	8.84E-04	1.72E-04	1.20E-04	1.46E-02	6.41E-03	0.00E+00	1.02E-03
1:Del:T:0	6.01E-04	6.32E-04	9.61E-03	1.25E-02	1.78E-03	7.79E-03	4.37E-03	3.05E-02	4.96E-03	1.09E-02	7.89E-03	2.54E-02	2.18E-02
1:Del:T:1	1.08E-04	6.27E-08	5.21E-03	7.17E-03	4.57E-04	3.11E-03	1.43E-03	9.70E-03	1.65E-03	7.08E-04	1.76E-03	2.37E-02	1.16E-02
1:Del:T:2	2.27E-03	1.04E-02	6.28E-03	1.14E-02	2.07E-03	2.18E-02	2.76E-03	1.50E-02	1.46E-03	3.08E-02	8.49E-04	3.96E-02	6.87E-03
1:Del:T:3	5.59E-04	5.66E-04	9.98E-03	1.23E-02	3.51E-03	7.99E-04	6.26E-04	1.69E-02	3.44E-03	1.48E-02	2.79E-02	2.01E-02	5.36E-03
1:Del:T:4	7.31E-04	5.10E-08	2.12E-03	1.16E-02	8.15E-03	7.41E-08	0.00E+00	8.13E-03	0.00E+00	6.01E-02	1.13E-02	1.09E-02	2.40E-04
1:Del:T:5	5.17E-08	3.27E-08	6.38E-02	1.23E-07	1.75E-02	6.64E-04	1.34E-03	6.86E-03	2.87E-03	5.06E-02	1.12E-01	6.37E-07	5.68E-02
1:Ins:C:0	3.28E-08	2.08E-07	6.74E-08	6.42E-08	3.76E-08	7.69E-05	9.52E-04	1.45E-03	1.74E-04	2.63E-04	6.02E-04	8.21E-04	1.09E-03
1:Ins:C:1	9.25E-05	2.09E-08	1.47E-07	3.46E-08	1.87E-04	0.00E+00	7.30E-04	2.16E-04	5.03E-04	1.56E-03	1.94E-04	3.68E-04	2.15E-04
1:Ins:C:2	3.56E-08	3.80E-08	2.67E-06	1.60E-04	2.23E-07	7.12E-08	1.20E-03	2.05E-07	5.51E-04	4.60E-04	1.35E-03	3.34E-04	5.85E-07
1:Ins:C:3	3.44E-08	3.53E-08	4.86E-04	4.17E-08	8.25E-05	1.57E-04	5.22E-08	4.97E-08	1.39E-07	3.68E-07	2.51E-04	6.18E-07	1.67E-07
1:Ins:C:4	2.43E-04	1.94E-04	4.35E-04	0.00E+00	5.09E-04	2.70E-03	1.43E-07	1.76E-03	8.87E-04	4.50E-03	8.99E-03	2.10E-03	3.60E-04
1:Ins:C:5	3.18E-03	3.41E-04	5.49E-04	0.00E+00	1.92E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.94E-02	3.30E-03	0.00E+00	6.74E-03
1:Ins:T:0	1.73E-04	2.79E-04	1.41E-03	7.06E-03	8.17E-04	1.40E-46	2.25E-03	6.16E-03	1.82E-03	4.84E-03	2.01E-03	6.08E-03	2.09E-02
1:Ins:T:1	0.00E+00	3.03E-08	6.40E-03	2.39E-03	4.72E-04	2.19E-08	1.42E-03	7.94E-03	1.76E-03	2.25E-08	8.34E-04	6.69E-03	2.61E-03
1:Ins:T:2	1.45E-04	1.35E-04	1.04E-04	6.44E-04	3.88E-04	6.28E-04	1.36E-03	4.11E-03	1.78E-08	2.01E-03	2.37E-03	1.49E-03	4.93E-04
1:Ins:T:3	6.68E-04	2.02E-08	0.00E+00	7.92E-09	6.30E-09	7.32E-08	1.21E-03	1.26E-04	2.13E-03	0.00E+00	5.04E-04	3.16E-05	3.10E-03
1:Ins:T:4	2.69E-03	1.07E-04	1.03E-02	6.43E-05	1.54E-03	7.20E-04	0.00E+00	1.69E-05	7.34E-08	8.94E-03	1.61E-02	2.47E-03	5.40E-02
1:Ins:T:5	7.68E-03	0.00E+00	4.78E-03	3.21E-03	1.54E-07	7.37E-08	2.75E-03	2.45E-02	1.08E-02	4.32E-02	2.10E-03	1.59E-06	1.17E-01
2:Del:R:0	4.41E-04	2.76E-07	8.58E-04	1.83E-03	0.00E+00	1.14E-03	2.20E-03	5.35E-03	3.52E-03	1.69E-03	3.28E-04	3.59E-03	6.61E-03
2:Del:R:1	1.09E-04	2.66E-05	0.00E+00	1.55E-03	5.71E-04	2.45E-08	1.85E-03	1.41E-03	7.41E-03	2.30E-03	1.41E-02	1.24E-02	7.37E-03
2:Del:R:2	0.00E+00	2.76E-08	4.29E-04	2.05E-04	5.08E-04	3.22E-04	0.00E+00	8.80E-04	0.00E+00	2.09E-07	2.07E-03	7.17E-04	1.71E-08
2:Del:R:3	7.87E-05	1.80E-04	1.51E-03	1.82E-05	2.60E-04	5.42E-04	1.01E-07	0.00E+00	9.73E-09	9.19E-04	9.13E-07	1.38E-03	3.74E-04
2:Del:R:4	5.58E-05	1.92E-08	6.38E-04	2.65E-08	3.66E-04	1.92E-04	4.90E-08	3.76E-08	5.99E-08	1.20E-03	2.72E-04	8.53E-08	5.27E-04
2:Del:R:5	4.21E-08	2.08E-08	1.15E-03	2.55E-05	3.26E-07	7.99E-08	3.65E-04	2.66E-04	9.72E-05	1.43E-04	7.29E-04	8.81E-04	1.05E-03
3:Del:R:0	8.59E-08	4.13E-05	8.06E-04	6.61E-04	0.00E+00	4.56E-04	2.31E-03	3.45E-03	4.06E-03	1.60E-03	1.83E-03	4.20E-03	4.10E-03
3:Del:R:1	1.30E-03	3.58E-05	2.49E-04	1.94E-04	1.17E-03	8.13E-04	3.57E-04	3.76E-03	1.04E-03	2.97E-03	3.38E-03	3.59E-03	1.12E-02
3:Del:R:2	4.76E-04	3.89E-05	4.42E-03	2.37E-05	4.54E-04	4.81E-08	9.86E-04	1.79E-03	1.19E-03	1.27E-03	8.71E-04	4.22E-03	8.61E-04
3:Del:R:3	8.38E-05	9.21E-05	1.09E-07	7.05E-05	4.92E-04	8.44E-05	0.00E+00	1.12E-04	1.40E-08	9.08E-04	1.00E-03	3.82E-04	0.00E+00
3:Del:R:4	2.17E-08	1.19E-08	3.52E-08	2.79E-08	4.94E-08	9.89E-08	8.92E-08	7.28E-08	1.11E-07	1.52E-07	1.59E-07	1.94E-07	1.09E-07
3:Del:R:5	2.17E-08	1.19E-08	3.52E-08	2.79E-08	4.94E-08	9.89E-08	8.92E-08	7.28E-08	1.11E-07	1.52E-07	1.59E-07	1.94E-07	1.09E-07
4:Del:R:0	3.39E-05	1.40E-08	1.80E-04	4.86E-04	1.25E-08	1.15E-03	1.66E-03	4.63E-03	2.55E-03	7.42E-09	8.97E-04	5.98E-03	1.43E-03
4:Del:R:1	7.83E-05	4.49E-05	4.22E-03	9.62E-04	2.06E-04	2.83E-03	1.40E-03	4.07E-03	4.53E-04	2.90E-03	2.14E-03	5.02E-04	2.91E-04
