MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	7.511871444876305e-08	8.537494267102375e-08	6.241529717954108e-07	2.5233362066501286e-07	0.6734041512012482	1.1978237353105214e-06	0.001519789730980392	0.01655239404499298	0.02827354610344628	7.006492321624085e-46	0.2137793050140317	0.008884544215652568	0.016004115333839764	0.0006244324039144545	0.00845438510978056	0.020716684924740037	0.0008055178448557853
1:Del:C:1	1.175716590751108e-08	0.0	5.778566599828745e-32	0.0	0.09832335682585835	0.023631556890904903	2.3314044881317386e-07	1.5592832590844177e-16	0.004567717015832763	0.008052331302314997	0.04616317003965378	0.06743541487767288	0.014441976985290239	0.0039982378482818605	0.08948731943964958	0.09103312827646733	3.750353243958671e-07
1:Del:C:2	0.0	8.834350495590116e-09	0.0	0.00031745141198484815	0.0012164420485476057	0.0034053873699235737	0.00025162003732930315	0.0038992605655266744	1.656687062450146e-05	0.0013256109504567349	0.0005965007469058037	0.002436787973888954	0.0006094149313867093	0.0008407874283065553	0.0082434209996336	6.178052984751048e-07	0.0002618186641484499
1:Del:C:3	0.0	0.0038659250708008132	0.003184427943187984	0.0	7.273208211699966e-07	0.0	0.003483669459819794	0.009040618862604788	0.0063388368114829065	0.0057504388969391584	0.010680912696170709	0.007716699689626694	0.0316109960549511	0.007480199867859483	0.012462378479540348	0.00143261831253767	0.014238848630338908
1:Del:C:4	0.000129266860258781	0.0007701735943555832	0.002786228829063475	0.0012641805340535938	0.0063393588129201815	0.0012414462631568312	0.0	0.004440862266346812	0.00040261326357722283	0.00028510016854852436	0.014790888136485592	0.0006506800185889005	0.007470431085675955	0.0008007477968931198	0.033895928971469404	0.03506022104993463	0.0041753839468583465
1:Del:C:5	2.6595337428148013e-05	0.0011879901110660284	0.008227863367960709	0.0	9.185434350911237e-08	0.001314521360805543	0.0	0.00010905909584835172	0.004352781831403263	0.002663611760362983	0.000921633536927402	0.0036595452015717456	0.008439812796677871	0.005221447208896279	7.159103915910237e-07	0.04967434061691165	6.853185368527192e-07
1:Del:T:0	0.0	0.0015547440852969885	0.0	0.0006073825992643833	0.06626615315450704	0.02664223606266205	0.0013661624863743782	0.012665266193107528	0.02878817990422249	0.027366131730377673	0.09489158298820258	0.35500798374414444	0.0016879728063941002	0.008838741644285619	0.031869408462807766	0.024119422212245445	0.023306703340495005
1:Del:T:1	0.00012532054097391665	3.2544858186156486e-08	0.0	0.0	0.03213839852251112	0.0024616457492811607	0.0032479897141456603	0.010032110894098879	0.03476912591781911	0.0006930574658326804	0.04741885885596275	0.009580048546195031	0.02560556777752936	0.0013104949030093849	0.035973404810511055	0.004140067333355546	1.4012984643248171e-46
1:Del:T:2	2.3446467878329713e-08	0.0	0.00017696947547847232	0.00042261987900928946	0.05454312581568956	0.00012521715834736823	0.0	0.006400592302998121	0.04161498140274489	3.4238139505760047e-07	0.009591257944703103	0.012005690009164027	0.009033234160961	0.00093184339355048	0.402507608756423	0.006846357940594317	0.0
1:Del:T:3	0.0	0.001739889942109585	0.0022245612781262025	0.016980411112308504	0.004471655293491495	9.884184703374999e-22	0.14992089168472375	4.203895392974451e-46	0.7345065087080002	0.009370488979629953	0.02342783845961094	0.022104800373199396	0.016883243061602115	0.049248984456062316	0.025037141516804695	0.012319263274230252	0.026575009624127687
1:Del:T:4	0.0012350588071058156	0.0018012784616075806	0.009896322234999389	0.0	0.020108812116086484	0.00022445742506533862	0.024212578311562538	0.0	0.049921232555061576	0.0010056399692530249	0.33198390901088715	0.024144023656845093	0.09997396478429436	0.008839962724596261	0.03556450754404068	0.021682158671319486	0.02896614484488964
1:Del:T:5	4.204831668630504e-07	6.901627681481713e-08	0.955766236782074	2.8730394774356683e-08	1.1210387714598537e-45	1.79003230869057e-06	6.466936838478432e-07	4.277832772459078e-07	3.6135438676865304e-07	4.767164045915775e-06	2.6379379448826513e-06	3.5408755252319677e-07	0.3477109372615814	2.3725654045847478e-07	0.01452996399902986	0.2233418086356096	0.018572788952931775
1:Ins:C:0	6.045858857675057e-05	2.5680436266384277e-08	7.763203178079436e-08	0.0	1.378624574499554e-08	0.0017165551301332016	1.0362346358760988e-08	4.866383946477982e-07	3.297391472756317e-07	0.0010589990285183148	1.299370410379197e-07	0.003129760827869177	1.4005999844357574e-07	0.0017049298642035637	0.0016014165478051012	0.0009231750889881595	0.0
1:Ins:C:1	1.3910661245120082e-07	1.1233554886302955e-08	1.1404337918463625e-05	0.0004740371139405397	3.076149005210027e-06	1.058005025811326e-08	2.997842557306285e-07	0.0010651830346304792	0.000468117381024058	0.0016515067635168635	2.6012501621153204e-06	0.0035480345757207487	0.004062863590661436	3.1801696138700207e-07	0.000904827336694325	9.476284262177614e-07	0.0
1:Ins:C:2	0.00016295159400998572	3.822692775656833e-08	2.2821957799123992e-07	9.645167153848889e-09	5.388479280554748e-08	0.0003660490270704031	8.003862710381781e-08	0.0005332321040214083	1.3264764845644096e-06	0.002839057767187114	2.2503360241898918e-07	0.00114043088294693	4.9013232228389826e-08	5.112515282235108e-08	4.933909849569318e-07	0.0009127849722393222	2.4199648862577304e-08
1:Ins:C:3	0.00014882332533829867	0.001662605343699397	3.49005055966245e-08	7.1379317461151e-07	1.142932546827069e-07	1.304455167883134e-07	1.1209215955432228e-07	0.00014532400527969002	7.216750178055953e-07	0.00034771929850876406	5.777160907882716e-07	1.8950112234961125e-07	0.0009275054214185729	2.2475809964817016e-05	0.00044206473976373675	0.0010109964653953086	0.005338238252793559
1:Ins:C:4	4.1733082412065416e-08	0.0013471768761519343	0.0008363003078557085	3.878772503185246e-09	0.0	0.00022775772085878999	0.00029692999949020303	0.0008301854888543402	0.0001883342056089532	0.004207167797721923	0.0	0.001646705296343498	0.0016774113260325408	0.0023700302143538467	0.0	0.009774509062953029	0.008124208985827863
1:Ins:C:5	1.0329640716122413e-07	0.008201520988666288	0.0022065095327320704	0.00011752967084248667	0.0003611747735277504	8.265068629498273e-09	9.265785379852787e-07	3.2062811072819387e-09	7.434354074575821e-08	0.0200715800139335	0.003734859399776269	0.0007324138022340776	0.001588413562177493	0.023438070717542205	1.8014445686276303e-07	0.023339827223480825	0.1698225572705269
1:Ins:T:0	0.0002521073736716062	0.002431326697114855	0.0	0.0	0.010963332653045655	0.0	0.0	0.004691439215093851	7.24295387044549e-05	0.016540335773333935	0.012151577160693705	0.0006719957105815411	0.0018621133640408516	0.001877669058740139	0.0298205204308033	0.020159564400091767	0.019912226917222144
1:Ins:T:1	0.00012635133462026715	0.00012055729021085427	0.0	0.008328601729590445	0.009325849078595638	0.006649253750219941	0.00411112504079938	0.0030673960456624625	0.02111417967826128	0.0015512567479163408	0.003177570179104805	0.01565412515774369	0.015243311029928463	0.0021883864072151484	0.02854552250355482	0.002255530065303901	0.00025057431776076555
