MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	7.51E-08	6.74E-08	4.47E-07	2.52E-07	3.74E-02	5.51E-07	1.52E-03	7.66E-03	2.25E-02	4.31E-46	5.08E-02	8.88E-03	1.12E-02	6.22E-04	8.45E-03	2.07E-02	8.06E-04
1:Del:C:1	1.18E-08	0.00E+00	5.78E-32	0.00E+00	1.93E-02	6.78E-03	1.95E-07	1.56E-16	4.57E-03	4.12E-03	3.80E-02	4.25E-02	7.91E-03	4.00E-03	3.33E-02	5.79E-02	3.75E-07
1:Del:C:2	0.00E+00	8.83E-09	0.00E+00	2.22E-04	6.82E-04	1.24E-03	1.85E-04	1.66E-03	1.64E-05	1.33E-03	5.97E-04	2.44E-03	6.09E-04	8.41E-04	3.23E-03	3.99E-07	2.62E-04
1:Del:C:3	0.00E+00	1.66E-03	9.13E-04	0.00E+00	7.27E-07	0.00E+00	3.48E-03	3.68E-03	3.32E-03	2.30E-03	3.85E-03	6.13E-03	2.21E-02	7.20E-03	7.10E-03	1.43E-03	8.06E-03
1:Del:C:4	1.07E-04	6.79E-04	1.19E-03	3.97E-04	1.97E-03	6.35E-04	0.00E+00	1.85E-03	4.03E-04	2.85E-04	4.50E-03	6.51E-04	6.16E-03	8.01E-04	1.29E-02	2.48E-02	2.56E-03
1:Del:C:5	2.64E-05	4.20E-04	2.20E-03	0.00E+00	9.19E-08	7.92E-04	0.00E+00	1.09E-04	1.54E-03	1.47E-03	6.37E-04	1.96E-03	4.81E-03	4.52E-03	7.16E-07	2.23E-02	5.89E-07
1:Del:T:0	0.00E+00	1.08E-03	0.00E+00	6.07E-04	1.53E-02	9.36E-03	1.37E-03	6.01E-03	1.48E-02	1.14E-02	3.31E-02	8.22E-02	1.69E-03	5.73E-03	2.04E-02	1.33E-02	9.19E-03
1:Del:T:1	8.82E-05	3.25E-08	0.00E+00	0.00E+00	7.69E-03	1.66E-03	3.25E-03	2.84E-03	1.74E-02	5.39E-04	2.03E-02	4.94E-03	1.13E-02	9.05E-04	1.78E-02	2.38E-03	1.40E-46
1:Del:T:2	1.95E-08	0.00E+00	1.77E-04	4.23E-04	1.43E-02	1.25E-04	0.00E+00	5.94E-03	2.75E-02	3.42E-07	6.51E-03	8.13E-03	7.06E-03	9.30E-04	6.80E-02	6.84E-03	0.00E+00
1:Del:T:3	0.00E+00	1.74E-03	1.45E-03	1.05E-02	4.47E-03	9.88E-22	4.43E-02	2.99E-46	7.33E-02	4.89E-03	1.25E-02	1.59E-02	1.05E-02	4.92E-02	1.33E-02	6.66E-03	1.36E-02
1:Del:T:4	9.56E-04	9.45E-04	3.52E-03	0.00E+00	1.13E-02	2.24E-04	1.90E-02	0.00E+00	2.51E-02	1.01E-03	6.86E-02	1.58E-02	3.11E-02	5.57E-03	1.95E-02	1.20E-02	1.82E-02
1:Del:T:5	7.86E-08	5.28E-08	7.38E-03	2.87E-08	1.87E-46	4.50E-07	4.55E-07	3.51E-07	2.57E-07	4.34E-06	1.25E-06	2.19E-07	7.45E-02	1.98E-07	1.45E-02	8.71E-02	1.86E-02
1:Ins:C:0	5.02E-05	1.52E-08	3.37E-08	0.00E+00	1.38E-08	6.57E-04	1.04E-08	4.66E-07	1.65E-07	8.39E-04	6.96E-08	1.39E-03	1.07E-07	1.70E-03	1.07E-03	6.16E-04	0.00E+00
1:Ins:C:1	9.37E-08	1.12E-08	1.11E-05	2.21E-04	3.08E-06	1.06E-08	3.00E-07	5.08E-04	3.23E-04	1.45E-03	2.36E-06	2.37E-03	2.59E-03	1.50E-07	9.05E-04	8.29E-07	0.00E+00
1:Ins:C:2	1.23E-04	1.99E-08	9.76E-08	9.65E-09	5.39E-08	3.66E-04	4.34E-08	5.32E-04	2.81E-07	8.63E-04	1.66E-07	8.53E-04	4.90E-08	5.11E-08	3.37E-07	9.13E-04	1.62E-08
1:Ins:C:3	1.12E-04	4.57E-04	1.57E-08	4.19E-07	1.14E-07	1.30E-07	1.01E-07	1.45E-04	7.22E-07	3.38E-04	5.40E-07	1.90E-07	5.78E-04	2.25E-05	4.42E-04	1.01E-03	4.23E-03
1:Ins:C:4	4.17E-08	6.46E-04	3.23E-04	3.88E-09	0.00E+00	1.40E-04	2.28E-04	5.55E-04	1.88E-04	2.70E-03	0.00E+00	1.11E-03	1.16E-03	1.05E-03	0.00E+00	3.87E-03	3.80E-03
1:Ins:C:5	4.95E-08	2.86E-03	1.01E-03	9.45E-05	3.61E-04	8.27E-09	5.54E-07	3.21E-09	7.43E-08	1.34E-02	2.19E-03	7.32E-04	1.59E-03	2.07E-02	1.80E-07	2.18E-02	6.24E-02
1:Ins:T:0	2.28E-04	7.83E-04	0.00E+00	0.00E+00	2.30E-03	0.00E+00	0.00E+00	1.86E-03	7.24E-05	6.40E-03	3.43E-03	6.72E-04	1.42E-03	1.25E-03	1.27E-02	1.05E-02	8.62E-03
1:Ins:T:1	1.26E-04	1.06E-04	0.00E+00	2.25E-03	1.95E-03	2.00E-03	2.10E-03	2.20E-03	4.84E-03	1.20E-03	2.40E-03	6.11E-03	1.01E-02	1.28E-03	1.43E-02	2.25E-03	2.51E-04
1:Ins:T:2	7.80E-08	3.61E-08	1.63E-08	6.90E-08	1.64E-04	5.52E-05	0.00E+00	2.60E-04	2.11E-07	2.58E-03	6.82E-04	4.35E-03	3.23E-03	4.52E-05	2.89E-03	1.96E-03	9.74E-04
1:Ins:T:3	9.82E-05	7.74E-04	1.99E-08	0.00E+00	6.54E-05	4.33E-04	0.00E+00	0.00E+00	2.60E-04	1.01E-02	8.85E-04	6.50E-04	3.10E-04	5.85E-33	9.69E-07	3.84E-03	5.94E-03
1:Ins:T:4	2.21E-07	1.57E-03	1.75E-04	0.00E+00	5.70E-04	3.28E-03	0.00E+00	0.00E+00	0.00E+00	1.70E-02	1.71E-03	4.56E-03	3.37E-03	1.61E-03	1.08E-02	3.08E-02	3.17E-03
1:Ins:T:5	9.28E-08	8.48E-03	1.10E-07	4.52E-07	1.44E-07	1.62E-03	2.18E-03	6.75E-03	3.26E-07	6.86E-46	1.63E-02	7.10E-04	3.25E-06	1.06E-01	1.93E-03	1.88E-03	9.26E-02
2:Del:R:0	3.16E-04	3.55E-04	6.19E-04	1.57E-04	1.25E-03	5.26E-03	8.31E-04	0.00E+00	9.51E-04	3.37E-04	5.29E-03	1.59E-02	2.39E-03	1.71E-03	1.24E-02	1.63E-02	3.22E-04
2:Del:R:1	3.98E-08	6.99E-08	1.40E-05	1.80E-02	7.31E-04	4.53E-03	3.96E-02	3.97E-07	4.04E-03	4.88E-02	3.28E-03	1.24E-02	2.26E-06	7.89E-03	1.04E-03	5.80E-08	1.07E-03
2:Del:R:2	1.07E-08	3.22E-04	4.00E-04	3.15E-04	1.07E-04	0.00E+00	1.71E-03	1.65E-06	0.00E+00	2.75E-04	4.52E-07	1.14E-03	3.02E-07	6.26E-03	6.73E-04	3.70E-03	5.76E-03
2:Del:R:3	1.10E-04	1.62E-04	3.58E-08	1.05E-08	2.82E-08	0.00E+00	1.45E-07	4.81E-07	1.05E-07	1.03E-06	0.00E+00	0.00E+00	3.21E-04	3.23E-04	1.25E-07	1.88E-07	1.48E-04
2:Del:R:4	5.75E-03	1.03E-08	6.18E-09	4.44E-04	5.06E-08	3.10E-03	8.80E-05	1.12E-03	4.21E-03	1.57E-03	9.72E-08	7.37E-02	2.14E-02	4.52E-02	1.40E-46	2.80E-46	4.98E-08
2:Del:R:5	2.83E-08	3.79E-05	0.00E+00	1.65E-04	4.10E-08	3.64E-04	1.17E-04	1.25E-04	5.52E-04	5.40E-08	0.00E+00	9.91E-05	3.15E-04	2.09E-04	1.92E-03	1.42E-08	0.00E+00
3:Del:R:0	0.00E+00	1.53E-08	0.00E+00	1.89E-07	6.29E-04	9.40E-04	4.92E-06	2.07E-03	0.00E+00	5.19E-03	4.48E-03	1.01E-02	4.32E-04	7.12E-04	1.01E-03	1.34E-02	9.39E-03
3:Del:R:1	9.66E-08	2.03E-04	1.68E-07	1.29E-02	2.11E-07	2.82E-04	6.36E-02	1.40E-46	1.25E-02	2.26E-03	4.42E-02	1.03E-03	4.90E-07	7.22E-02	1.08E-02	7.63E-07	1.34E-07
3:Del:R:2	4.08E-03	1.88E-04	7.47E-04	5.32E-05	1.40E-03	5.14E-03	2.17E-04	6.55E-04	2.18E-03	1.54E-03	9.49E-04	1.92E-02	3.44E-02	1.70E-02	2.77E-04	5.84E-03	6.06E-03
3:Del:R:3	2.22E-08	8.10E-08	1.59E-07	7.65E-07	2.45E-04	0.00E+00	3.80E-08	2.29E-04	2.24E-04	2.01E-04	2.78E-04	8.23E-08	3.13E-04	8.37E-05	1.86E-07	7.63E-04	7.54E-04
3:Del:R:4	1.75E-08	2.06E-08	1.62E-08	2.67E-08	5.18E-08	5.40E-08	1.39E-07	9.23E-08	1.15E-07	5.79E-08	7.81E-08	2.15E-07	1.18E-07	1.27E-07	3.30E-07	2.27E-07	1.53E-07
3:Del:R:5	1.75E-08	2.06E-08	1.62E-08	2.67E-08	5.18E-08	5.40E-08	1.39E-07	9.23E-08	1.15E-07	5.79E-08	7.81E-08	2.15E-07	1.18E-07	1.27E-07	3.30E-07	2.27E-07	1.53E-07
4:Del:R:0	1.81E-08	0.00E+00	1.32E-04	0.00E+00	3.43E-04	2.12E-03	1.06E-08	4.09E-03	5.16E-04	4.26E-03	2.41E-08	2.65E-04	1.01E-03	6.44E-08	3.13E-07	1.23E-03	0.00E+00
4:Del:R:1	6.62E-05	2.74E-04	7.22E-04	3.78E-04	4.86E-04	5.93E-04	2.14E-46	0.00E+00	1.71E-04	1.40E-03	1.61E-03	2.04E-03	4.05E-03	2.40E-03	3.62E-03	8.02E-03	1.69E-03
4:Del:R:2	6.70E-08	3.06E-08	1.61E-04	1.55E-08	4.32E-04	3.30E-07	1.63E-03	0.00E+00	7.79E-05	5.91E-04	1.61E-03	9.84E-04	4.66E-04	9.09E-08	7.12E-04	1.06E-06	7.64E-04
4:Del:R:3	8.54E-03	6.91E-08	8.81E-08	3.43E-07	6.34E-46	1.96E-07	1.01E-06	2.97E-07	2.55E-07	3.12E-07	1.08E-06	2.08E-02	2.31E-02	8.28E-02	9.82E-07	6.09E-08	2.82E-07
4:Del:R:4	1.75E-08	2.06E-08	1.62E-08	2.67E-08	5.18E-08	5.40E-08	1.39E-07	9.23E-08	1.15E-07	5.79E-08	7.81E-08	2.15E-07	1.18E-07	1.27E-07	3.30E-07	2.27E-07	1.53E-07
4:Del:R:5	1.75E-08	2.06E-08	1.62E-08	2.67E-08	5.18E-08	5.40E-08	1.39E-07	9.23E-08	1.15E-07	5.79E-08	7.81E-08	2.15E-07	1.18E-07	1.27E-07	3.30E-07	2.27E-07	1.53E-07
5:Del:R:0	5.87E-08	0.00E+00	2.44E-09	1.15E-03	1.23E-07	3.61E-02	1.33E-03	6.04E-02	1.97E-07	3.10E-02	5.75E-03	8.31E-03	3.36E-02	4.84E-03	8.59E-03	4.55E-07	0.00E+00
5:Del:R:1	1.22E-08	1.05E-07	3.37E-04	8.90E-08	1.39E-04	4.37E-07	1.86E-07	6.38E-04	2.25E-07	2.55E-07	3.55E-08	9.43E-08	4.05E-03	1.05E-03	2.44E-03	1.70E-03	7.51E-04
5:Del:R:2	8.50E-08	2.46E-08	1.16E-04	4.93E-03	1.72E-07	0.00E+00	4.29E-02	6.59E-08	1.74E-03	3.79E-02	3.00E-07	3.79E-07	2.03E-06	9.76E-03	1.78E-06	5.20E-09	4.01E-07
5:Del:R:3	4.61E-08	2.82E-08	6.98E-08	7.62E-08	4.77E-08	5.98E-08	1.76E-07	1.12E-07	2.08E-07	2.30E-07	1.02E-06	1.98E-07	1.34E-04	8.79E-05	4.47E-04	1.08E-04	1.07E-04
5:Del:R:4	1.75E-08	2.06E-08	1.62E-08	2.67E-08	5.18E-08	5.40E-08	1.39E-07	9.23E-08	1.15E-07	5.79E-08	7.81E-08	2.15E-07	1.18E-07	1.27E-07	3.30E-07	2.27E-07	1.53E-07
5:Del:R:5	3.99E-08	3.00E-08	4.47E-08	7.46E-08	4.87E-08	4.85E-08	1.99E-07	8.09E-08	1.27E-07	1.10E-04	8.49E-08	1.52E-07	2.25E-04	2.53E-04	1.03E-06	2.15E-07	1.86E-07
2:Ins:R:0	0.00E+00	1.26E-07	7.70E-05	0.00E+00	2.26E-04	3.96E-04	2.00E-07	5.10E-04	6.23E-04	6.83E-04	2.45E-03	1.94E-03	1.93E-04	1.06E-03	2.09E-03	2.80E-03	4.19E-04
2:Ins:R:1	8.31E-05	4.49E-08	2.10E-08	1.79E-04	0.00E+00	0.00E+00	5.58E-08	2.71E-07	3.86E-04	5.09E-04	4.52E-04	1.06E-03	2.90E-04	6.06E-04	3.34E-03	3.65E-03	1.49E-03
2:Ins:R:2	2.11E-08	1.83E-08	0.00E+00	1.22E-08	3.66E-04	4.87E-07	1.94E-04	1.50E-04	1.88E-04	3.50E-06	1.79E-03	4.26E-04	4.87E-04	4.54E-04	1.92E-03	5.94E-04	5.71E-04
