Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	1.36E+00	1.66E+00	1.19E+00	1.09E+00	3.48E-01
V2	5.11E+00	4.69E+00	6.79E+00	5.72E+00	1.67E+00
V3	1.37E+00	5.00E+00	7.02E+00	6.25E+00	0.00E+00
V4	1.91E+00	2.66E+00	1.04E+00	4.73E-01	2.59E+00
V5	2.08E+01	2.17E+01	1.19E+01	1.56E+00	2.77E+00
V6	4.32E+00	1.38E+01	1.62E+01	1.58E+01	1.16E+00
V7	5.52E+01	4.43E+01	4.46E+01	3.31E+01	6.80E-01
V8	8.83E-01	5.88E+00	7.03E+00	6.06E+00	1.11E+00
V9	2.07E+01	1.73E+01	6.77E+00	1.37E+01	1.08E+00
V10	1.95E+01	2.50E+01	2.44E+01	7.19E+00	0.00E+00
V11	7.23E+00	6.77E+00	6.95E+00	2.91E+00	0.00E+00
V12	1.25E+01	1.49E+01	1.36E+01	1.14E+01	9.32E-01
V13	4.97E+00	3.17E+00	4.71E+00	3.15E+00	3.79E+00
V14	2.67E-01	2.83E+00	2.65E+00	3.27E+00	9.46E-01
V15	1.22E+01	8.97E+00	3.78E+00	6.50E+00	7.00E-01
V16	1.80E+01	2.15E+01	2.90E+01	1.99E+01	5.39E-01
V17	6.46E+00	4.50E+00	2.23E+00	2.04E+00	3.33E+00
V18	2.50E+00	8.92E+00	1.07E+01	2.28E+00	8.13E+00
V19	1.04E+01	1.06E+01	2.77E+00	9.40E+00	1.02E+00
V20	1.97E+01	1.88E+01	3.08E+00	1.49E+01	1.32E+00
V21	1.11E+00	1.94E+00	2.92E+00	2.75E+00	2.08E+00
V22	8.79E+00	1.05E+01	1.31E+01	8.66E+00	1.96E+00
V23	2.33E+01	2.33E+01	4.28E+00	1.80E+01	2.59E+00
V24	4.33E+00	3.85E+00	1.16E+00	1.84E+00	4.42E-01
V25	7.93E+00	6.11E+00	6.35E+00	5.24E+00	1.64E+00
V26	4.80E+00	7.27E+00	9.13E+00	9.25E+00	1.79E+00
V27	1.62E+01	1.80E+01	1.58E+01	1.14E+01	1.68E+00
V28	3.48E+00	4.12E+00	7.18E-01	1.32E+00	2.67E-01
V29	1.79E+01	1.87E+01	6.06E+00	1.20E+00	1.40E+00
V30	4.76E+00	5.71E+00	2.87E+00	4.27E+00	1.79E+00
V31	1.73E+01	1.71E+01	2.13E+00	2.34E+00	1.56E+00
V32	1.80E+01	1.89E+01	3.88E+00	3.56E+00	2.20E+00
V33	1.24E+01	1.05E+01	1.51E+00	1.83E+00	4.09E+00
V34	4.19E+00	4.21E+00	4.85E+00	3.77E+00	6.71E-01
V35	7.19E+01	5.99E+01	6.60E+01	4.48E+01	1.21E+00
V36	1.74E+00	2.37E+00	2.01E+00	1.03E+00	6.40E-01
V37	5.90E+00	7.05E+00	8.93E+00	8.24E+00	5.33E-01
V38	5.79E+00	4.31E+00	1.87E+00	4.97E+00	1.08E+00
V39	1.64E+01	2.61E+01	1.76E+01	2.55E+01	3.94E-01
V40	9.48E+00	1.22E+01	1.55E+00	2.82E+00	2.26E+00
V41	6.16E-01	8.45E+00	1.22E+01	9.72E+00	1.32E+00
V42	3.21E+01	2.77E+01	3.05E+01	1.89E+01	4.07E-01
V43	1.87E+01	1.50E+01	6.77E+00	1.03E+01	2.95E+00
V44	3.66E+00	3.56E+00	2.47E+00	4.62E+00	3.62E+00
V45	7.80E+00	2.60E+01	2.57E+01	2.62E+01	1.12E+00
V46	1.56E+01	1.20E+01	1.05E+01	8.37E+00	2.24E+00
V47	3.00E+01	2.52E+01	2.02E+01	1.57E+01	7.75E-01
V48	1.32E+01	1.52E+01	1.00E+01	2.91E+00	1.43E+00
V49	1.10E+00	1.03E+00	2.24E-01	0.00E+00	9.36E-01
V50	1.07E+01	1.31E+01	7.97E+00	3.34E+00	7.78E-01
V51	1.10E+01	1.03E+01	8.66E+00	8.00E+00	1.74E+00
V52	1.08E+01	1.15E+01	1.74E+00	8.96E+00	1.10E+00
V53	1.18E+01	1.71E+01	1.36E+01	2.75E+00	1.87E+00
V54	1.35E+01	1.41E+01	2.38E+00	1.22E+01	1.24E+00
V55	2.99E+01	2.97E+01	2.51E+00	2.09E+00	3.00E+00
V56	3.54E+01	4.28E+01	4.03E+01	3.45E+01	1.83E+00
V57	1.07E+01	3.02E+01	3.71E+01	3.13E+01	9.75E-01
V58	9.73E+00	9.12E+00	4.27E+00	1.12E+00	9.89E-01
V59	5.33E+00	3.99E+00	4.84E+00	3.53E+00	4.32E+00
V60	1.08E+01	1.07E+01	1.18E+01	8.35E+00	2.60E+00
V61	1.41E+01	1.24E+01	1.51E+01	7.09E+00	1.61E+00
V62	1.33E+01	1.36E+01	8.07E+00	6.95E+00	1.04E+00
V63	1.20E+01	8.47E+00	9.59E+00	7.80E+00	1.78E+00
V64	1.33E+01	1.59E+01	1.58E+01	7.78E+00	1.28E+00
V65	1.26E+01	1.20E+01	3.65E+00	1.00E+00	2.97E+00
V66	3.09E+01	2.53E+01	8.45E+00	2.20E+01	2.70E+00
V67	3.14E-01	1.39E+00	1.15E+00	1.02E+00	6.70E-01
V68	6.96E-01	6.00E-01	9.64E-01	7.77E-01	6.50E-01
V69	2.57E+00	2.95E+00	1.69E+00	1.18E+00	1.02E+00
V70	2.77E-01	1.36E+01	1.84E+01	1.40E+01	4.23E-01
V71	1.84E+01	2.39E+01	2.16E+01	1.00E-01	4.76E-01
V72	1.41E+01	1.08E+01	1.24E+01	7.03E+00	1.27E+00
V73	1.73E+00	7.07E+00	8.69E+00	5.95E+00	0.00E+00
V74	4.13E+00	7.12E+00	6.63E+00	1.37E+00	1.68E+00
V75	2.93E+00	2.48E+00	1.85E+00	1.33E+00	9.83E-01
V76	2.00E+00	5.32E+01	6.91E+01	5.11E+01	3.35E+00
V77	4.98E+00	6.17E+00	4.72E+00	3.43E+00	9.09E-01
V78	2.19E+01	2.31E+01	2.62E+01	1.28E+01	7.57E-01
V79	9.75E+00	1.75E+01	1.96E+01	9.43E-01	1.78E+00
V80	1.10E+00	8.74E+00	1.13E+01	8.29E+00	1.33E+00
V81	1.10E+01	1.07E+01	7.24E+00	6.00E-01	2.20E+00
V82	3.79E-01	1.00E-01	4.94E-01	2.89E+00	2.58E+00
V83	0.00E+00	2.72E+00	3.19E+00	2.39E+00	8.31E-01
V84	2.65E+00	3.05E+00	2.98E+00	2.83E+00	1.24E+00
V85	3.04E+00	5.13E+00	5.38E+00	4.92E+00	0.00E+00
V86	5.17E-01	8.74E+00	1.13E+00	9.10E+00	3.12E+00
V87	1.88E+01	1.51E+01	1.79E+01	1.04E+01	2.05E+00
V88	2.67E+01	2.84E+01	7.27E+00	4.13E+00	1.80E+00
V89	3.28E+01	2.72E+01	2.90E+01	1.47E+01	3.07E+00
V90	1.46E+01	1.19E+01	5.10E+00	9.14E+00	1.65E+00
V91	8.47E+00	5.70E+00	6.66E+00	4.41E+00	2.43E+00
V92	1.49E+01	1.48E+01	1.23E+00	1.83E+00	5.59E-01
V93	1.28E+00	2.37E+00	1.29E+00	2.51E+00	0.00E+00
V94	1.09E+00	9.80E-01	9.45E-01	1.57E+00	1.11E+00
V95	8.00E-01	4.37E+00	5.67E+00	4.64E+00	8.54E-01
V96	9.61E+00	9.65E+00	8.67E+00	6.78E+00	2.38E+00
V97	2.49E+00	2.43E+00	1.36E+00	1.63E-01	2.09E+00
V98	1.98E+01	1.94E+01	1.85E+00	2.45E+00	9.64E-01
V99	5.62E-01	4.89E+00	9.00E-01	5.56E+00	9.29E-01
V100	8.16E+00	7.45E+00	6.43E+00	5.21E+00	9.12E-01
