Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	2	6	11	7	1
V2	29	201	53	47	29
V3	2	33	49	168	0
V4	23	40	4	1	47
V5	320	26	0	2	53
V6	12	151	146	8	9
V7	226	36	66	11	5
V8	0	41	62	113	9
V9	149	5	134	46	7
V10	57	267	34	24	0
V11	113	85	6	90	0
V12	43	77	0	377	19
V13	47	64	29	46	112
V14	0	14	0	282	20
V15	72	6	65	0	3
V16	136	315	198	20	5
V17	52	103	22	40	236
V18	0	60	96	14	1302
V19	59	3	120	2	14
V20	78	27	154	13	34
V21	6	12	18	35	71
V22	83	0	107	31	25
V23	175	48	261	0	79
V24	41	0	0	139	5
V25	24	6	18	33	30
V26	36	0	94	79	50
V27	159	2	131	3	15
V28	26	36	0	17	1
V29	259	11	0	7	42
V30	65	43	0	67	40
V31	207	0	0	212	30
V32	226	78	49	28	44
V33	133	2	3	15	110
V34	14	117	46	36	8
V35	654	38	69	74	41
V36	16	77	6	3	9
V37	30	127	63	92	6
V38	85	64	0	237	28
V39	44	121	316	198	2
V40	133	49	2	51	54
V41	0	157	86	14	6
V42	188	53	29	47	14
V43	53	44	122	62	108
V44	18	1	40	56	162
V45	0	216	299	16	8
V46	61	11	46	1	45
V47	146	62	107	11	5
V48	172	182	0	17	40
V49	8	11	0	0	17
V50	124	165	0	45	16
V51	70	3	25	63	14
V52	97	39	106	13	8
V53	1	291	19	11	38
V54	33	35	149	7	23
V55	362	18	12	25	47
V56	423	0	390	256	34
V57	79	26	331	40	8
V58	138	22	29	0	6
V59	16	19	9	59	134
V60	153	20	0	167	72
V61	184	7	8	72	22
V62	154	0	69	52	9
V63	43	2	5	120	33
V64	35	170	33	75	121
V65	159	42	8	29	236
V66	83	9	224	1	211
V67	0	15	11	29	2
V68	0	0	10	3	120
V69	13	25	13	2	7
V70	0	42	123	39	2
V71	71	175	12	0	2
V72	110	8	20	9	13
V73	0	69	59	22	0
V74	23	279	0	25	29
V75	12	19	17	1	49
V76	0	0	577	129	59
V77	13	28	12	77	4
V78	107	167	6	60	13
V79	4	656	0	3	21
V80	0	20	82	28	17
V81	155	0	6	0	108
V82	0	0	0	72	106
V83	0	38	20	33	8
V84	41	88	0	20	10
V85	16	45	45	0	0
V86	0	54	0	350	58
V87	63	18	14	70	103
V88	377	58	0	44	27
V89	268	20	63	13	69
V90	60	6	93	2	34
V91	27	31	16	50	74
V92	181	21	13	3	6
V93	0	102	0	87	0
V94	6	0	3	55	18
V95	0	62	41	11	16
V96	38	45	47	41	60
V97	35	1	13	1	43
V98	234	0	0	19	4
V99	0	53	0	134	5
V100	119	0	2	80	18
