Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	16	4	11	71	46	0	75	57	0	28	0	17	0	10	0	0	14	0	0	0
V2	69	10	13	0	0	1	25	29	5	14	43	0	0	0	2	0	9	17	3	15
V3	38	17	13	66	61	4	3	0	10	0	0	41	0	21	17	4	0	6	0	0
V4	99	0	13	6	0	36	28	51	5	61	41	19	0	2	6	1	17	1	0	0
V5	52	8	61	6	0	22	13	0	3	6	5	0	0	0	11	0	0	0	7	1
V6	240	46	14	4	3	1	0	9	1	11	33	0	46	9	0	0	2	10	5	21
V7	595	103	22	28	82	0	26	0	20	0	0	10	84	41	0	0	21	0	37	0
V8	38	27	53	1	2	6	19	25	4	49	18	0	0	0	0	6	19	6	0	0
V9	11	40	0	0	0	16	26	43	0	13	68	0	0	0	55	0	0	0	14	0
V10	5	9	139	5	31	91	7	6	4	0	0	15	0	0	23	0	0	0	0	0
V11	97	8	12	54	42	7	0	12	0	0	16	0	3	1	8	0	0	0	2	0
V12	0	5	13	127	95	0	7	0	9	0	0	45	0	19	8	0	16	0	0	0
V13	0	23	101	0	16	62	36	18	0	0	0	3	0	0	6	0	9	14	0	0
V14	31	51	65	0	12	100	9	4	1	0	0	0	0	5	2	0	0	1	6	0
V15	4	38	31	31	31	9	23	8	30	11	0	3	0	8	0	7	19	4	9	15
V16	7	27	24	30	32	0	48	12	0	48	83	0	13	14	0	0	26	0	0	0
V17	2	22	43	1	0	21	0	7	21	0	0	0	14	0	0	0	0	3	0	0
V18	6	36	11	9	12	4	2	22	0	0	13	0	10	26	0	0	0	0	0	0
V19	124	0	4	7	3	3	29	10	7	3	15	2	12	12	6	3	8	0	3	5
V20	5	32	11	14	29	0	41	25	31	16	0	0	0	6	0	22	15	9	0	0
V21	125	0	28	9	7	0	36	90	20	27	31	6	3	5	0	16	13	16	0	0
V22	99	41	61	23	18	26	5	19	4	0	10	0	22	3	7	0	8	0	0	0
V23	0	115	0	18	0	6	4	0	14	0	0	3	134	0	0	24	1	13	0	0
V24	3	13	19	13	26	34	1	4	0	0	3	0	0	6	0	4	8	1	6	0
V25	121	106	119	6	40	58	0	0	12	0	7	0	0	4	0	0	10	1	0	0
V26	2	3	156	6	15	138	0	0	9	0	0	3	0	0	13	0	0	1	0	0
V27	44	1	139	12	30	59	0	3	17	0	0	0	0	1	15	0	1	0	0	0
V28	12	38	209	10	6	84	4	0	32	12	39	14	0	0	47	2	0	9	0	0
V29	86	0	0	71	103	0	2	0	1	0	0	51	0	19	0	0	0	3	0	0
