Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	8.02E+00	1.05E+00	3.23E+00	4.00E-01	1.77E+01	1.41E+00	1.63E+01	1.74E+00	1.27E+01
V2	4.00E+00	1.24E+00	6.63E-01	1.35E+00	1.31E+00	0.00E+00	2.31E+00	8.75E-01	1.78E+00
V3	1.45E+00	1.49E+00	5.29E+00	1.88E+00	1.40E+00	2.30E+00	2.15E+00	3.17E+00	1.67E+00
V4	1.23E+00	1.05E+00	5.26E-01	1.06E+01	5.12E+00	4.91E+00	1.13E+01	5.90E+00	7.59E+00
V5	6.85E+00	4.51E+00	0.00E+00	1.27E+01	1.71E+00	8.37E+00	1.08E+01	8.40E+00	1.03E+01
V6	6.85E+00	0.00E+00	1.91E+00	0.00E+00	2.32E+00	1.63E+00	6.07E+00	1.65E+00	2.83E+00
V7	9.83E+00	1.67E+00	1.36E+01	3.10E+00	8.22E+00	1.05E+00	9.93E+00	1.59E+01	2.98E+00
V8	4.27E+00	1.92E+00	4.35E+00	2.14E+00	8.33E+00	1.36E+00	7.80E+00	3.40E+00	3.50E+00
V9	1.12E+01	2.87E+00	1.17E+00	2.23E+00	7.95E+00	1.30E+01	1.26E+01	1.54E+01	7.68E+00
V10	1.67E+00	1.80E+00	3.31E+00	6.17E+00	8.79E+00	1.13E+00	7.76E+00	3.13E+00	4.95E+00
V11	7.99E+00	0.00E+00	6.80E+00	2.24E-01	2.98E+00	0.00E+00	5.13E+00	7.46E+00	6.53E-01
V12	3.15E+00	3.27E+00	2.41E+00	6.54E+00	7.76E+00	0.00E+00	6.98E+00	2.16E+00	4.36E+00
V13	1.01E+00	6.11E-01	1.70E+00	6.53E+00	1.00E+01	1.02E+00	1.03E+01	1.07E+00	9.40E+00
V14	1.24E+00	1.16E+00	5.81E-01	3.92E+01	5.29E+00	2.04E+00	2.71E+01	1.65E+00	3.06E+01
V15	3.50E+00	7.15E-01	3.54E+00	9.00E-01	0.00E+00	9.43E-01	2.88E+00	3.83E+00	1.00E+00
V16	3.42E+00	3.33E-01	0.00E+00	2.98E+00	4.23E-01	3.75E+00	3.90E+00	4.32E+00	5.53E+00
V17	6.11E-01	0.00E+00	8.15E+00	0.00E+00	0.00E+00	5.48E+00	7.00E-01	6.90E+00	0.00E+00
V18	0.00E+00	1.04E+00	1.03E+01	6.90E-01	1.37E+00	4.30E+00	9.04E-01	9.84E+00	6.00E-01
V19	1.61E+00	8.72E-01	3.06E+00	1.24E+00	7.23E+00	2.80E+00	6.92E+00	3.15E+00	2.80E+00
V20	2.01E+00	1.65E+00	1.93E+00	7.57E+00	1.62E+00	8.92E+00	5.94E+00	8.42E+00	7.10E+00
V21	5.34E+00	7.89E+00	1.38E+00	6.45E+00	2.78E+00	0.00E+00	5.64E+00	3.51E+00	1.08E+01
V22	2.13E-01	1.59E+00	7.18E-01	1.46E+00	9.60E-01	0.00E+00	8.23E-01	3.40E-01	1.25E+00
V23	2.12E+01	3.89E+00	3.40E-01	2.30E+00	7.12E+00	1.91E+00	2.63E+01	1.43E+00	3.69E+00
V24	4.11E+00	1.50E+00	1.36E+00	2.61E+00	7.40E+00	1.10E+00	6.99E+00	1.49E+00	5.66E+00
V25	3.47E+00	0.00E+00	3.12E+00	2.33E-01	0.00E+00	7.33E-01	2.69E+00	3.66E+00	0.00E+00
V26	9.54E+00	8.94E-01	9.80E-01	7.32E+00	4.51E+00	1.10E+00	1.09E+01	2.86E+00	9.21E+00
V27	1.41E+00	2.60E-01	7.62E+00	0.00E+00	0.00E+00	5.39E+00	2.67E-01	7.08E+00	4.00E-01
V28	1.76E+00	3.07E+00	2.10E+01	6.81E+00	3.42E-01	4.55E+00	5.52E+00	2.00E+01	2.75E+00
V29	4.82E-01	9.55E-01	0.00E+00	2.21E-01	0.00E+00	8.84E-01	0.00E+00	5.12E-01	6.29E-01
V30	3.71E-01	3.15E+00	1.37E+00	2.13E-01	2.67E-01	1.13E+01	5.93E-01	1.17E+01	5.97E-01
V31	3.19E+00	4.52E-01	5.39E-01	1.59E+01	2.87E+00	1.56E+00	1.42E+01	2.52E+00	1.36E+01
V32	1.66E+00	0.00E+00	7.21E+00	0.00E+00	0.00E+00	1.47E+00	0.00E+00	7.00E+00	1.00E-01
