NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.061	17.376	9.952	10.652	0.096	0.992	20000.0
2	38.239	16.305	9.263	9.801	0.094	0.993	60000.0
3	41.25	17.907	10.201	10.924	0.099	0.992	40000.0
4	41.369	18.097	10.335	11.298	0.1	0.99	40000.0
5	40.26	17.204	10.093	10.505	0.092	0.992	30000.0
6	42.572	18.503	10.625	11.07	0.098	0.992	50000.0
7	42.246	18.937	10.589	11.337	0.101	0.991	40000.0
8	42.529	18.592	10.655	11.358	0.101	0.991	50000.0
9	40.691	17.058	9.946	10.015	0.092	0.993	60000.0
10	42.578	18.642	10.811	11.458	0.101	0.991	50000.0
