Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	0	99	6	6	1	0	0	7	9	5	3	1	0	0
V2	53	9	45	9	1	0	3	2	10	7	7	0	0	0
V3	32	1	0	41	70	26	7	59	0	0	0	4	0	0
V4	150	28	84	19	0	64	8	0	7	16	52	103	0	24
V5	17	147	54	97	10	38	47	0	69	0	39	44	66	87
V6	128	20	1	12	0	0	0	3	7	0	0	6	4	0
V7	73	1	1	17	55	97	84	31	15	2	0	33	2	46
V8	0	3	3	59	3	25	7	0	40	9	36	5	21	0
V9	23	0	174	16	2	15	2	0	21	34	22	0	39	0
V10	170	3	11	7	1	0	4	10	0	3	3	2	6	0
V11	63	0	21	35	1	0	3	0	2	0	36	0	52	1
V12	21	14	100	20	12	31	53	0	11	0	43	14	0	0
V13	0	5	52	0	4	1	1	1	0	0	18	2	0	0
V14	2	1	29	22	18	1	0	19	5	8	12	0	0	0
V15	53	85	31	5	0	4	14	2	15	7	2	19	7	24
V16	0	9	10	7	6	3	2	2	30	0	5	0	3	11
V17	0	214	68	35	0	0	0	0	39	100	4	0	8	0
V18	9	3	8	19	16	2	0	28	1	2	0	10	0	13
V19	43	3	2	15	0	28	27	0	54	38	41	25	0	19
V20	57	15	5	20	24	20	9	19	13	23	2	0	0	11
V21	2	0	6	7	0	0	0	0	13	22	9	0	0	0
V22	118	104	37	13	0	0	0	0	40	35	18	0	26	17
V23	67	23	217	25	12	31	20	13	0	28	2	69	1	45
V24	202	173	86	11	51	59	43	63	7	0	0	12	15	1
V25	7	8	2	20	3	1	0	10	8	33	0	0	0	12
V26	1	24	30	41	4	18	22	0	102	22	57	22	3	0
V27	49	0	5	0	0	22	12	1	0	0	1	0	0	12
V28	3	140	1	25	39	23	13	17	4	2	0	5	0	0
V29	0	0	21	22	68	11	14	119	0	1	9	11	19	12
V30	16	22	195	7	6	0	1	0	2	0	5	0	0	0
V31	0	47	7	10	13	4	0	18	9	0	0	0	0	2
V32	4	0	31	27	20	7	5	51	1	17	15	19	1	0
V33	73	2	5	42	141	27	32	100	1	0	0	7	0	11
V34	48	6	51	3	5	1	5	0	9	12	5	4	0	3
V35	62	217	0	34	0	0	0	0	28	22	14	0	9	0
V36	235	27	3	11	184	52	77	76	8	5	5	0	30	1
V37	81	20	14	52	10	103	69	0	109	16	49	46	0	24
V38	4	15	158	26	26	1	7	7	0	42	0	0	0	0
V39	225	31	0	57	3	18	5	0	98	41	57	8	10	19
V40	0	0	0	13	40	0	0	9	0	0	0	0	0	4
V41	29	37	3	2	0	96	109	0	25	0	0	130	0	0
V42	7	312	0	24	6	4	0	5	13	47	54	0	0	0
V43	350	24	57	154	9	13	36	14	75	91	0	21	108	0
V44	55	0	3	22	37	0	22	49	0	0	0	0	34	11
V45	33	66	14	0	0	18	37	3	14	0	0	10	7	7
V46	5	2	10	8	1	3	1	4	2	0	0	2	0	0
V47	0	1	0	126	58	16	10	54	5	76	6	8	0	0
V48	102	141	7	19	26	44	83	25	3	0	0	80	0	0
V49	33	1	8	18	55	1	0	129	82	52	9	0	0	0
V50	41	2	39	34	108	1	1	125	9	2	0	4	7	0
V51	0	21	20	10	0	24	17	0	16	17	4	0	0	0
V52	52	3	11	0	8	0	0	31	0	0	8	0	0	6
V53	64	104	6	1	0	0	0	4	4	0	2	0	0	0
V54	56	0	24	23	5	9	34	2	9	20	14	5	12	0
V55	0	47	18	45	28	3	1	25	33	0	63	0	0	16
V56	49	42	4	10	0	63	70	0	58	11	0	0	0	0
V57	0	0	54	0	43	6	8	22	4	20	27	0	10	3
V58	0	8	13	52	3	0	0	2	40	1	43	1	7	2
V59	69	20	110	1	1	8	19	1	0	0	9	0	0	0
V60	3	77	21	20	1	2	0	0	13	40	13	4	0	0
V61	19	68	0	18	0	160	74	0	0	1	0	17	0	65
V62	0	3	212	13	24	81	27	40	25	13	14	0	6	14
V63	189	8	18	11	29	0	3	11	9	28	12	6	4	0
V64	0	178	19	9	6	2	1	6	0	3	0	0	0	12
V65	146	9	2	66	75	137	5	37	48	0	0	29	0	0
V66	1	2	6	1	42	3	5	18	2	0	4	0	0	0
V67	51	32	129	17	35	51	19	32	16	78	81	55	58	0
V68	0	4	28	3	0	27	6	9	7	0	0	30	5	1
V69	100	8	3	23	0	12	130	0	11	14	10	86	10	0
V70	3	39	3	15	2	0	0	0	31	16	0	0	48	0
V71	0	23	0	93	4	0	2	1	37	87	95	0	7	7
V72	19	110	0	5	0	0	1	4	7	4	0	0	0	0
V73	278	6	7	2	0	0	1	0	0	4	1	5	37	0
V74	1	298	5	36	36	21	5	55	0	4	0	2	1	10
V75	13	1	47	7	16	39	93	13	29	0	26	8	5	0
V76	98	0	3	17	110	23	13	27	0	16	1	0	11	0
V77	44	70	5	12	16	20	5	13	11	0	20	0	13	0
V78	45	13	0	69	53	69	49	17	22	9	13	0	13	7
V79	22	0	41	16	21	4	11	19	13	4	16	0	9	0
V80	5	4	2	36	3	15	14	7	4	11	35	3	0	0
V81	16	63	0	2	5	0	0	6	0	0	5	0	3	0
V82	13	18	0	14	22	1	0	14	0	4	0	0	0	1
V83	207	10	51	10	0	0	0	0	6	0	5	0	0	0
V84	8	86	41	0	20	9	14	12	9	13	4	2	0	0
V85	97	52	13	37	71	7	4	58	0	0	0	4	23	0
V86	0	30	6	0	0	6	13	0	5	2	0	1	19	1
V87	7	11	57	96	101	49	7	27	0	0	0	82	0	0
V88	0	1	41	0	0	48	108	0	0	2	5	17	8	21
V89	5	88	0	5	11	1	0	6	0	0	10	0	0	14
V90	0	124	1	0	8	0	16	3	5	31	30	2	30	0
V91	37	0	21	16	34	11	4	22	0	2	6	1	0	0
V92	95	27	6	16	4	0	0	1	28	11	25	0	0	0
V93	136	0	6	0	0	0	0	0	28	47	5	0	12	0
V94	21	1	56	1	0	22	23	0	0	0	10	1	16	14
V95	29	19	4	4	6	11	0	11	4	0	4	0	0	0
V96	36	104	4	0	63	0	0	48	0	0	2	1	0	0
V97	0	21	0	28	15	101	118	3	14	12	0	27	0	0
V98	36	0	53	53	91	0	0	111	12	2	6	3	11	0
V99	65	0	19	5	32	6	8	30	1	0	0	10	12	0
V100	0	10	2	0	1	1	1	1	0	4	0	2	0	3
