NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.296	22.913	11.625	12.99	0.141	0.985	40000.0
2	50.822	22.727	11.773	13.0	0.139	0.987	40000.0
3	52.589	23.316	12.468	13.502	0.134	0.986	40000.0
4	51.267	23.069	11.902	13.186	0.131	0.987	40000.0
5	52.366	23.616	12.241	13.36	0.139	0.987	30000.0
6	48.569	21.574	11.189	11.96	0.13	0.99	40000.0
7	48.72	21.807	11.179	12.203	0.127	0.989	40000.0
8	51.932	22.206	12.251	12.461	0.127	0.989	40000.0
9	49.501	21.636	11.509	12.168	0.123	0.99	40000.0
10	50.297	22.577	11.563	12.533	0.137	0.989	40000.0
