NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.933	20.586	13.718	11.892	0.124	0.99	30000.0
2	56.355	20.629	13.473	11.797	0.124	0.99	50000.0
3	58.568	21.58	14.52	12.921	0.13	0.986	40000.0
4	59.71	21.854	14.182	12.846	0.132	0.986	50000.0
5	60.073	22.031	14.84	13.213	0.132	0.986	40000.0
6	55.732	20.467	13.117	11.611	0.125	0.99	30000.0
7	56.897	20.95	13.469	12.037	0.13	0.989	40000.0
8	59.351	21.902	14.65	12.997	0.129	0.987	30000.0
9	58.261	20.994	14.224	12.098	0.125	0.99	50000.0
10	56.62	20.649	13.415	11.823	0.131	0.989	60000.0
