NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	213.991	73.908	73.003	58.783	0.487	0.805	20000.0
2	216.398	75.354	75.974	59.015	0.495	0.781	20000.0
3	217.342	75.86	76.812	59.285	0.498	0.779	50000.0
4	215.806	74.557	74.441	60.066	0.492	0.795	20000.0
5	216.214	74.448	73.769	59.02	0.496	0.804	30000.0
6	214.292	73.699	73.817	59.183	0.488	0.803	20000.0
7	215.148	74.282	73.048	59.299	0.491	0.806	40000.0
8	217.388	75.083	75.086	59.867	0.496	0.799	40000.0
9	214.039	74.254	72.652	58.182	0.502	0.806	20000.0
10	215.566	74.278	73.808	59.156	0.493	0.802	20000.0
