NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	218.967	71.23	78.88	57.92	0.447	0.795	20000.0
2	219.734	71.354	77.339	56.719	0.441	0.801	20000.0
3	199.553	66.812	68.31	53.897	0.435	0.811	50000.0
4	207.205	66.306	69.918	53.43	0.433	0.815	20000.0
5	198.29	67.229	68.331	54.876	0.436	0.807	20000.0
6	199.918	68.559	67.755	55.069	0.451	0.804	20000.0
7	206.051	67.704	66.58	51.945	0.442	0.815	30000.0
8	199.71	67.79	68.49	55.568	0.442	0.803	30000.0
9	210.172	68.471	72.016	55.516	0.443	0.801	20000.0
10	202.254	67.15	65.998	51.527	0.452	0.817	20000.0
