Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	3.45E+00	6.42E+00	4.86E+00	1.24E+00	3.37E+00	8.36E-01	6.73E+00
V2	2.93E+00	7.34E-01	1.58E+00	4.77E-01	2.00E+00	7.31E-01	1.81E+00
V3	4.43E+00	2.52E+00	3.08E+00	6.01E-01	4.30E+00	1.78E+00	7.77E+00
V4	4.00E-01	6.03E+00	1.89E+00	1.20E+00	2.74E+00	1.02E+00	5.48E+00
V5	2.73E+00	2.94E+00	1.23E+00	2.04E+00	3.00E-01	3.10E+00	3.19E+00
V6	8.70E-01	4.66E+00	5.58E-01	8.23E-01	6.83E-01	1.24E+00	5.16E+00
V7	4.59E+00	2.35E+00	1.39E+00	4.01E+00	1.94E+00	2.53E+00	3.19E+00
V8	8.83E-01	2.32E+00	1.68E+00	3.67E-01	0.00E+00	7.60E-01	1.79E+00
V9	1.35E+00	1.63E+00	9.07E-01	7.27E-01	3.79E-01	8.31E-01	2.01E+00
V10	0.00E+00	2.15E+00	7.90E-01	1.76E+00	9.19E-01	1.86E+00	2.53E+00
V11	6.67E-01	5.74E+00	1.97E+00	2.23E+00	2.29E+00	2.42E+00	4.80E+00
V12	2.52E+00	1.55E+00	2.32E+00	4.90E-01	2.21E+00	0.00E+00	4.37E+00
V13	1.35E+00	2.83E+00	2.91E-01	1.08E+00	8.72E-01	6.84E-01	2.32E+00
V14	7.95E-01	2.85E+00	4.20E+00	4.19E+00	1.22E+00	7.00E-01	2.34E+00
V15	1.83E+00	3.67E+00	1.18E+00	9.80E-01	1.61E+00	6.99E-01	3.25E+00
V16	2.79E+00	2.98E+00	5.12E+00	1.88E+00	3.71E+00	0.00E+00	5.40E+00
V17	1.82E+00	3.75E+00	0.00E+00	1.63E+00	1.39E+00	1.14E+00	3.20E+00
V18	1.79E+00	2.04E+00	0.00E+00	1.53E+00	1.36E+00	1.79E+00	1.28E+00
V19	1.05E+00	7.67E+00	1.36E+00	2.61E+00	7.16E-01	4.82E-01	8.93E+00
V20	3.06E+00	2.24E+00	6.41E+00	1.01E+00	4.38E+00	1.00E-01	6.77E+00
V21	1.91E+00	3.50E+01	2.06E+00	7.37E-01	4.23E-01	1.34E+00	3.50E+01
V22	2.08E+00	1.03E+01	2.49E+00	3.96E-01	1.00E-01	2.18E+00	1.03E+01
V23	3.34E+00	5.22E+00	1.46E+00	1.28E+00	4.00E-01	0.00E+00	3.25E+00
V24	3.13E+00	5.00E-01	2.19E+00	0.00E+00	1.54E+00	3.61E+00	1.00E-01
V25	3.14E+00	1.51E+01	1.33E+00	5.85E+00	0.00E+00	8.83E-01	1.86E+01
V26	3.96E-01	1.12E+00	1.35E+00	6.86E-01	8.79E-01	1.50E+00	1.99E+00
V27	1.25E+00	5.27E+00	1.32E+00	2.20E+00	8.67E-01	1.22E+00	4.98E+00
V28	4.26E+00	2.23E+00	3.28E+00	0.00E+00	0.00E+00	4.00E-01	7.22E+00
V29	0.00E+00	1.68E+00	1.04E+00	3.33E+00	0.00E+00	7.57E-01	2.73E+00
V30	2.89E+00	5.26E+00	3.43E+00	1.50E+00	3.49E+00	3.89E-01	6.93E+00
V31	2.63E+00	5.47E-01	2.89E+00	1.46E+00	1.85E+00	0.00E+00	4.18E+00
V32	1.14E+00	3.67E+00	3.72E+00	2.39E+00	1.29E+00	3.09E+00	3.60E+00
V33	0.00E+00	7.49E+00	1.08E+00	3.52E+00	2.76E+00	0.00E+00	7.00E+00
V34	6.84E+00	5.06E+00	4.14E+00	3.34E+00	3.06E+00	1.19E+00	1.19E+01
V35	5.86E-01	7.89E+00	0.00E+00	1.65E+00	9.24E-01	1.63E+00	8.33E+00
V36	6.26E+00	4.19E+00	4.67E+00	2.57E+00	2.96E+00	7.60E-01	1.09E+01
V37	3.46E+00	7.85E+00	5.63E-01	3.33E-01	1.00E-01	9.91E-01	7.54E+00
V38	0.00E+00	2.61E+00	8.52E+00	1.76E+00	1.50E+00	1.03E+00	9.03E+00
V39	8.72E-01	7.15E+00	1.65E+00	3.14E+00	2.54E+00	1.00E-01	1.03E+01
V40	8.47E-01	4.96E+00	1.49E+00	2.00E+00	0.00E+00	2.17E+00	6.69E+00
V41	7.06E-01	8.05E+00	1.56E+00	7.22E-01	1.46E+00	9.87E-01	8.70E+00
