Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	181	163	160	10	51	3	0
V2	309	1	20	1	40	0	2
V3	91	0	26	3	189	9	31
V4	2	70	84	23	102	9	0
V5	123	12	14	105	0	94	13
V6	19	40	2	10	6	17	11
V7	254	0	20	228	15	74	44
V8	6	16	121	1	0	15	0
V9	35	0	2	4	0	7	24
V10	0	17	2	207	16	47	0
V11	2	74	17	63	40	161	0
V12	24	0	24	1	78	0	15
V13	43	14	0	13	11	3	9
V14	1	0	94	322	32	4	35
V15	43	19	2	12	11	0	39
V16	44	0	125	60	80	0	32
V17	45	40	0	15	22	7	0
V18	42	39	0	45	18	15	1
V19	9	65	19	160	3	1	0
V20	58	0	223	9	140	3	26
V21	23	372	13	0	0	10	146
V22	30	76	50	0	0	36	109
V23	94	45	29	27	1	0	0
V24	193	0	41	0	20	121	4
V25	99	137	7	81	0	3	11
V26	1	0	10	4	34	36	7
V27	46	50	21	49	0	20	5
V28	97	17	38	0	0	3	0
V29	0	15	12	212	1	2	0
V30	19	0	47	30	264	3	94
V31	22	0	49	66	35	1	6
V32	55	35	66	44	21	29	0
V33	0	46	34	111	158	0	23
V34	56	19	30	76	119	14	36
V35	3	59	0	11	3	69	13
V36	52	84	45	44	51	7	3
V37	91	74	0	1	0	30	24
V38	0	24	183	25	17	7	5
V39	8	74	19	31	24	2	0
V40	2	35	95	47	0	51	21
V41	2	74	55	4	10	7	2
V42	21	0	3	30	0	64	12
V43	26	0	71	0	5	14	5
V44	5	0	42	41	19	5	14
V45	1	26	9	4	218	28	0
V46	1	156	136	153	5	11	20
V47	36	0	18	0	14	2	13
V48	54	77	46	52	1	35	21
V49	8	2	37	7	73	0	24
V50	35	0	18	236	10	1	18
V51	37	68	0	1	0	23	15
V52	104	0	5	39	2	37	0
V53	87	58	0	6	80	18	22
V54	134	151	59	45	3	0	19
V55	131	0	131	57	0	18	3
V56	16	1	20	0	39	4	7
V57	0	0	51	120	162	451	0
V58	94	6	69	61	6	0	64
V59	6	16	84	4	12	22	0
V60	107	39	0	33	169	100	46
V61	14	31	0	0	1	50	52
V62	5	0	146	13	26	253	0
V63	148	20	89	0	1	56	0
V64	5	17	0	4	6	37	2
V65	22	111	24	10	27	34	0
V66	12	2	25	10	8	97	0
V67	19	0	7	11	6	74	3
V68	289	0	89	2	6	0	7
V69	17	1	217	1	3	43	0
V70	113	0	6	0	6	0	0
V71	0	0	12	0	14	37	0
V72	5	7	90	13	94	56	0
V73	24	62	18	265	53	2	38
V74	158	11	33	22	148	0	0
V75	11	42	147	22	53	52	0
V76	93	4	0	8	2	33	0
V77	21	346	16	0	10	431	66
V78	425	2	22	52	133	8	0
V79	75	98	0	1	18	3	15
V80	0	22	37	1	10	23	11
V81	5	10	6	33	198	77	30
V82	22	2	129	17	6	10	0
V83	5	52	0	0	49	2	89
V84	33	1	0	5	0	4	0
V85	116	78	5	4	4	17	0
V86	0	24	123	95	0	19	19
V87	391	93	42	0	7	10	0
V88	27	16	0	61	28	117	1
V89	0	4	12	52	106	44	0
V90	74	40	31	38	60	0	0
V91	29	303	4	25	25	245	73
V92	74	59	73	1	75	19	24
V93	67	25	37	0	23	93	25
V94	271	193	1	13	9	72	0
V95	183	98	128	27	4	14	93
V96	44	167	41	52	8	19	0
V97	0	184	66	21	27	5	0
V98	61	32	198	42	53	32	54
V99	0	221	1	70	0	3	0
V100	0	61	15	79	300	18	0
