Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	0	5	139	8	198	19	0	0	1	5	0	0
V2	12	14	78	48	0	22	114	15	0	0	7	9
V3	18	22	1	24	11	12	0	0	12	11	22	0
V4	0	67	0	14	71	12	0	0	2	0	0	0
V5	201	52	50	0	4	111	59	2	0	52	5	48
V6	1	17	55	162	1	58	20	7	86	0	0	0
V7	0	0	0	60	40	14	0	14	51	48	16	0
V8	0	39	0	352	41	152	0	0	36	124	0	0
V9	88	63	56	13	141	3	16	3	0	25	84	10
V10	24	0	7	86	92	7	23	13	12	14	13	35
V11	25	6	63	0	115	1	5	5	2	1	0	23
V12	9	26	0	0	10	0	21	0	2	0	5	0
V13	0	32	0	0	11	3	11	0	21	0	19	0
V14	49	176	82	9	33	45	6	1	0	0	26	2
V15	23	11	16	8	0	23	0	0	0	0	5	0
V16	30	5	23	0	79	0	40	5	27	7	13	0
V17	167	64	90	0	13	73	36	48	0	81	0	0
V18	117	55	2	3	41	89	18	64	22	0	0	0
V19	33	169	55	85	36	63	8	0	30	0	0	0
V20	43	169	0	154	6	39	0	0	0	0	0	0
V21	1	0	78	7	37	17	0	0	23	0	0	50
V22	186	116	0	70	93	31	20	6	0	0	0	2
V23	19	102	28	19	45	83	276	45	0	46	0	0
V24	42	3	0	32	12	8	7	4	115	4	0	0
V25	143	328	114	0	39	39	75	44	8	0	69	0
V26	7	0	0	6	3	0	6	0	0	0	4	1
V27	0	0	112	0	0	0	88	26	38	0	61	5
V28	142	0	123	114	27	63	50	20	47	78	0	0
V29	173	28	40	30	58	83	101	70	23	0	0	0
V30	0	8	1	5	7	1	0	0	0	0	0	0
V31	31	46	13	1	5	51	20	8	34	0	0	0
V32	214	169	0	1	130	77	0	0	0	17	0	0
V33	133	0	2	100	14	37	0	0	0	0	0	0
V34	6	0	1	0	51	22	0	0	0	0	0	0
V35	19	51	0	0	0	41	49	4	16	0	10	5
V36	0	11	30	4	80	0	6	4	0	2	0	0
V37	5	14	106	47	44	15	0	0	25	0	15	2
V38	0	11	5	17	46	9	0	0	5	14	0	0
V39	112	62	0	0	59	15	42	61	23	14	10	0
V40	18	57	0	0	4	48	28	61	0	0	0	0
V41	12	1	58	81	0	35	0	0	11	31	0	0
V42	55	0	0	0	0	15	35	8	18	1	16	0
V43	6	99	3	0	20	0	40	9	0	7	3	6
V44	83	0	5	1	30	0	0	0	4	0	0	4
V45	23	174	105	0	46	0	10	50	49	20	2	16
V46	12	0	73	105	0	59	2	0	13	0	0	0
V47	43	1	255	0	129	1	0	63	0	71	5	0
V48	6	73	99	0	26	111	12	0	18	0	3	47
V49	10	57	0	0	7	98	57	11	0	0	0	13
V50	322	58	51	0	13	33	14	0	2	27	13	9
V51	46	65	42	0	0	20	0	31	0	0	2	4
V52	30	0	10	0	19	1	136	87	24	0	6	0
V53	0	0	7	105	39	3	0	0	0	0	0	0
V54	48	136	238	256	92	151	0	0	85	0	0	68
V55	77	0	47	3	22	11	0	64	3	0	0	0
V56	102	0	0	39	0	44	20	24	0	0	3	5
V57	149	206	3	0	121	90	36	13	0	0	0	18
V58	75	5	8	106	18	36	13	8	0	0	0	0
V59	29	184	22	0	12	26	3	0	149	0	0	14
V60	2	27	29	3	69	27	28	0	30	0	0	2
V61	318	0	0	87	104	12	0	0	0	29	5	0
V62	0	1	0	8	49	38	77	76	1	0	0	0
V63	56	17	65	0	2	10	36	79	7	0	2	0
V64	38	0	39	140	8	59	43	17	0	0	0	29
V65	124	9	106	5	0	3	24	25	0	32	9	9
V66	4	77	5	0	24	28	31	55	0	0	0	0
V67	451	51	0	101	26	57	0	0	0	0	0	0
V68	114	0	12	0	1	0	0	16	32	6	31	0
V69	0	207	29	4	22	68	0	0	0	0	0	12
V70	19	19	39	62	0	44	47	14	0	0	0	28
V71	88	4	28	0	1	7	0	0	7	0	10	0
V72	3	14	0	10	14	15	0	0	0	0	0	0
V73	0	41	0	17	28	12	13	2	0	13	9	4
V74	0	340	105	46	43	236	0	0	0	0	16	0
V75	0	7	14	0	267	4	1	0	0	22	22	0
V76	0	0	17	100	29	25	0	16	41	0	2	0
V77	11	287	23	0	7	50	291	167	31	0	0	0
V78	0	121	0	33	121	23	68	0	0	0	0	27
V79	0	3	33	16	7	0	0	0	63	3	6	0
V80	45	25	2	14	24	28	1	0	3	0	0	18
V81	54	0	6	81	73	12	33	0	0	0	0	0
V82	9	13	47	0	7	18	117	97	0	0	0	0
V83	0	60	0	22	72	17	20	0	0	4	6	0
V84	125	44	0	0	12	97	16	21	0	30	0	0
V85	70	100	182	0	0	100	10	76	50	5	27	0
V86	0	1	1	77	24	54	2	0	5	31	0	0
V87	0	17	22	18	0	0	43	25	0	6	10	1
V88	0	2	0	18	6	17	0	3	2	17	0	0
V89	132	136	264	12	4	85	2	145	2	0	0	0
V90	1	0	63	3	36	0	0	0	5	0	7	5
V91	3	17	8	0	12	12	84	129	0	0	12	0
V92	143	8	106	0	53	28	95	7	0	0	0	23
V93	8	10	9	213	64	41	0	0	0	0	0	0
V94	11	1	1	33	8	13	2	0	4	0	1	0
V95	0	19	230	127	13	5	0	0	170	19	3	0
V96	22	11	10	61	4	26	0	0	0	23	0	0
V97	74	0	183	43	0	23	2	0	0	0	0	12
V98	98	20	14	0	7	0	2	0	0	8	0	0
V99	185	31	0	163	146	2	46	23	11	20	0	0
V100	1	0	84	0	6	0	0	4	117	0	23	0
