Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	52	199	89	3	0	0	10	11	12	0	89	0
V2	71	71	1	35	0	197	65	147	0	0	0	0
V3	542	116	56	7	25	0	0	0	47	0	48	0
V4	5	0	16	6	7	71	41	63	0	0	0	1
V5	86	2	0	10	5	18	0	33	0	37	0	0
V6	52	0	253	162	0	0	10	10	24	144	19	4
V7	1	0	51	19	0	27	10	12	0	0	0	0
V8	239	0	5	44	0	12	21	34	106	0	0	0
V9	31	55	92	4	0	0	0	0	0	0	0	15
V10	1	0	0	0	18	71	60	51	0	0	0	0
V11	64	1	56	0	0	98	0	4	0	0	0	0
V12	25	377	1	17	0	0	17	1	0	0	0	0
V13	321	107	1	4	135	7	11	12	59	0	13	3
V14	193	85	41	7	0	0	0	0	3	0	0	1
V15	45	0	0	114	0	90	84	37	0	0	0	0
V16	122	35	0	8	45	0	1	0	38	0	11	0
V17	0	0	10	37	163	0	19	0	0	51	5	0
V18	0	0	12	33	2	8	45	12	5	5	0	15
V19	0	0	15	121	240	15	69	20	6	0	12	14
V20	13	49	40	18	10	1	0	2	0	0	13	0
V21	1	633	104	22	52	74	50	9	0	15	30	34
V22	21	122	16	17	15	13	0	21	16	0	0	11
V23	0	0	15	0	0	1	1	0	5	0	3	9
V24	26	0	19	131	62	0	45	0	9	0	0	0
V25	92	532	8	0	7	40	8	12	25	62	16	0
V26	33	0	48	34	2	28	42	0	15	26	75	4
V27	0	363	0	2	21	7	21	8	0	0	2	0
V28	0	0	169	32	172	87	43	0	0	61	2	102
V29	33	0	88	0	0	0	0	5	2	14	12	1
V30	0	121	74	18	12	0	5	47	0	0	40	0
V31	121	0	32	11	95	29	65	38	0	0	0	0
V32	0	65	0	14	8	9	0	0	1	0	4	0
V33	0	4	0	1	108	6	13	0	9	0	7	0
V34	96	1	121	12	0	0	1	23	0	0	0	0
V35	291	0	96	9	13	43	0	0	0	0	0	0
V36	168	56	58	43	0	0	0	12	0	0	44	0
V37	52	0	429	50	22	3	30	0	44	105	16	2
V38	306	97	263	132	31	0	0	0	35	0	10	63
V39	226	258	0	46	0	0	0	6	62	19	0	0
V40	5	66	55	33	0	90	84	89	0	0	0	0
V41	252	0	5	100	0	104	60	148	1	0	0	0
V42	13	0	0	2	105	58	75	32	0	0	0	0
V43	2	0	0	16	136	51	5	4	0	9	79	56
V44	30	101	2	3	105	74	84	35	0	0	0	21
V45	160	322	37	138	23	62	20	0	0	0	3	5
V46	266	94	1	35	17	0	0	0	86	0	0	0
V47	0	25	10	52	8	0	59	8	0	1	0	0
V48	82	43	37	2	36	42	35	53	32	3	14	0
V49	186	0	35	8	39	126	168	92	41	0	0	72
V50	68	1	23	298	57	42	0	0	32	153	0	0
V51	87	0	73	4	88	8	14	2	98	0	6	0
V52	69	0	90	29	0	25	41	29	0	38	0	15
V53	26	30	4	4	1	0	0	0	0	0	0	0
V54	41	7	68	16	222	18	51	0	0	0	0	11
V55	0	0	283	2	8	0	0	0	0	0	3	11
V56	0	0	29	53	8	26	0	34	11	0	0	0
V57	0	0	11	111	0	77	44	32	0	0	0	0
V58	23	0	0	111	188	0	18	0	17	29	0	11
V59	2	0	137	35	124	105	0	104	129	29	37	0
V60	26	0	2	112	2	146	111	59	0	0	0	25
V61	52	63	17	86	0	0	7	65	25	0	0	0
V62	97	7	37	60	14	34	6	0	0	0	26	13
V63	3	171	39	0	0	0	0	0	0	0	0	1
V64	292	150	39	25	0	0	0	0	31	33	0	0
V65	0	40	70	186	97	74	0	48	0	0	29	2
V66	71	37	49	43	0	0	0	0	0	14	32	0
V67	30	0	83	3	20	38	14	34	0	3	0	0
V68	11	5	11	0	11	28	0	6	17	0	0	0
V69	13	0	7	0	12	81	27	51	0	0	0	25
V70	59	436	20	27	0	27	0	42	0	0	14	0
V71	43	0	35	4	29	29	25	0	0	0	0	8
V72	144	0	49	0	0	104	255	229	0	0	0	54
V73	165	78	8	14	0	19	28	43	0	58	0	0
V74	33	38	1	6	22	6	0	11	12	5	19	0
V75	364	0	5	30	0	0	12	2	41	0	0	0
V76	0	0	139	0	30	15	9	5	5	60	5	0
V77	17	185	112	1	0	38	18	21	0	0	21	0
V78	23	19	0	188	66	0	30	0	0	25	0	0
V79	23	1	0	45	0	0	23	15	0	11	0	1
V80	55	3	33	62	0	10	0	3	27	0	0	0
V81	13	0	59	4	0	28	58	57	0	0	0	0
V82	0	0	70	223	258	52	1	50	0	51	31	0
V83	27	63	44	0	0	13	44	19	10	0	20	0
V84	29	0	0	102	4	138	387	416	0	0	0	0
V85	241	0	265	2	21	64	73	73	0	0	0	0
V86	0	168	0	2	24	37	48	16	0	0	33	2
V87	33	288	10	49	65	253	102	94	0	0	40	46
V88	0	4	2	13	3	6	0	3	12	2	0	0
V89	70	26	14	144	3	0	0	15	1	66	49	11
V90	72	280	229	1	19	0	0	0	0	0	85	52
V91	3	5	2	0	1	68	0	37	0	0	0	5
V92	65	1	0	39	10	0	0	21	0	3	0	0
V93	190	49	13	0	85	0	0	10	28	15	0	34
V94	18	45	2	5	0	11	2	7	30	0	6	2
V95	13	1	47	28	0	0	0	6	0	0	0	8
V96	0	121	0	33	0	84	51	74	21	0	0	0
V97	0	113	62	6	212	57	25	18	0	0	33	11
V98	56	20	0	30	163	0	52	102	26	12	0	0
V99	0	0	7	0	9	7	0	1	0	0	0	0
V100	54	77	45	49	0	0	0	0	0	0	25	0
