Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	1	3	30	17	1	29	18	20	3	0	0	0
V2	44	101	1	0	6	83	0	0	22	2	4	0
V3	22	21	0	0	0	69	22	41	6	0	0	0
V4	30	26	7	3	0	1	0	0	0	0	5	0
V5	43	20	77	114	34	0	0	0	0	0	0	0
V6	155	14	99	124	0	82	0	17	106	4	0	4
V7	184	0	98	22	55	17	29	0	51	14	0	0
V8	46	3	65	36	50	5	0	4	33	0	0	0
V9	30	0	18	4	4	0	16	15	0	8	4	0
V10	40	3	33	5	23	0	11	0	0	0	1	16
V11	0	71	34	12	21	0	28	8	4	4	0	6
V12	59	67	22	0	108	1	55	12	41	151	0	2
V13	85	0	14	4	13	1	30	46	0	0	32	0
V14	1	45	194	185	102	8	4	10	5	4	0	0
V15	0	71	1	0	103	11	0	0	0	0	2	8
V16	16	60	63	65	63	16	0	14	18	0	0	0
V17	35	15	1	0	11	0	38	22	0	0	28	37
V18	103	67	0	0	0	0	0	21	48	0	0	0
V19	35	30	0	17	39	61	0	0	5	4	0	61
V20	0	10	16	34	49	0	31	0	1	10	13	0
V21	0	36	16	9	4	18	103	0	8	10	0	0
V22	6	6	0	0	49	25	77	27	3	4	0	0
V23	28	0	0	3	11	0	1	3	29	3	0	17
V24	82	34	76	83	46	11	26	16	117	82	0	0
V25	112	6	262	152	24	0	164	0	0	97	0	0
V26	0	4	0	3	7	7	104	34	0	0	0	18
V27	1	19	23	14	57	6	15	0	0	0	21	0
V28	1	0	99	85	24	0	7	0	17	3	0	0
V29	4	3	38	31	18	59	44	75	15	3	0	0
V30	92	3	100	95	73	12	58	3	0	0	62	0
V31	0	30	29	21	1	148	36	52	19	0	49	0
V32	162	67	55	43	3	0	50	0	76	0	12	0
V33	22	17	26	0	216	17	4	8	28	0	0	59
V34	32	21	35	71	110	16	29	2	52	0	1	41
V35	160	96	15	25	0	0	12	0	0	0	24	0
V36	0	46	38	101	0	176	0	93	2	0	0	0
V37	1	1	3	4	13	0	14	0	0	0	0	0
V38	33	18	39	53	6	23	0	20	19	0	0	0
V39	13	3	28	54	16	50	2	25	8	10	2	10
V40	1	29	4	3	78	68	19	149	1	35	6	0
V41	1	38	1	3	0	7	0	7	0	3	0	4
V42	0	2	0	4	25	0	13	1	0	0	0	0
V43	0	5	0	0	16	0	26	5	4	6	14	7
V44	16	7	37	23	6	16	82	40	4	0	0	0
V45	117	291	155	136	14	0	0	0	59	0	0	0
V46	84	7	7	0	90	0	9	24	35	0	6	0
V47	9	1	0	5	48	33	11	13	0	29	0	0
V48	5	4	0	0	12	50	51	29	4	0	9	18
V49	19	102	0	1	0	20	7	2	0	4	1	0
V50	204	25	14	8	15	0	3	0	61	0	0	0
V51	5	3	13	4	1	28	0	0	0	0	16	14
V52	9	6	82	52	13	95	0	86	20	0	0	0
V53	0	0	32	6	14	99	0	131	0	0	18	0
V54	0	0	0	3	107	6	63	5	0	24	2	0
V55	1	52	33	23	0	0	7	0	1	9	5	0
V56	70	56	18	0	0	0	175	16	57	3	0	0
V57	0	23	15	13	93	155	56	60	0	60	41	0
V58	0	2	13	1	35	0	1	0	0	0	0	0
V59	10	68	34	12	42	127	2	111	13	0	0	55
V60	57	8	23	18	7	0	21	32	0	6	0	0
V61	0	212	0	0	62	159	0	115	0	0	34	47
V62	279	0	24	1	48	3	1	0	16	28	0	0
V63	0	40	94	44	11	0	114	10	5	1	0	0
V64	0	64	2	5	88	105	0	199	0	0	48	0
V65	21	282	53	118	63	0	9	0	14	0	0	0
V66	0	58	1	4	81	30	6	27	0	0	0	0
V67	54	0	26	34	56	9	1	0	0	0	0	6
V68	191	7	15	3	15	11	0	0	52	0	0	0
V69	14	98	88	80	12	11	0	0	7	0	0	0
V70	6	1	4	14	6	4	218	0	0	3	13	12
V71	71	37	0	0	32	21	46	63	40	0	61	0
V72	7	130	32	20	3	0	45	4	0	0	3	0
V73	46	74	10	2	147	13	0	66	23	1	0	28
V74	0	52	38	40	4	2	6	0	0	0	0	0
V75	168	97	59	77	36	0	1	0	41	10	0	0
V76	70	47	2	0	21	1	17	0	32	9	0	0
V77	0	19	1	9	4	10	72	0	3	0	0	0
V78	0	0	8	0	13	207	44	112	0	0	109	1
V79	153	2	20	27	1	7	0	0	28	0	5	0
V80	95	33	59	23	2	53	45	0	58	0	0	0
V81	173	51	43	7	0	63	18	8	53	38	0	23
V82	125	115	2	2	22	28	0	62	57	7	0	0
V83	0	37	204	115	0	28	5	0	11	4	0	0
V84	28	0	12	2	3	226	0	210	4	0	18	3
V85	16	7	10	20	12	13	97	15	23	91	0	0
V86	95	0	0	6	0	0	9	5	22	10	15	8
V87	0	32	16	12	4	58	3	71	0	7	22	0
V88	108	0	16	20	0	43	5	13	10	3	0	1
V89	85	317	57	60	0	0	0	24	33	0	0	0
V90	18	1	4	15	13	19	56	1	8	0	17	0
V91	32	0	17	20	35	0	8	21	11	0	10	12
V92	60	25	48	23	79	11	26	3	42	3	8	0
V93	16	162	26	16	7	8	0	51	16	0	0	52
V94	101	139	5	4	2	0	68	17	2	0	48	36
V95	42	184	1	9	7	25	6	0	30	8	0	0
V96	17	148	84	122	20	13	0	0	0	10	0	0
V97	27	0	14	0	0	6	6	10	37	0	0	0
V98	110	58	3	0	29	0	49	3	104	0	18	0
V99	0	71	271	280	51	0	27	0	0	0	0	0
V100	21	0	0	0	0	1	10	0	2	0	15	13
