Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	0	30	45	93	160	0
V2	142	34	4	7	14	14
V3	22	38	66	80	2	57
V4	871	0	0	0	0	0
V5	296	19	79	242	3	6
V6	20	0	75	0	165	0
V7	7	3	79	102	41	6
V8	0	146	0	56	0	100
V9	34	33	16	14	27	86
V10	88	0	38	0	106	11
V11	51	7	234	6	27	1
V12	0	156	42	0	37	0
V13	273	0	0	79	0	0
V14	42	67	13	18	1	72
V15	0	7	38	4	2	0
V16	130	43	47	0	0	0
V17	10	75	29	2	39	194
V18	0	0	12	0	0	31
V19	29	54	5	4	57	22
V20	5	172	28	46	147	46
V21	0	81	33	127	15	205
V22	172	18	89	59	61	13
V23	50	195	0	0	244	116
V24	6	10	68	28	22	0
V25	13	140	142	43	56	54
V26	23	24	81	39	40	67
V27	44	77	5	115	4	1
V28	66	25	0	0	41	0
V29	0	63	234	0	128	181
V30	21	329	61	22	39	70
V31	77	25	0	13	6	0
V32	0	0	73	0	122	0
V33	159	51	10	25	22	76
V34	57	149	0	142	0	0
V35	193	399	31	42	11	166
V36	0	9	18	0	31	7
V37	3	34	38	302	181	129
V38	2	18	48	74	1	8
V39	0	0	14	0	143	38
V40	9	0	70	73	32	39
V41	254	84	0	24	28	41
V42	9	0	94	0	28	9
V43	2	2	19	7	21	65
V44	38	48	40	11	69	38
V45	98	19	31	33	8	201
V46	20	45	12	4	38	136
V47	119	0	65	0	60	80
V48	74	73	6	1	76	117
V49	82	15	216	0	198	0
V50	169	2	64	30	36	194
V51	0	0	113	169	32	0
V52	34	67	52	98	29	2
V53	183	1	3	11	4	18
V54	8	30	13	2	27	13
V55	20	35	16	418	5	2
V56	103	60	85	151	20	9
V57	15	93	0	12	0	63
V58	48	348	6	217	31	6
V59	7	27	24	11	85	0
V60	112	32	276	102	17	0
V61	4	213	44	66	128	3
V62	3	26	12	23	8	2
V63	225	273	149	24	3	9
V64	5	1	55	55	12	93
V65	203	92	131	90	10	107
V66	0	0	0	0	136	0
V67	0	0	170	0	14	259
V68	38	106	0	0	38	0
V69	14	195	75	439	1	100
V70	78	15	15	29	0	0
V71	18	42	4	11	3	48
V72	25	7	64	2	1	22
V73	44	38	258	16	37	4
V74	149	20	6	77	9	11
V75	45	43	8	75	29	18
V76	109	0	13	9	17	53
V77	159	27	84	0	0	44
V78	77	41	0	0	85	77
V79	284	64	90	9	2	66
V80	7	100	9	99	6	8
V81	3	244	104	23	111	16
V82	1	18	27	4	106	59
V83	10	26	86	1	6	7
V84	0	16	31	43	0	0
V85	352	1	86	26	9	24
V86	0	106	0	0	5	0
V87	65	0	0	133	0	0
V88	22	79	22	2	19	1
V89	5	81	18	43	206	52
V90	18	0	247	50	50	0
V91	14	28	113	5	126	52
V92	121	11	7	29	51	12
V93	39	52	43	2	5	102
V94	67	0	0	0	13	12
V95	5	24	22	3	4	172
V96	47	0	0	56	151	0
V97	31	17	236	41	7	47
V98	14	0	15	81	68	0
V99	19	21	41	135	110	51
V100	0	138	0	81	30	25
