NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	251.32	81.171	89.084	65.273	0.537	0.744	20000.0
2	248.813	81.279	87.651	65.341	0.556	0.743	20000.0
3	253.86	82.825	90.522	66.742	0.546	0.725	40000.0
4	235.324	79.149	78.57	62.92	0.573	0.74	40000.0
5	247.549	80.303	86.141	62.646	0.538	0.746	30000.0
6	253.918	82.041	89.672	65.414	0.553	0.742	20000.0
7	251.934	81.693	87.522	63.777	0.542	0.738	30000.0
8	252.651	81.305	89.351	65.394	0.544	0.743	20000.0
9	247.896	80.361	84.855	62.511	0.536	0.748	20000.0
10	250.091	81.432	87.554	63.441	0.551	0.742	20000.0
