NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.545	18.512	12.01	11.091	0.104	0.991	70000.0
2	47.43	17.32	11.005	9.982	0.1	0.993	50000.0
3	51.072	18.937	12.558	11.335	0.107	0.991	50000.0
4	47.795	17.886	11.256	10.453	0.107	0.992	80000.0
5	49.223	18.121	12.768	11.492	0.102	0.99	120000.0
6	52.628	19.252	13.308	11.797	0.105	0.99	30000.0
7	50.675	18.682	11.921	10.725	0.105	0.992	50000.0
8	52.08	19.179	13.187	11.637	0.107	0.991	60000.0
9	48.723	18.515	12.193	11.425	0.105	0.99	50000.0
10	43.79	16.051	9.83	8.933	0.1	0.994	90000.0
