NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	291.519	76.324	105.507	60.368	0.481	0.764	20000.0
2	294.195	77.13	108.823	61.734	0.486	0.756	20000.0
3	290.641	76.18	108.733	61.702	0.476	0.757	20000.0
4	292.168	76.234	105.527	60.178	0.482	0.765	30000.0
5	295.822	76.914	108.55	61.699	0.493	0.751	50000.0
6	292.689	76.438	109.833	61.969	0.478	0.756	40000.0
7	292.495	76.368	105.304	60.43	0.48	0.764	30000.0
8	301.483	79.208	108.725	64.378	0.51	0.746	30000.0
9	292.462	76.552	105.681	60.064	0.487	0.766	20000.0
10	302.386	79.302	108.479	64.444	0.512	0.745	30000.0
